Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true,Activity_fixed
6,Make decision_signed2,2023-09-29 14:12:18,Manager-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
6,EVENT 13 END,2023-09-29 14:25:51,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
6,Make decision_signed1,2023-09-29 14:25:52,,collateral events(Make decision),0,Make decision_signed1,make decision,268,0,1,Make decision_signed1
7,New online application received,2023-09-29 13:24:12,,,0,New online application received,new online application received,302,0,0,New online application received
7,Make decision_signed1,2023-09-29 13:24:13,,collateral events(Make decision),0,Make decision_signed1,make decision,472,0,1,Make decision_signed1
7,Make decision_signed1,2023-09-29 13:24:18,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,547,0,1,Make decision_signed1
7,Make decision_signed1,2023-09-29 13:29:27,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
7,Make decision_signed2,2023-09-29 13:29:28,Manager-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
7,Notify accept,2023-09-29 13:39:56,Manager-000006,,0,Notify accept,notify accept,-1,0,0,Notify accept
7,Make decision_signed1,2023-09-29 13:39:56,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
7,Make decision_signed2,2023-09-29 13:39:57,Manager-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
7,Deliver card,2023-09-29 13:43:55,Manager-000001,,0,Deliver card,deliver card,-1,0,0,Deliver card
7,Make decision_signed1,2023-09-29 13:43:55,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,834,0,1,Make decision_signed1
7,Make decision_signed1,2023-09-29 13:58:03,,collateral events(Make decision),0,Make decision_signed1,make decision,970,0,1,Make decision_signed1
8,New online application received,2023-09-29 13:38:17,,,0,New online application received,new online application received,16,0,0,New online application received
8,Make decision_signed2,2023-09-29 13:38:18,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Make decision_signed2,2023-09-29 13:38:18,Clerk-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Request info,2023-09-29 13:43:58,Manager-000003,,0,Request info,request info,-1,0,0,Request info
8,Make decision_signed1,2023-09-29 13:43:58,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,805,0,1,Make decision_signed1
8,Make decision_signed1,2023-09-29 13:45:29,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 13:45:29,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Check for completeness,2023-09-29 13:45:38,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
8,Make decision_signed1,2023-09-29 13:45:38,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 13:45:38,Clerk-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Perform checks,2023-09-29 13:59:58,Clerk-000005,,0,Perform checks,perform checks,-1,0,0,Perform checks
8,Make decision_signed1,2023-09-29 13:59:58,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 13:59:58,Clerk-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Make decision,2023-09-29 14:00:04,Manager-000005,,0,Make decision,make decision,-1,0,0,Make decision
8,Make decision_signed1,2023-09-29 14:00:05,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:00:05,Manager-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,notify reject,2023-09-29 14:15:21,Manager-000002,,0,notify reject,notify reject,-1,0,0,notify reject
8,Make decision_signed1,2023-09-29 14:15:21,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:15:22,Manager-000002,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,review request received,2023-09-29 14:19:47,,,0,review request received,review request received,-1,0,0,review request received
8,Make decision_signed1,2023-09-29 14:19:48,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:19:48,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Check for completeness,2023-09-29 14:19:57,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
8,Make decision_signed1,2023-09-29 14:19:57,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:19:57,Clerk-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Perform checks,2023-09-29 14:28:22,Clerk-000003,,0,Perform checks,perform checks,-1,0,0,Perform checks
8,Make decision_signed1,2023-09-29 14:28:23,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:28:23,Clerk-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Make decision,2023-09-29 14:34:51,Manager-000004,,0,Make decision,make decision,-1,0,0,Make decision
8,Make decision_signed1,2023-09-29 14:34:52,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:34:52,Manager-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Notify accept,2023-09-29 14:36:15,Manager-000005,,0,Notify accept,notify accept,-1,0,0,Notify accept
8,Make decision_signed1,2023-09-29 14:36:15,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:36:15,Manager-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
8,Deliver card,2023-09-29 14:37:47,Manager-000006,,0,Deliver card,deliver card,-1,0,0,Deliver card
8,Make decision_signed1,2023-09-29 14:37:47,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,474,0,1,Make decision_signed1
8,Make decision_signed1,2023-09-29 14:52:19,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
8,Make decision_signed2,2023-09-29 14:52:20,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
9,Check for completeness,2023-09-29 13:41:21,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
9,New online application received,2023-09-29 13:41:21,,,0,New online application received,new online application received,-1,0,0,New online application received
9,Request info,2023-09-29 14:01:14,Manager-000006,,0,Request info,request info,-1,0,0,Request info
9,info received,2023-09-29 14:19:00,,,0,info received,info received,-1,0,0,info received
9,Check for completeness,2023-09-29 14:19:10,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
9,Request info,2023-09-29 14:27:41,Manager-000001,,0,Request info,request info,-1,0,0,Request info
9,info received,2023-09-29 14:33:09,,,0,info received,info received,-1,0,0,info received
9,Check for completeness,2023-09-29 14:33:19,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
9,Request info,2023-09-29 15:08:59,Manager-000003,,0,Request info,request info,-1,0,0,Request info
9,info received,2023-09-29 15:23:23,,,0,info received,info received,-1,0,0,info received
9,Check for completeness,2023-09-29 15:23:33,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
9,Perform checks,2023-09-29 15:33:37,Clerk-000003,,0,Perform checks,perform checks,-1,0,0,Perform checks
9,Make decision,2023-09-29 15:34:38,Manager-000006,,0,Make decision,make decision,-1,0,0,Make decision
9,notify reject,2023-09-29 15:54:24,Manager-000002,,0,notify reject,notify reject,-1,0,0,notify reject
9,time out,2023-09-29 16:12:43,,,0,time out,time out,-1,0,0,time out
9,EVENT 13 END,2023-09-29 16:12:53,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
10,Check for completeness,2023-09-29 14:47:37,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
10,New online application received,2023-09-29 14:47:37,,,0,New online application received,new online application received,-1,0,0,New online application received
10,Request info,2023-09-29 14:48:51,Manager-000002,,0,Request info,request info,-1,0,0,Request info
10,info received,2023-09-29 14:54:01,,,0,info received,info received,-1,0,0,info received
10,Check for completeness,2023-09-29 14:54:11,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
10,Perform checks,2023-09-29 15:12:40,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
10,Make decision,2023-09-29 15:21:56,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
10,Notify accept,2023-09-29 15:22:31,Manager-000004,,0,Notify accept,notify accept,-1,0,0,Notify accept
10,Deliver card,2023-09-29 15:23:49,Manager-000005,,0,Deliver card,deliver card,-1,0,0,Deliver card
10,EVENT 13 END,2023-09-29 15:36:59,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
11,Check for completeness,2023-09-29 16:06:37,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
11,New online application received,2023-09-29 16:06:37,,,0,New online application received,new online application received,-1,0,0,New online application received
11,Perform checks,2023-09-29 16:11:54,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
11,Make decision,2023-09-29 16:25:06,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
11,notify reject,2023-09-29 16:26:23,Manager-000003,,0,notify reject,notify reject,-1,0,0,notify reject
11,time out,2023-09-29 16:29:27,,,0,time out,time out,-1,0,0,time out
11,EVENT 13 END,2023-09-29 16:29:37,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
12,Check for completeness,2023-09-29 16:07:28,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
12,New online application received,2023-09-29 16:07:28,,,0,New online application received,new online application received,-1,0,0,New online application received
12,Make decision_signed1,2023-09-29 16:07:28,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed1,2023-09-29 16:07:29,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:07:29,Clerk-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Make decision_signed2,2023-09-29 16:07:29,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Request info,2023-09-29 16:28:15,Manager-000005,,0,Request info,request info,-1,0,0,Request info
12,Make decision_signed1,2023-09-29 16:28:16,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:28:16,Manager-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,info received,2023-09-29 16:33:32,,,0,info received,info received,-1,0,0,info received
12,Make decision_signed1,2023-09-29 16:33:32,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:33:32,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Check for completeness,2023-09-29 16:33:42,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
12,Make decision_signed1,2023-09-29 16:33:42,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:33:43,Clerk-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Request info,2023-09-29 16:36:40,Manager-000002,,0,Request info,request info,-1,0,0,Request info
12,Make decision_signed1,2023-09-29 16:36:40,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:36:40,Manager-000002,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,info received,2023-09-29 16:45:28,,,0,info received,info received,-1,0,0,info received
12,Make decision_signed1,2023-09-29 16:45:28,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:45:29,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Check for completeness,2023-09-29 16:45:38,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
12,Make decision_signed1,2023-09-29 16:45:38,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 16:45:38,Clerk-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Perform checks,2023-09-29 17:02:39,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
12,Make decision_signed1,2023-09-29 17:02:40,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 17:02:40,Clerk-000002,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Make decision,2023-09-29 17:13:16,Manager-000003,,0,Make decision,make decision,-1,0,0,Make decision
12,Make decision_signed1,2023-09-29 17:13:17,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 17:13:17,Manager-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Notify accept,2023-09-29 17:13:45,Manager-000005,,0,Notify accept,notify accept,-1,0,0,Notify accept
12,Make decision_signed1,2023-09-29 17:13:45,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 17:13:46,Manager-000005,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,Deliver card,2023-09-29 17:46:09,Manager-000004,,0,Deliver card,deliver card,-1,0,0,Deliver card
12,Make decision_signed1,2023-09-29 17:46:10,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 17:46:11,Manager-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
12,EVENT 13 END,2023-09-29 17:47:16,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
12,Make decision_signed1,2023-09-29 17:47:17,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
12,Make decision_signed2,2023-09-29 17:47:17,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 16:14:30,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
13,New online application received,2023-09-29 16:14:30,,,0,New online application received,new online application received,-1,0,0,New online application received
13,Make decision_signed1,2023-09-29 16:14:30,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:14:30,Clerk-000002,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Make decision_signed1,2023-09-29 16:14:30,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:14:30,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Perform checks,2023-09-29 16:27:34,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
13,Make decision_signed1,2023-09-29 16:27:34,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:27:35,Clerk-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Make decision,2023-09-29 16:28:03,Manager-000004,,0,Make decision,make decision,-1,0,0,Make decision
13,Make decision_signed1,2023-09-29 16:28:03,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:28:04,Manager-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,notify reject,2023-09-29 16:34:55,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
13,Make decision_signed1,2023-09-29 16:34:56,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:34:56,Manager-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,review request received,2023-09-29 16:46:57,,,0,review request received,review request received,-1,0,0,review request received
13,Make decision_signed1,2023-09-29 16:46:57,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:46:57,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 16:47:07,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
13,Make decision_signed1,2023-09-29 16:47:08,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:47:08,Clerk-000001,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Perform checks,2023-09-29 16:54:38,Clerk-000004,,0,Perform checks,perform checks,-1,0,0,Perform checks
13,Make decision_signed1,2023-09-29 16:54:39,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 16:54:39,Clerk-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Make decision,2023-09-29 17:22:15,Manager-000002,,0,Make decision,make decision,-1,0,0,Make decision
13,Make decision_signed1,2023-09-29 17:22:16,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 17:22:16,Manager-000002,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,notify reject,2023-09-29 17:51:15,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
13,Make decision_signed1,2023-09-29 17:51:15,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 17:51:16,Manager-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,review request received,2023-09-29 18:02:09,,,0,review request received,review request received,-1,0,0,review request received
13,Make decision_signed1,2023-09-29 18:02:10,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:02:11,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 18:02:19,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
13,Make decision_signed1,2023-09-29 18:02:20,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:02:21,Clerk-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Request info,2023-09-29 18:09:51,Manager-000004,,0,Request info,request info,-1,0,0,Request info
13,Make decision_signed1,2023-09-29 18:09:52,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:09:53,Manager-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,info received,2023-09-29 18:14:41,,,0,info received,info received,-1,0,0,info received
13,Make decision_signed1,2023-09-29 18:14:42,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:14:43,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 18:14:51,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
13,Make decision_signed1,2023-09-29 18:14:51,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:14:51,Clerk-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Request info,2023-09-29 18:26:33,Manager-000003,,0,Request info,request info,-1,0,0,Request info
13,Make decision_signed1,2023-09-29 18:26:33,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:26:34,Manager-000003,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,info received,2023-09-29 18:37:59,,,0,info received,info received,-1,0,0,info received
13,Make decision_signed1,2023-09-29 18:38:00,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:38:00,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 18:38:09,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
13,Make decision_signed1,2023-09-29 18:38:10,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 18:38:10,Clerk-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Perform checks,2023-09-29 19:01:11,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
13,Make decision_signed1,2023-09-29 19:01:12,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 19:01:12,Clerk-000006,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Make decision,2023-09-29 19:08:51,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
13,Make decision_signed1,2023-09-29 19:08:51,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 19:08:52,Manager-000001,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,notify reject,2023-09-29 19:22:36,Manager-000004,,0,notify reject,notify reject,-1,0,0,notify reject
13,Make decision_signed1,2023-09-29 19:22:37,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 19:22:37,Manager-000004,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,review request received,2023-09-29 19:35:39,,,0,review request received,review request received,-1,0,0,review request received
13,Make decision_signed1,2023-09-29 19:35:40,,collateral events(Make decision),0,Make decision_signed1,make decision,-1,0,1,Make decision_signed1
13,Make decision_signed2,2023-09-29 19:35:41,,collateral events(Make decision),0,Make decision_signed2,make decision,-1,0,1,Make decision_signed2
13,Check for completeness,2023-09-29 19:35:49,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
