190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5664, performance = 138.29)
calcium -> cea - tumormarker mbv meia (frequency = 349, performance = 1.00)
crossmatch complete -three methods- -> days of rest - all spec.beh.kinderg.-reval. (frequency = 342, performance = 1.00)
creatinine -> gammaglutamyltranspeptidase (frequency = 321, performance = 1.00)
follow-up consultation on an outpatient basis -> gammaglutamyltranspeptidase (frequency = 316, performance = 1.00)
creatinine - spoed -> differential count automatically (frequency = 310, performance = 1.00)
ca-125 mbv half -> creatinine (frequency = 296, performance = 1.00)
sodium flame photometric -> 190205 class 3b a205 (frequency = 292, performance = 87867.52)
follow-up consultation on an outpatient basis -> acceptance laboratory research (frequency = 283, performance = 7176084.56)
screening antibodies for erythrocytes -> 190101 overage surcharge  a101 (frequency = 282, performance = 86389.87)
sodium flame photometric -> thorax (frequency = 282, performance = 2145.65)
order tariff -> 190101 overage surcharge  a101 (frequency = 280, performance = 86394.44)
blood group abo and rhesus factor -> calcium (frequency = 279, performance = 1.00)
microscopic examination - colored and un -> order tariff (frequency = 275, performance = 1.00)
follow-up consultation on an outpatient basis -> hematocrit using centrifuge (frequency = 274, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> 190021 clinical admission a002 (frequency = 271, performance = 744759.92)
days of rest - all spec.beh.kinderg.-reval. -> follow-up consultation on an outpatient basis (frequency = 268, performance = 2774470.57)
methemoglobine - sulfhemoglobine elk -> o2 saturation (frequency = 265, performance = 1.00)
follow-up consultation on an outpatient basis -> telephone consultation (frequency = 257, performance = 3910860.19)
gammaglutamyltranspeptidase -> hemoglobin photoelectric (frequency = 255, performance = 1.00)
leukocyte counting electronically -> magnesium  -aas (frequency = 255, performance = 1.00)
order tariff -> phosphate (frequency = 253, performance = 1.00)
190035 day care a007 -> day care - all spec.beh.kind.-rev. (frequency = 244, performance = 1.00)
urea -> 190205 class 3b a205 (frequency = 241, performance = 86382.50)
differential count automatically -> gammaglutamyltranspeptidase (frequency = 238, performance = 1.00)
telephone consultation -> acceptance laboratory research (frequency = 235, performance = 6570811.77)
current pH - pco2 - standard bicarbonate -> days of rest - all spec.beh.kinderg.-reval. (frequency = 230, performance = 1.00)
blood group abo and rhesus factor -> days of rest - all spec.beh.kinderg.-reval. (frequency = 229, performance = 1.00)
telephone consultation -> follow-up consultation on an outpatient basis (frequency = 226, performance = 5731454.86)
acceptance laboratory research -> alkaline phosphatase -kinetic- (frequency = 225, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> glucose (frequency = 225, performance = 1.00)
screening antibodies for erythrocytes -> sodium flame photometric (frequency = 224, performance = 1.00)
190205 class 3b a205 -> Diet no (frequency = 222, performance = 1.00)
bacteriological examination with culture -nie -> days of rest - all spec.beh.kinderg.-reval. (frequency = 221, performance = 1.00)
creatinine -> follow-up consultation on an outpatient basis (frequency = 217, performance = 1.01)
differential count automatically -> hemoglobin photoelectric (frequency = 210, performance = 1.00)
190204 class 3a a204 -> acceptance laboratory research (frequency = 208, performance = 1.00)
acceptance laboratory research -> bicarbonate (frequency = 206, performance = 1.00)
urine examination - qualitative -> 190101 overage surcharge  a101 (frequency = 205, performance = 86385.58)
differential count automatically -> hemoglobin photoelectric - urgent (frequency = 199, performance = 1.00)
follow-up consultation on an outpatient basis -> order tariff (frequency = 197, performance = 1.01)
potassium potentiometric -> prothrombin time (frequency = 193, performance = 1.00)
glucose - rush -> hemoglobin photoelectric - urgent (frequency = 192, performance = 1.00)
squamous cell carcinoma mbv eia -> thorax (frequency = 186, performance = 1.00)
bilirubin -conjugated -> calcium (frequency = 184, performance = 1.01)
order tariff -> resistance determinations - 5 determinations (frequency = 182, performance = 1.00)
sodium flame photometric -> acceptance laboratory research (frequency = 182, performance = 1448850.97)
days of rest - all spec.beh.kinderg.-reval. -> gammaglutamyltranspeptidase (frequency = 178, performance = 1.00)
follow-up consultation on an outpatient basis -> 190021 clinical admission a002 (frequency = 177, performance = 1252555.77)
urea -> 190021 clinical admission a002 (frequency = 177, performance = 989916.21)
crossmatch complete -three methods- -> current pH - pco2 - standard bicarbonate (frequency = 173, performance = 1.00)
sodium flame photometric -> 190035 day care a007 (frequency = 172, performance = 368193.73)
teletherapy - megavolt photon irradiation -> treatment time - unit t3 - megavolt (frequency = 172, performance = 1.00)
creatinine -> crossmatch complete -three methods- (frequency = 169, performance = 1.00)
order tariff -> paclitaxel (frequency = 169, performance = 1.00)
phosphate -> platelet counting - electronically (frequency = 166, performance = 1.00)
glucose -> hematocrit using centrifuge (frequency = 162, performance = 1.00)
day care - all spec.beh.kind.-rev. -> paclitaxel (frequency = 160, performance = 1.00)
telephone consultation -> telephone consultation (frequency = 159, performance = 3421765.90)
190035 day care a007 -> acceptance laboratory research (frequency = 155, performance = 1.00)
blood group abo and rhesus factor -> creatinine (frequency = 152, performance = 1.01)
days of rest - all spec.beh.kinderg.-reval. -> hepatitis B surface antigen confirmation (frequency = 149, performance = 1.00)
creatinine - spoed -> days of rest - all spec.beh.kinderg.-reval. (frequency = 146, performance = 1.00)
sediment -> urine examination - qualitative (frequency = 146, performance = 1.00)
calcium -> cephalin time - coagulation (frequency = 145, performance = 1.00)
sgot asat kinetic - speed -> sgpt alat kinetic - speed (frequency = 145, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> 190204 class 3a a204 (frequency = 144, performance = 86398.81)
histological examination - major resection p -> immunopathological examination (frequency = 144, performance = 1.00)
blood group abo and rhesus factor -> blood group antigens other than abo-rhesu (frequency = 142, performance = 1.00)
obstetrics-gynaec. short card cost-out -> order tariff (frequency = 141, performance = 1.00)
bicarbonate -> calcium (frequency = 140, performance = 1.00)
sgpt alat kinetic - speed -> sodium - flame photometric - pitch (frequency = 139, performance = 1.00)
blood group abo and rhesus factor -> crossmatch complete -three methods- (frequency = 137, performance = 1.00)
paclitaxel -> acceptance laboratory research (frequency = 137, performance = 1438525.77)
co-hb kwn. -> crossmatch complete -three methods- (frequency = 136, performance = 1.00)
cytological examination - ascites - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 133, performance = 1.00)
albumin -> calcium (frequency = 131, performance = 1.00)
ct abdomen -> ct thorax (frequency = 130, performance = 6647.14)
screening antibodies for erythrocytes -> 190205 class 3b a205 (frequency = 128, performance = 86390.71)
order tariff -> telephone consultation (frequency = 127, performance = 1776978.81)
squamous cell carcinoma mbv eia -> urea (frequency = 125, performance = 1.00)
190205 class 3b a205 -> 1st consultation visit (frequency = 124, performance = 1.00)
sodium - flame photometric - pitch -> urea - urgent (frequency = 124, performance = 1.00)
brachytherapie - interstitieel - intensi -> days of rest - all spec.beh.kinderg.-reval. (frequency = 123, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> hemoglobin photoelectric - urgent (frequency = 123, performance = 1.00)
differential count automatically -> hematocrit using centrifuge (frequency = 123, performance = 1.00)
190205 class 3b a205 -> IV - insertion (frequency = 122, performance = 1.00)
leukocyte counting electronically -> obstetrics-gynaec. short card cost-out (frequency = 122, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> e.c.g.      - electrocardiography (frequency = 119, performance = 1.00)
Diet no -> acceptance laboratory research (frequency = 116, performance = 1.00)
order tariff -> 190205 class 3b a205 (frequency = 116, performance = 91609.10)
Diet no -> days of rest - all spec.beh.kinderg.-reval. (frequency = 115, performance = 1.00)
sodium - flame photometric - pitch -> 190021 clinical admission a002 (frequency = 115, performance = 327559.01)
bilirubin - total -> calcium (frequency = 113, performance = 1.02)
cephalin time - coagulation -> creatinine (frequency = 113, performance = 1.00)
filtered erythrocyte concentrate -> order tariff (frequency = 112, performance = 1.00)
telephone consultation -> administrative rate - first pol (frequency = 112, performance = 14573057.13)
hemoglobin photoelectric -> histological examination - major resection p (frequency = 110, performance = 1.00)
bicarbonate -> calcium - rush (frequency = 108, performance = 1.00)
bilirubin -conjugated -> ca-125 mbv half (frequency = 108, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> hematocrit using centrifuge (frequency = 107, performance = 1.00)
acceptance laboratory research -> albumin - rush (frequency = 106, performance = 1.00)
creatinine -> day care - all spec.beh.kind.-rev. (frequency = 106, performance = 1.00)
urine examination - qualitative -> 190205 class 3b a205 (frequency = 106, performance = 86386.14)
hemoglobin photoelectric - urgent -> heparinebepaling - kaoline - cefalinetij (frequency = 105, performance = 1.00)
blood group antigens other than abo-rhesu -> cde phenotyping (frequency = 103, performance = 1.00)
urea -> ct abdomen (frequency = 103, performance = 484821.89)
potassium flame photometric - pitch -> sgot asat kinetic - speed (frequency = 102, performance = 1.00)
day care - all spec.beh.kind.-rev. -> differential count automatically (frequency = 101, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> glucose - rush (frequency = 101, performance = 1.00)
order tariff -> sediment (frequency = 101, performance = 1.01)
190021 clinical admission a002 -> 190035 day care a007 (frequency = 100, performance = 1.00)
190205 class 3b a205 -> abdominal overview (frequency = 100, performance = 1.00)
abdominal overview -> acceptance laboratory research (frequency = 100, performance = 1.00)
day care - all spec.beh.kind.-rev. -> days of rest - all spec.beh.kinderg.-reval. (frequency = 100, performance = 1.00)
hepatitis B surface antigen confirmation -> order tariff (frequency = 100, performance = 1.00)
IV - insertion -> acceptance laboratory research (frequency = 99, performance = 1.00)
alkaline phosphatase -kinetic- -> amylase (frequency = 99, performance = 1.00)
bacteriological examination with culture -nie -> creatinine (frequency = 99, performance = 1.00)
ca-125 mbv half -> counting platelets - urgent (frequency = 98, performance = 1.00)
telephone consultation -> 190021 clinical admission a002 (frequency = 98, performance = 1459983.53)
hepatitis B surface antigen confirmation -> microscopic examination - colored and un (frequency = 97, performance = 1.00)
lactic acid enzymatic - urgent -> methemoglobine - sulfhemoglobine elk (frequency = 97, performance = 1.00)
hemoglobin photoelectric -> hepatitis B surface antigen confirmation (frequency = 96, performance = 1.00)
e.c.g.      - electrocardiography -> gammaglutamyltranspeptidase (frequency = 95, performance = 1.00)
urea -> mri abdomen (frequency = 94, performance = 546868.22)
chloride -> creatinine (frequency = 93, performance = 1.00)
simulator - use megavol before starting -> teletherapy - megavolt photon irradiation (frequency = 93, performance = 387406.76)
days of rest - all spec.beh.kinderg.-reval. -> histological examination - biopsies nno (frequency = 91, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> histological examination - major resection p (frequency = 91, performance = 1.00)
lactic acid enzymatic -> methemoglobine - sulfhemoglobine elk (frequency = 91, performance = 1.00)
leukocyte counting electronically -> microscopic examination - colored and un (frequency = 89, performance = 1.00)
potassium potentiometric -> resistance determinations - 5 determinations (frequency = 88, performance = 1.00)
urea -> urine examination - qualitative (frequency = 88, performance = 1.00)
hemoglobin photoelectric - urgent -> order tariff (frequency = 87, performance = 1.00)
calcium - rush -> co-hb kwn. (frequency = 86, performance = 1.00)
histological examination - biopsies nno -> immunopathological examination (frequency = 86, performance = 1.00)
ca-125 mbv half -> cea - tumormarker mbv meia (frequency = 85, performance = 1.00)
lactic acid dehydrogenase - urgent -> leucocyte counting -electronic- urgent (frequency = 85, performance = 1.00)
hemoglobin photoelectric - urgent -> histological examination - major resection p (frequency = 84, performance = 1.00)
obstetrics-gynaec.   annual pass cost-out -> administrative rate - first pol (frequency = 84, performance = 6491314.26)
prothrombin time -> rhesusfactor d - centrifugeermethode - e (frequency = 84, performance = 1.00)
hematocrit - emergency -> hemoglobin photoelectric - urgent (frequency = 83, performance = 1.00)
ct abdomen -> acceptance laboratory research (frequency = 82, performance = 708058.54)
phosphate -> potassium potentiometric (frequency = 82, performance = 1.00)
alkaline phosphatase - kinetic - urgent -> bilirubin quantitative total or direct (frequency = 81, performance = 1.00)
paclitaxel -> platelet counting - electronically (frequency = 81, performance = 1.00)
differential count automatically -> filtered erythrocyte concentrate (frequency = 80, performance = 1.00)
mri abdomen -> 190021 clinical admission a002 (frequency = 80, performance = 996839.78)
international normalised ratio mbv tromb -> order tariff (frequency = 79, performance = 1.00)
resistance determinations - 5 determinations -> sediment (frequency = 79, performance = 1.00)
acceptance laboratory research -> calcium (frequency = 78, performance = 1.00)
sodium - flame photometric - pitch -> 190101 overage surcharge  a101 (frequency = 78, performance = 86383.99)
acceptance laboratory research -> follow-up consultation on an outpatient basis (frequency = 77, performance = 1.00)
calcium -> chloride (frequency = 77, performance = 1.00)
albumin - rush -> alkaline phosphatase - kinetic - urgent (frequency = 76, performance = 1.00)
bilirubin - total -> ca-125 mbv half (frequency = 76, performance = 1.01)
crp c-reactive protein -> current pH - pco2 - standard bicarbonate (frequency = 74, performance = 1.00)
filtered erythrocyte concentrate -> hemoglobin photoelectric (frequency = 74, performance = 1.00)
hemoglobin photoelectric -> international normalised ratio mbv tromb (frequency = 73, performance = 1.00)
sediment -> sodium flame photometric (frequency = 72, performance = 1.00)
sodium flame photometric -> urine examination - qualitative (frequency = 72, performance = 1.00)
190021 clinical admission a002 -> days of rest - all spec.beh.kinderg.-reval. (frequency = 71, performance = 1.00)
calcium -> counting platelets - urgent (frequency = 71, performance = 1.00)
ct abdomen -> follow-up consultation on an outpatient basis (frequency = 71, performance = 1080608.55)
ca-125 mbv half -> follow-up consultation on an outpatient basis (frequency = 70, performance = 1.00)
1st consultation visit -> acceptance laboratory research (frequency = 69, performance = 1.00)
order tariff -> acceptance laboratory research (frequency = 69, performance = 3787822.36)
calcium -> co-hb kwn. (frequency = 68, performance = 1.00)
sodium flame photometric -> follow-up consultation on an outpatient basis (frequency = 68, performance = 2031659.53)
alkaline phosphatase -kinetic- -> creatinine (frequency = 67, performance = 1.00)
anesthesia - when treated with radium -> brachytherapie - interstitieel - intensi (frequency = 67, performance = 1.00)
current pH - pco2 - standard bicarbonate -> cytological examination - ascites - (frequency = 67, performance = 1.00)
urea -> coupe available for inspection (frequency = 67, performance = 228224.04)
urea -> telephone consultation (frequency = 67, performance = 787895.88)
190021 clinical admission a002 -> 190204 class 3a a204 (frequency = 66, performance = 1.00)
alkaline phosphatase -kinetic- -> bacteriological examination with culture -nie (frequency = 66, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> paclitaxel (frequency = 66, performance = 7855.44)
histological examination - major resection p -> lactic acid enzymatic (frequency = 66, performance = 1.00)
follow-up consultation on an outpatient basis -> histological examination - biopsies nno (frequency = 65, performance = 265847.09)
crossmatch complete -three methods- -> crp c-reactive protein (frequency = 64, performance = 1.00)
ct abdomen -> telephone consultation (frequency = 64, performance = 718200.03)
differential count automatically -> e.c.g.      - electrocardiography (frequency = 63, performance = 1.00)
order tariff -> follow-up consultation on an outpatient basis (frequency = 63, performance = 3054167.62)
sodium flame photometric -> telephone consultation (frequency = 63, performance = 543076.62)
urea -> acceptance laboratory research (frequency = 63, performance = 1797925.71)
days of rest - all spec.beh.kinderg.-reval. -> histological examination - minor resection (frequency = 62, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> leucocyte counting -electronic- urgent (frequency = 62, performance = 1.00)
blaas       - uretrocystoscopie nno -> days of rest - all spec.beh.kinderg.-reval. (frequency = 61, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> 1st outpatient consultation (frequency = 61, performance = 1941873.70)
potassium flame photometric - pitch -> prothrombin time -quick owen or modif.- (frequency = 61, performance = 1.00)
potassium potentiometric -> sediment (frequency = 61, performance = 1.00)
sediment - speed -> urine examination - qualitative (frequency = 60, performance = 1.00)
cephalin time - coagulation -> chloride (frequency = 59, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> teletherapy - megavolt photon irradiation (frequency = 59, performance = 38075.44)
hemoglobin photoelectric - urgent -> lactic acid dehydrogenase - urgent (frequency = 59, performance = 1.00)
hepatitis B surface antigen confirmation -> leukocyte counting electronically (frequency = 59, performance = 1.00)
sodium - flame photometric - pitch -> acceptance laboratory research (frequency = 59, performance = 1035324.31)
urea -> follow-up consultation on an outpatient basis (frequency = 59, performance = 1836347.32)
ct abdomen -> 190021 clinical admission a002 (frequency = 58, performance = 1038289.55)
days of rest - all spec.beh.kinderg.-reval. -> telephone consultation (frequency = 58, performance = 1745874.66)
prothrombin time -> sodium flame photometric (frequency = 58, performance = 1.00)
creatinine -> e.c.g.      - electrocardiography (frequency = 57, performance = 1.00)
order tariff -> photoelectric settling rate (frequency = 56, performance = 1.00)
sodium - flame photometric - pitch -> 190035 day care a007 (frequency = 56, performance = 347132.55)
190205 class 3b a205 -> anesthesia - when treated with radium (frequency = 55, performance = 1.00)
190205 class 3b a205 -> brachytherapie - interstitieel - intensi (frequency = 55, performance = 1.00)
follow-up consultation on an outpatient basis -> ct abdomen (frequency = 55, performance = 2749090.64)
gamma glutamyl transpeptidase - urgent -> hemoglobin photoelectric - urgent (frequency = 55, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> order tariff (frequency = 55, performance = 1.04)
190035 day care a007 -> 190101 overage surcharge  a101 (frequency = 54, performance = 1.00)
amylase -> bilirubin - total (frequency = 54, performance = 1.00)
immunopathological examination -> lactic acid enzymatic - urgent (frequency = 54, performance = 1.00)
thorax -> 190101 overage surcharge  a101 (frequency = 54, performance = 86390.24)
cytological examination - vagina - -> follow-up consultation on an outpatient basis (frequency = 53, performance = 1.00)
hemoglobin photoelectric -> histological examination - biopsies nno (frequency = 53, performance = 1.00)
leukocyte counting electronically -> leukocyte differentiation - manual (frequency = 53, performance = 1.00)
sodium - flame photometric - pitch -> 190205 class 3b a205 (frequency = 53, performance = 86385.92)
ct abdomen -> days of rest - all spec.beh.kinderg.-reval. (frequency = 52, performance = 1.00)
glucose -> hemoglobin photoelectric - urgent (frequency = 52, performance = 1.00)
leucocyte counting -electronic- urgent -> magnesium  -aas (frequency = 52, performance = 1.00)
sodium flame photometric -> total protein (frequency = 52, performance = 1.00)
crossmatch complete -three methods- -> day care - all spec.beh.kind.-rev. (frequency = 51, performance = 1.00)
leukocyte differentiation - manual -> order tariff (frequency = 51, performance = 1.00)
190021 clinical admission a002 -> acceptance laboratory research (frequency = 50, performance = 1.00)
blood group abo and rhesus factor -> counting platelets - urgent (frequency = 50, performance = 1.00)
chloride -> co-hb kwn. (frequency = 50, performance = 1.00)
sodium flame photometric -> thorax - in the room (frequency = 50, performance = 1.00)
telephone consultation -> ct abdomen (frequency = 50, performance = 2059775.82)
190205 class 3b a205 -> 1st outpatient consultation (frequency = 49, performance = 1.00)
administrative rate - first pol -> ca-125 mbv half (frequency = 49, performance = 1.00)
bacteriological examination with culture -nie -> bilirubin - total (frequency = 49, performance = 1.00)
creatinine -> ct abdomen (frequency = 49, performance = 1.00)
crp c-reactive protein - rush -> days of rest - all spec.beh.kinderg.-reval. (frequency = 49, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> simulator - use megavol before starting (frequency = 49, performance = 59951.63)
glucose -> order tariff (frequency = 49, performance = 1.00)
hemoglobin photoelectric - urgent -> lactic acid dehydrogenase -ldh- kinetic (frequency = 49, performance = 1.00)
mri abdomen -> telephone consultation (frequency = 49, performance = 703542.86)
prothrombin time -> sgot - asat kinetisch (frequency = 49, performance = 1.00)
total protein -> urea (frequency = 49, performance = 1.00)
bacteriological examination with culture -nie -> bicarbonate (frequency = 48, performance = 1.00)
creatinine - spoed -> crp c-reactive protein - rush (frequency = 48, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> international normalised ratio mbv tromb (frequency = 48, performance = 1.00)
ultrasound - internal genitalia -> urea (frequency = 48, performance = 1.00)
alkaline phosphatase -kinetic- -> calcium (frequency = 47, performance = 1.00)
magnesium bait - speed -> order tariff (frequency = 47, performance = 1.00)
cde phenotyping -> days of rest - all spec.beh.kinderg.-reval. (frequency = 46, performance = 1.00)
ct thorax -> acceptance laboratory research (frequency = 46, performance = 614190.24)
sediment -> sgot - asat kinetisch (frequency = 46, performance = 1.00)
albumin -> bicarbonate (frequency = 45, performance = 1.00)
bacteriological examination with culture -nie -> blood group abo and rhesus factor (frequency = 45, performance = 1.00)
follow-up consultation on an outpatient basis -> 1st outpatient consultation (frequency = 45, performance = 11276159.76)
histological examination - major resection p -> lactic acid enzymatic - urgent (frequency = 45, performance = 1.00)
190035 day care a007 -> 190205 class 3b a205 (frequency = 44, performance = 1.00)
acceptance laboratory research -> alkaline phosphatase - kinetic - urgent (frequency = 44, performance = 1.00)
calcium - rush -> counting platelets - urgent (frequency = 44, performance = 1.00)
co-hb kwn. -> counting platelets - urgent (frequency = 44, performance = 1.00)
creatinine - spoed -> day care - all spec.beh.kind.-rev. (frequency = 44, performance = 1.00)
photoelectric settling rate -> platelet counting - electronically (frequency = 44, performance = 1.00)
acceptance laboratory research -> creatinine - spoed (frequency = 43, performance = 1.00)
clinical card - anesthesia -> co-hb kwn. (frequency = 43, performance = 1.00)
coupe available for inspection -> creatinine (frequency = 43, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> frozen section (frequency = 43, performance = 1.00)
mri abdomen -> follow-up consultation on an outpatient basis (frequency = 43, performance = 697227.60)
abdomen - staging laparotom.-oment -> acceptance laboratory research (frequency = 42, performance = 1.00)
bacteriological examination with culture -nie -> follow-up consultation on an outpatient basis (frequency = 42, performance = 1.00)
bilirubin - total -> creatinine (frequency = 42, performance = 1.00)
differential count automatically -> gamma glutamyl transpeptidase - urgent (frequency = 42, performance = 1.00)
follow-up consultation on an outpatient basis -> 190035 day care a007 (frequency = 42, performance = 1047085.50)
order tariff -> phosphate - speed (frequency = 42, performance = 1.00)
phosphate - speed -> potassium flame photometric - pitch (frequency = 42, performance = 1.00)
potassium flame photometric - pitch -> rhesusfactor d - centrifugeermethode - e (frequency = 42, performance = 1.00)
treatment time - unit t3 - megavolt -> 190021 clinical admission a002 (frequency = 42, performance = 551311.36)
urine examination - qualitative -> acceptance laboratory research (frequency = 42, performance = 1166388.90)
