days of rest - all spec.beh.kinderg.-reval._signed1 -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 22330, performance = 0.33)
hemoglobin photoelectric - urgent -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 245, performance = 0.39)
days of rest - all spec.beh.kinderg.-reval. -> filtered erythrocyte concentrate (frequency = 242, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> urea (frequency = 242, performance = 0.38)
follow-up consultation on an outpatient basis -> gammaglutamyltranspeptidase (frequency = 241, performance = 1.00)
creatinine -> gammaglutamyltranspeptidase (frequency = 238, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> calcium (frequency = 236, performance = 0.35)
days of rest - all spec.beh.kinderg.-reval._signed2 -> blood group abo and rhesus factor (frequency = 235, performance = 0.39)
days of rest - all spec.beh.kinderg.-reval._signed2 -> rhesusfactor d - centrifugeermethode - e (frequency = 233, performance = 0.38)
days of rest - all spec.beh.kinderg.-reval._signed1 -> hemoglobin photoelectric - urgent (frequency = 229, performance = 0.33)
gammaglutamyltranspeptidase -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 227, performance = 0.39)
counting platelets - urgent -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 225, performance = 0.41)
days of rest - all spec.beh.kinderg.-reval._signed2 -> albumin (frequency = 225, performance = 0.40)
days of rest - all spec.beh.kinderg.-reval._signed2 -> calcium (frequency = 225, performance = 0.36)
days of rest - all spec.beh.kinderg.-reval._signed2 -> glucose (frequency = 225, performance = 0.35)
days of rest - all spec.beh.kinderg.-reval._signed1 -> blood group abo and rhesus factor (frequency = 222, performance = 0.37)
sodium flame photometric -> 190021 clinical admission a002 (frequency = 222, performance = 359600.61)
ca-125 mbv half -> creatinine (frequency = 220, performance = 1.00)
leucocyte counting -electronic- urgent -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 220, performance = 0.40)
urea -> 190101 overage surcharge  a101 (frequency = 220, performance = 90306.88)
follow-up consultation on an outpatient basis -> acceptance laboratory research (frequency = 219, performance = 7735364.10)
crossmatch complete -three methods- -> days of rest - all spec.beh.kinderg.-reval. (frequency = 218, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> rhesusfactor d - centrifugeermethode - e (frequency = 218, performance = 0.37)
days of rest - all spec.beh.kinderg.-reval._signed2 -> sgot - asat kinetisch (frequency = 217, performance = 0.33)
magnesium  -aas -> order tariff (frequency = 216, performance = 1.00)
sodium flame photometric -> 190205 class 3b a205 (frequency = 216, performance = 88387.89)
days of rest - all spec.beh.kinderg.-reval._signed2 -> administrative rate - first pol (frequency = 215, performance = 4037089.51)
days of rest - all spec.beh.kinderg.-reval._signed2 -> hemoglobin photoelectric - urgent (frequency = 214, performance = 0.35)
creatinine - spoed -> differential count automatically (frequency = 212, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> alkaline phosphatase -kinetic- (frequency = 207, performance = 0.37)
days of rest - all spec.beh.kinderg.-reval._signed2 -> gammaglutamyltranspeptidase (frequency = 207, performance = 0.39)
bilirubin - total -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 205, performance = 0.43)
days of rest - all spec.beh.kinderg.-reval._signed1 -> screening antibodies for erythrocytes (frequency = 205, performance = 0.35)
calcium -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 204, performance = 0.22)
blood group abo and rhesus factor -> calcium (frequency = 201, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> sgot - asat kinetisch (frequency = 200, performance = 0.35)
sodium flame photometric -> thorax (frequency = 200, performance = 3024.95)
follow-up consultation on an outpatient basis -> telephone consultation (frequency = 199, performance = 4199734.08)
screening antibodies for erythrocytes -> 190101 overage surcharge  a101 (frequency = 199, performance = 86389.87)
urea -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 199, performance = 0.22)
hemoglobin photoelectric - urgent -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 198, performance = 0.24)
days of rest - all spec.beh.kinderg.-reval. -> 190021 clinical admission a002 (frequency = 197, performance = 781545.49)
blood group abo and rhesus factor -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 195, performance = 0.21)
days of rest - all spec.beh.kinderg.-reval. -> follow-up consultation on an outpatient basis (frequency = 195, performance = 2938041.94)
days of rest - all spec.beh.kinderg.-reval._signed2 -> counting platelets - urgent (frequency = 193, performance = 0.36)
days of rest - all spec.beh.kinderg.-reval._signed1 -> glucose (frequency = 191, performance = 0.35)
microscopic examination - colored and un -> order tariff (frequency = 191, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> leucocyte counting -electronic- urgent (frequency = 190, performance = 0.36)
days of rest - all spec.beh.kinderg.-reval._signed2 -> bilirubin - total (frequency = 189, performance = 0.36)
order tariff -> 190101 overage surcharge  a101 (frequency = 186, performance = 86394.31)
days of rest - all spec.beh.kinderg.-reval._signed1 -> albumin (frequency = 183, performance = 0.35)
telephone consultation -> acceptance laboratory research (frequency = 182, performance = 7241459.22)
days of rest - all spec.beh.kinderg.-reval._signed1 -> alkaline phosphatase -kinetic- (frequency = 181, performance = 0.36)
rhesusfactor d - centrifugeermethode - e -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 178, performance = 0.20)
190035 day care a007 -> day care - all spec.beh.kind.-rev. (frequency = 176, performance = 1.00)
methemoglobine - sulfhemoglobine elk -> o2 saturation (frequency = 176, performance = 1.00)
follow-up consultation on an outpatient basis -> hematocrit using centrifuge (frequency = 175, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> 190101 overage surcharge  a101 (frequency = 174, performance = 0.34)
days of rest - all spec.beh.kinderg.-reval._signed1 -> sgpt - kinetisch tool (frequency = 174, performance = 0.36)
gammaglutamyltranspeptidase -> hemoglobin photoelectric (frequency = 174, performance = 1.00)
differential count automatically -> gammaglutamyltranspeptidase (frequency = 170, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 170, performance = 0.37)
days of rest - all spec.beh.kinderg.-reval._signed1 -> gammaglutamyltranspeptidase (frequency = 169, performance = 0.32)
days of rest - all spec.beh.kinderg.-reval._signed1 -> leucocyte counting -electronic- urgent (frequency = 169, performance = 0.34)
bacteriological examination with culture -nie -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 166, performance = 0.36)
potassium flame photometric - pitch -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 166, performance = 0.37)
screening antibodies for erythrocytes -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 166, performance = 0.23)
telephone consultation -> follow-up consultation on an outpatient basis (frequency = 165, performance = 6384698.17)
ca-125 mbv half -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 163, performance = 0.37)
190204 class 3a a204 -> acceptance laboratory research (frequency = 162, performance = 1.00)
blood group abo and rhesus factor -> days of rest - all spec.beh.kinderg.-reval. (frequency = 162, performance = 1.00)
creatinine -> follow-up consultation on an outpatient basis (frequency = 162, performance = 1.00)
glucose -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 162, performance = 0.23)
days of rest - all spec.beh.kinderg.-reval._signed1 -> counting platelets - urgent (frequency = 161, performance = 0.38)
days of rest - all spec.beh.kinderg.-reval._signed2 -> lactic acid dehydrogenase -ldh- kinetic (frequency = 160, performance = 0.39)
sgot - asat kinetisch -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 158, performance = 0.22)
crp c-reactive protein -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 157, performance = 0.37)
days of rest - all spec.beh.kinderg.-reval._signed1 -> ca-125 mbv half (frequency = 157, performance = 0.35)
order tariff -> phosphate (frequency = 156, performance = 1.00)
follow-up consultation on an outpatient basis -> order tariff (frequency = 154, performance = 1.00)
sgpt - kinetisch tool -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 150, performance = 0.20)
alkaline phosphatase -kinetic- -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 149, performance = 0.22)
urea -> 190205 class 3b a205 (frequency = 149, performance = 86382.07)
gammaglutamyltranspeptidase -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 147, performance = 0.24)
leukocyte counting electronically -> magnesium  -aas (frequency = 147, performance = 1.00)
albumin -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 146, performance = 0.21)
current pH - pco2 - standard bicarbonate -> days of rest - all spec.beh.kinderg.-reval. (frequency = 146, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> 190035 day care a007 (frequency = 146, performance = 414829.58)
190205 class 3b a205 -> Diet no (frequency = 144, performance = 1.00)
acceptance laboratory research -> alkaline phosphatase -kinetic- (frequency = 144, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> bilirubin - total (frequency = 144, performance = 0.34)
bacteriological examination with culture -nie -> days of rest - all spec.beh.kinderg.-reval. (frequency = 143, performance = 1.00)
screening antibodies for erythrocytes -> sodium flame photometric (frequency = 143, performance = 1.00)
190035 day care a007 -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 142, performance = 0.47)
bilirubin -conjugated -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 142, performance = 0.36)
differential count automatically -> hemoglobin photoelectric (frequency = 142, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed1 -> administrative rate - first pol (frequency = 141, performance = 0.39)
days of rest - all spec.beh.kinderg.-reval._signed2 -> bacteriological examination with culture -nie (frequency = 141, performance = 0.41)
leucocyte counting -electronic- urgent -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 141, performance = 0.26)
days of rest - all spec.beh.kinderg.-reval. -> glucose (frequency = 140, performance = 1.00)
190101 overage surcharge  a101 -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 139, performance = 0.23)
190204 class 3a a204 -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 138, performance = 0.44)
acceptance laboratory research -> bicarbonate (frequency = 138, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> 1st outpatient consultation (frequency = 138, performance = 1311021.03)
days of rest - all spec.beh.kinderg.-reval._signed2 -> potassium flame photometric - pitch (frequency = 137, performance = 0.40)
hematocrit using centrifuge -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 137, performance = 0.40)
crossmatch complete -three methods- -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 136, performance = 0.39)
days of rest - all spec.beh.kinderg.-reval._signed1 -> bilirubin -conjugated (frequency = 136, performance = 0.38)
sodium - flame photometric - pitch -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 136, performance = 0.44)
squamous cell carcinoma mbv eia -> thorax (frequency = 136, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> crp c-reactive protein (frequency = 135, performance = 0.37)
potassium potentiometric -> prothrombin time (frequency = 134, performance = 1.00)
urine examination - qualitative -> 190101 overage surcharge  a101 (frequency = 134, performance = 86386.64)
counting platelets - urgent -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 133, performance = 0.24)
days of rest - all spec.beh.kinderg.-reval._signed1 -> lactic acid dehydrogenase -ldh- kinetic (frequency = 131, performance = 0.37)
creatinine - spoed -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 130, performance = 0.39)
days of rest - all spec.beh.kinderg.-reval._signed2 -> 190204 class 3a a204 (frequency = 128, performance = 54671.35)
days of rest - all spec.beh.kinderg.-reval._signed1 -> sodium - flame photometric - pitch (frequency = 126, performance = 0.37)
days of rest - all spec.beh.kinderg.-reval._signed2 -> ca-125 mbv half (frequency = 126, performance = 0.34)
days of rest - all spec.beh.kinderg.-reval._signed2 -> sodium - flame photometric - pitch (frequency = 126, performance = 0.38)
order tariff -> resistance determinations - 5 determinations (frequency = 126, performance = 1.00)
bilirubin - total -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 125, performance = 0.21)
bilirubin -conjugated -> calcium (frequency = 125, performance = 1.00)
telephone consultation -> telephone consultation (frequency = 124, performance = 4014812.73)
ct abdomen -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 123, performance = 0.48)
ca-125 mbv half -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 122, performance = 0.21)
day care - all spec.beh.kind.-rev. -> paclitaxel (frequency = 122, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._signed2 -> ct abdomen (frequency = 122, performance = 991466.99)
glucose - rush -> hemoglobin photoelectric - urgent (frequency = 122, performance = 1.00)
differential count automatically -> hemoglobin photoelectric - urgent (frequency = 121, performance = 1.00)
sodium flame photometric -> 190035 day care a007 (frequency = 121, performance = 364154.44)
days of rest - all spec.beh.kinderg.-reval._signed2 -> hematocrit using centrifuge (frequency = 120, performance = 0.34)
follow-up consultation on an outpatient basis -> 190021 clinical admission a002 (frequency = 120, performance = 1310399.79)
lactic acid dehydrogenase -ldh- kinetic -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 119, performance = 0.22)
urea -> 190021 clinical admission a002 (frequency = 119, performance = 993213.79)
days of rest - all spec.beh.kinderg.-reval._signed2 -> crossmatch complete -three methods- (frequency = 117, performance = 0.35)
administrative rate - first pol -> days of rest - all spec.beh.kinderg.-reval._signed2 (frequency = 116, performance = 0.21)
days of rest - all spec.beh.kinderg.-reval._signed1 -> potassium flame photometric - pitch (frequency = 116, performance = 0.32)
filtered erythrocyte concentrate -> days of rest - all spec.beh.kinderg.-reval._signed1 (frequency = 116, performance = 0.38)
teletherapy - megavolt photon irradiation -> treatment time - unit t3 - megavolt (frequency = 116, performance = 1.00)
190035 day care a007 -> acceptance laboratory research (frequency = 115, performance = 1.00)
order tariff -> paclitaxel (frequency = 114, performance = 1.00)
phosphate -> platelet counting - electronically (frequency = 114, performance = 1.00)
