Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true,Activity_fixed
2,Bring drinks_signed1,2024-05-06 18:52:56,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
2,Bring drinks_signed2,2024-05-06 18:52:57,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
2,EVENT 8 END,2024-05-06 18:56:24,,,0,EVENT 8 END,event 8 end,15,0,0,EVENT 8 END
2,Bring drinks_signed1,2024-05-06 18:56:25,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
2,Bring drinks_signed2,2024-05-06 18:56:26,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Take order,2024-05-06 18:45:00,Waiter-000002,,0,Take order,take order,16,0,0,Take order
3,start,2024-05-06 18:45:00,,,0,start,start,-1,0,0,start
3,Review order,2024-05-06 18:45:42,Waiter-000003,,0,Review order,review order,18,0,0,Review order
3,Bring drinks_signed1,2024-05-06 18:45:43,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 18:45:43,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Prepare main course,2024-05-06 18:46:01,Cook-000001,,0,Prepare main course,prepare main course,19,0,0,Prepare main course
3,prepare drinks,2024-05-06 18:46:01,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
3,Bring drinks,2024-05-06 18:46:25,Barman-000001,,0,Bring drinks,bring drinks,21,0,0,Bring drinks
3,Review drinks,2024-05-06 18:49:49,Waiter-000004,,0,Review drinks,review drinks,22,0,0,Review drinks
3,Bring drinks_signed1,2024-05-06 18:49:49,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 18:49:50,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,prepare drinks,2024-05-06 18:53:13,Barman-000002,,0,prepare drinks,prepare drinks,23,0,0,prepare drinks
3,Bring drinks_signed1,2024-05-06 18:53:14,Barman-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 18:53:15,Barman-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Bring drinks,2024-05-06 19:02:51,Barman-000001,,0,Bring drinks,bring drinks,24,0,0,Bring drinks
3,Review drinks,2024-05-06 19:05:53,Waiter-000001,,0,Review drinks,review drinks,25,0,0,Review drinks
3,Bring drinks_signed1,2024-05-06 19:05:54,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 19:05:54,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Signal food complete,2024-05-06 19:38:29,Cook-000001,,0,Signal food complete,signal food complete,26,0,0,Signal food complete
3,Bring drinks_signed1,2024-05-06 19:38:29,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 19:38:29,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Bring food,2024-05-06 19:56:37,Cook helper-000001,,0,Bring food,bring food,27,0,0,Bring food
3,Bring drinks_signed1,2024-05-06 19:56:38,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 19:56:38,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,Deliver to customer,2024-05-06 19:59:50,Waiter-000004,,0,Deliver to customer,deliver to customer,28,0,0,Deliver to customer
3,Bring drinks_signed1,2024-05-06 19:59:51,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 19:59:51,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
3,EVENT 8 END,2024-05-06 20:00:52,,,0,EVENT 8 END,event 8 end,29,0,0,EVENT 8 END
3,Bring drinks_signed1,2024-05-06 20:00:52,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
3,Bring drinks_signed2,2024-05-06 20:00:52,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
4,Take order,2024-05-06 19:00:00,Waiter-000002,,0,Take order,take order,30,0,0,Take order
4,start,2024-05-06 19:00:00,,,0,start,start,-1,0,0,start
4,Review order,2024-05-06 19:01:14,Waiter-000003,,0,Review order,review order,32,0,0,Review order
4,Bring drinks_signed1,2024-05-06 19:01:15,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks_signed2,2024-05-06 19:01:16,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
4,Prepare starter,2024-05-06 19:01:40,Cook helper-000003,,0,Prepare starter,prepare starter,33,0,0,Prepare starter
4,prepare drinks,2024-05-06 19:01:40,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
4,Signal food complete,2024-05-06 19:01:41,Cook-000002,,0,Signal food complete,signal food complete,34,0,0,Signal food complete
4,Bring drinks_signed1,2024-05-06 19:01:41,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks,2024-05-06 19:11:57,Barman-000002,,0,Bring drinks,bring drinks,36,0,0,Bring drinks
4,Review drinks,2024-05-06 19:16:42,Waiter-000002,,0,Review drinks,review drinks,37,0,0,Review drinks
4,Bring drinks_signed1,2024-05-06 19:16:42,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks_signed2,2024-05-06 19:16:43,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
4,Bring food,2024-05-06 19:29:56,Cook helper-000002,,0,Bring food,bring food,38,0,0,Bring food
4,Bring drinks_signed1,2024-05-06 19:29:57,Cook helper-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks_signed2,2024-05-06 19:29:57,Cook helper-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
4,Deliver to customer,2024-05-06 19:32:28,Waiter-000004,,0,Deliver to customer,deliver to customer,39,0,0,Deliver to customer
4,Bring drinks_signed1,2024-05-06 19:32:28,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks_signed2,2024-05-06 19:32:29,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
4,EVENT 8 END,2024-05-06 19:37:12,,,0,EVENT 8 END,event 8 end,40,0,0,EVENT 8 END
4,Bring drinks_signed1,2024-05-06 19:37:12,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
4,Bring drinks_signed2,2024-05-06 19:37:13,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
5,Take order,2024-05-06 19:15:00,Waiter-000004,,0,Take order,take order,41,0,0,Take order
5,start,2024-05-06 19:15:00,,,0,start,start,-1,0,0,start
5,Review order,2024-05-06 19:16:14,Waiter-000005,,0,Review order,review order,-1,0,0,Review order
5,Prepare main course,2024-05-06 19:16:25,Cook-000003,,0,Prepare main course,prepare main course,42,0,0,Prepare main course
5,prepare drinks,2024-05-06 19:16:25,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
5,Bring drinks,2024-05-06 19:39:00,Barman-000003,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
5,Review drinks,2024-05-06 19:41:06,Waiter-000002,,0,Review drinks,review drinks,-1,0,0,Review drinks
5,Signal food complete,2024-05-06 19:57:21,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
5,Bring food,2024-05-06 20:07:38,Cook helper-000002,,0,Bring food,bring food,-1,0,0,Bring food
5,Deliver to customer,2024-05-06 20:09:58,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
5,EVENT 8 END,2024-05-06 20:10:29,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
6,Take order,2024-05-06 19:30:00,Waiter-000003,,0,Take order,take order,43,0,0,Take order
6,start,2024-05-06 19:30:00,,,0,start,start,-1,0,0,start
6,Review order,2024-05-06 19:30:01,Waiter-000001,,0,Review order,review order,-1,0,0,Review order
6,Prepare main course,2024-05-06 19:31:15,Cook-000002,,0,Prepare main course,prepare main course,44,0,0,Prepare main course
6,prepare drinks,2024-05-06 19:31:15,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
6,Bring drinks,2024-05-06 19:31:50,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
6,Review drinks,2024-05-06 19:34:50,Waiter-000005,,0,Review drinks,review drinks,-1,0,0,Review drinks
6,Signal food complete,2024-05-06 19:37:16,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
6,Bring food,2024-05-06 20:34:05,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
6,Deliver to customer,2024-05-06 20:34:19,Waiter-000002,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
6,EVENT 8 END,2024-05-06 20:34:54,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
7,Take order,2024-05-06 19:45:00,Waiter-000003,,0,Take order,take order,45,0,0,Take order
7,start,2024-05-06 19:45:00,,,0,start,start,-1,0,0,start
7,Review order,2024-05-06 19:51:43,Waiter-000001,,0,Review order,review order,-1,0,0,Review order
7,prepare drinks,2024-05-06 19:52:56,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
7,Bring drinks,2024-05-06 19:54:05,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
7,Review drinks,2024-05-06 19:54:29,Waiter-000005,,0,Review drinks,review drinks,-1,0,0,Review drinks
7,Prepare main course,2024-05-06 19:56:37,Cook-000001,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
7,Signal food complete,2024-05-06 21:28:27,Cook-000001,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
7,Bring food,2024-05-06 21:54:49,Cook helper-000003,,0,Bring food,bring food,-1,0,0,Bring food
7,Deliver to customer,2024-05-06 21:56:07,Waiter-000001,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
7,EVENT 8 END,2024-05-06 21:56:23,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
8,Take order,2024-05-06 20:00:00,Waiter-000002,,0,Take order,take order,46,0,0,Take order
8,start,2024-05-06 20:00:00,,,0,start,start,-1,0,0,start
8,Review order,2024-05-06 20:00:01,Waiter-000003,,0,Review order,review order,-1,0,0,Review order
8,Prepare starter,2024-05-06 20:00:04,Cook helper-000003,,0,Prepare starter,prepare starter,47,0,0,Prepare starter
8,prepare drinks,2024-05-06 20:00:04,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
8,Bring drinks,2024-05-06 20:00:54,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
8,Review drinks,2024-05-06 20:04:36,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
8,Prepare main course,2024-05-06 20:07:38,Cook-000003,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
8,Signal food complete,2024-05-06 20:16:46,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
8,Bring food,2024-05-06 20:55:46,Cook helper-000003,,0,Bring food,bring food,-1,0,0,Bring food
8,Deliver to customer,2024-05-06 21:00:10,Waiter-000002,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
8,EVENT 8 END,2024-05-06 21:01:36,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
9,Take order,2024-05-06 20:15:00,Waiter-000002,,0,Take order,take order,48,0,0,Take order
9,start,2024-05-06 20:15:00,,,0,start,start,-1,0,0,start
9,Review order,2024-05-06 20:17:11,Waiter-000003,,0,Review order,review order,-1,0,0,Review order
9,prepare drinks,2024-05-06 20:18:02,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
9,Bring drinks,2024-05-06 20:23:37,Barman-000003,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
9,Review drinks,2024-05-06 20:31:01,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
9,Prepare main course,2024-05-06 20:34:05,Cook-000002,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
9,Signal food complete,2024-05-06 21:00:06,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
9,Bring food,2024-05-06 21:07:06,Cook helper-000002,,0,Bring food,bring food,-1,0,0,Bring food
9,Deliver to customer,2024-05-06 21:20:25,Waiter-000001,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
9,EVENT 8 END,2024-05-06 21:22:47,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
10,Take order,2024-05-06 20:30:00,Waiter-000004,,0,Take order,take order,49,0,0,Take order
10,start,2024-05-06 20:30:00,,,0,start,start,-1,0,0,start
10,Review order,2024-05-06 20:31:21,Waiter-000005,,0,Review order,review order,-1,0,0,Review order
10,prepare drinks,2024-05-06 20:32:09,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
10,Bring drinks,2024-05-06 20:33:38,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
10,Review drinks,2024-05-06 20:38:13,Waiter-000003,,0,Review drinks,review drinks,-1,0,0,Review drinks
10,prepare drinks,2024-05-06 20:40:22,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
10,Bring drinks,2024-05-06 20:53:19,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
10,Prepare main course,2024-05-06 20:54:46,Cook-000002,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
10,Review drinks,2024-05-06 21:02:35,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
10,Signal food complete,2024-05-06 21:04:57,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
10,Bring food,2024-05-06 21:08:26,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
10,Deliver to customer,2024-05-06 21:15:44,Waiter-000002,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
10,EVENT 8 END,2024-05-06 21:17:36,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
11,Take order,2024-05-06 20:45:00,Waiter-000004,,0,Take order,take order,50,0,0,Take order
11,start,2024-05-06 20:45:00,,,0,start,start,-1,0,0,start
11,Review order,2024-05-06 20:48:48,Waiter-000001,,0,Review order,review order,-1,0,0,Review order
11,prepare drinks,2024-05-06 20:48:56,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
11,Prepare main course,2024-05-06 20:55:46,Cook-000003,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
11,Bring drinks,2024-05-06 21:06:31,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
11,Review drinks,2024-05-06 21:07:36,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
11,Signal food complete,2024-05-06 21:08:26,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
11,Bring food,2024-05-06 21:50:38,Cook helper-000002,,0,Bring food,bring food,-1,0,0,Bring food
11,Deliver to customer,2024-05-06 21:52:27,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
11,EVENT 8 END,2024-05-06 21:52:55,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
12,Take order,2024-05-06 21:00:00,Waiter-000005,,0,Take order,take order,51,0,0,Take order
12,start,2024-05-06 21:00:00,,,0,start,start,-1,0,0,start
12,Review order,2024-05-06 21:00:54,Waiter-000003,,0,Review order,review order,53,0,0,Review order
12,Bring drinks_signed1,2024-05-06 21:00:55,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:00:55,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,prepare drinks,2024-05-06 21:01:31,Barman-000003,,0,prepare drinks,prepare drinks,54,0,0,prepare drinks
12,Bring drinks_signed1,2024-05-06 21:01:31,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:01:32,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Prepare main course,2024-05-06 21:07:06,Cook-000002,,0,Prepare main course,prepare main course,55,0,0,Prepare main course
12,Bring drinks_signed1,2024-05-06 21:07:07,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:07:07,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Bring drinks,2024-05-06 21:14:58,Barman-000002,,0,Bring drinks,bring drinks,56,0,0,Bring drinks
12,Review drinks,2024-05-06 21:17:57,Waiter-000004,,0,Review drinks,review drinks,57,0,0,Review drinks
12,Bring drinks_signed1,2024-05-06 21:17:57,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:17:58,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,prepare drinks,2024-05-06 21:18:33,Barman-000003,,0,prepare drinks,prepare drinks,58,0,0,prepare drinks
12,Bring drinks_signed1,2024-05-06 21:18:34,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:18:35,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Signal food complete,2024-05-06 21:19:39,Cook-000002,,0,Signal food complete,signal food complete,59,0,0,Signal food complete
12,Bring drinks_signed1,2024-05-06 21:19:39,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:19:40,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Bring drinks,2024-05-06 21:23:01,Barman-000001,,0,Bring drinks,bring drinks,60,0,0,Bring drinks
12,Bring food,2024-05-06 21:23:02,Cook helper-000003,,0,Bring food,bring food,-1,0,0,Bring food
12,Bring drinks_signed2,2024-05-06 21:23:03,Cook helper-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Review drinks,2024-05-06 21:38:19,Waiter-000004,,0,Review drinks,review drinks,61,0,0,Review drinks
12,Bring drinks_signed1,2024-05-06 21:38:19,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:38:20,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,Deliver to customer,2024-05-06 21:39:34,Waiter-000005,,0,Deliver to customer,deliver to customer,62,0,0,Deliver to customer
12,Bring drinks_signed1,2024-05-06 21:39:35,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:39:35,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
12,EVENT 8 END,2024-05-06 21:40:05,,,0,EVENT 8 END,event 8 end,63,0,0,EVENT 8 END
12,Bring drinks_signed1,2024-05-06 21:40:05,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
12,Bring drinks_signed2,2024-05-06 21:40:06,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
13,Take order,2024-05-06 21:15:00,Waiter-000005,,0,Take order,take order,64,0,0,Take order
13,start,2024-05-06 21:15:00,,,0,start,start,-1,0,0,start
13,Review order,2024-05-06 21:15:07,Waiter-000003,,0,Review order,review order,66,0,0,Review order
13,Bring drinks_signed1,2024-05-06 21:15:08,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
13,Bring drinks_signed2,2024-05-06 21:15:09,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
13,prepare drinks,2024-05-06 21:17:42,Barman-000001,,0,prepare drinks,prepare drinks,67,0,0,prepare drinks
13,Bring drinks_signed1,2024-05-06 21:17:43,Barman-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
13,Bring drinks_signed2,2024-05-06 21:17:43,Barman-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
13,Prepare main course,2024-05-06 21:18:58,Cook-000002,,0,Prepare main course,prepare main course,68,0,0,Prepare main course
13,Bring drinks_signed1,2024-05-06 21:18:58,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
13,Bring drinks_signed2,2024-05-06 21:18:59,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
13,Bring drinks,2024-05-06 21:21:46,Barman-000002,,0,Bring drinks,bring drinks,69,0,0,Bring drinks
13,Signal food complete,2024-05-06 21:23:02,Cook-000002,,0,Signal food complete,signal food complete,70,0,0,Signal food complete
