Case,Activity,Timestamp,Resource,label
9,Check for completeness,2023-09-29 14:19:10,Clerk-000002,
9,Request info,2023-09-29 14:27:41,Manager-000001,
9,info received,2023-09-29 14:33:09,,
9,Check for completeness,2023-09-29 14:33:19,Clerk-000004,
9,Request info,2023-09-29 15:08:59,Manager-000003,
9,info received,2023-09-29 15:23:23,,
9,Check for completeness,2023-09-29 15:23:33,Clerk-000006,
9,Perform checks,2023-09-29 15:33:37,Clerk-000003,
9,Make decision,2023-09-29 15:34:38,Manager-000006,
9,notify reject,2023-09-29 15:54:24,Manager-000002,
9,time out,2023-09-29 16:12:43,,
9,EVENT 13 END,2023-09-29 16:12:53,,
10,Check for completeness;New online application received,2023-09-29 14:47:37,Clerk-000005,
10,Request info,2023-09-29 14:48:51,Manager-000002,
10,info received,2023-09-29 14:54:01,,
10,Check for completeness,2023-09-29 14:54:11,Clerk-000001,
10,Perform checks,2023-09-29 15:12:40,Clerk-000002,
10,Make decision,2023-09-29 15:21:56,Manager-000001,
10,Notify accept,2023-09-29 15:22:31,Manager-000004,
10,Deliver card,2023-09-29 15:23:49,Manager-000005,
10,EVENT 13 END,2023-09-29 15:36:59,,
11,Check for completeness;New online application received,2023-09-29 16:06:37,Clerk-000005,
11,Perform checks,2023-09-29 16:11:54,Clerk-000001,
11,Make decision,2023-09-29 16:25:06,Manager-000001,
11,notify reject,2023-09-29 16:26:23,Manager-000003,
11,time out,2023-09-29 16:29:27,,
11,EVENT 13 END,2023-09-29 16:29:37,,
12,Check for completeness;New online application received,2023-09-29 16:07:28,Clerk-000004,
12,Request info,2023-09-29 16:28:15,Manager-000005,
12,info received,2023-09-29 16:33:32,,
12,Check for completeness,2023-09-29 16:33:42,Clerk-000003,
12,Request info,2023-09-29 16:36:40,Manager-000002,
12,info received,2023-09-29 16:45:28,,
12,Check for completeness,2023-09-29 16:45:38,Clerk-000005,
12,Perform checks,2023-09-29 17:02:39,Clerk-000002,
12,Make decision,2023-09-29 17:13:16,Manager-000003,
12,Notify accept,2023-09-29 17:13:45,Manager-000005,
12,Deliver card,2023-09-29 17:46:09,Manager-000004,
12,EVENT 13 END,2023-09-29 17:47:16,,
13,Check for completeness;New online application received,2023-09-29 16:14:30,Clerk-000002,
13,Perform checks,2023-09-29 16:27:34,Clerk-000006,
13,Make decision,2023-09-29 16:28:03,Manager-000004,
13,notify reject,2023-09-29 16:34:55,Manager-000006,
13,review request received,2023-09-29 16:46:57,,
13,Check for completeness,2023-09-29 16:47:07,Clerk-000001,
13,Perform checks,2023-09-29 16:54:38,Clerk-000004,
13,Make decision,2023-09-29 17:22:15,Manager-000002,
13,notify reject,2023-09-29 17:51:15,Manager-000006,
13,review request received,2023-09-29 18:02:09,,
13,Check for completeness,2023-09-29 18:02:19,Clerk-000003,
13,Request info,2023-09-29 18:09:51,Manager-000004,
13,info received,2023-09-29 18:14:41,,
13,Check for completeness,2023-09-29 18:14:51,Clerk-000006,
13,Request info,2023-09-29 18:26:33,Manager-000003,
13,info received,2023-09-29 18:37:59,,
13,Check for completeness,2023-09-29 18:38:09,Clerk-000004,
13,Perform checks,2023-09-29 19:01:11,Clerk-000006,
13,Make decision,2023-09-29 19:08:51,Manager-000001,
13,notify reject,2023-09-29 19:22:36,Manager-000004,
13,review request received,2023-09-29 19:35:39,,
13,Check for completeness,2023-09-29 19:35:49,Clerk-000003,
13,Request info,2023-09-29 19:39:16,Manager-000002,
13,info received,2023-09-29 20:04:20,,
13,Check for completeness,2023-09-29 20:04:30,Clerk-000002,
13,Request info,2023-09-29 20:19:37,Manager-000003,
13,info received,2023-09-29 20:28:28,,
13,Check for completeness,2023-09-29 20:28:38,Clerk-000006,
13,Perform checks,2023-09-29 20:38:40,Clerk-000004,
13,Make decision,2023-09-29 20:43:33,Manager-000002,
13,notify reject,2023-09-29 20:53:08,Manager-000005,
13,review request received,2023-09-29 21:03:06,,
13,Check for completeness,2023-09-29 21:03:16,Clerk-000006,
13,Perform checks,2023-09-29 21:20:39,Clerk-000003,
13,Make decision,2023-09-29 21:22:46,Manager-000003,
13,notify reject,2023-09-29 21:23:32,Manager-000004,
13,time out,2023-09-29 21:33:15,,
13,EVENT 13 END,2023-09-29 21:33:25,,
14,Check for completeness;New online application received,2023-09-29 16:51:09,Clerk-000002,
14,Perform checks,2023-09-29 16:54:07,Clerk-000006,
14,Make decision,2023-09-29 17:08:43,Manager-000001,
14,notify reject,2023-09-29 17:40:01,Manager-000003,
14,time out,2023-09-29 18:03:59,,
14,EVENT 13 END,2023-09-29 18:04:09,,
15,Check for completeness;New online application received,2023-09-29 16:58:01,Clerk-000003,
15,Perform checks,2023-09-29 17:14:52,Clerk-000001,
15,Make decision,2023-09-29 17:22:07,Manager-000004,
15,notify reject,2023-09-29 17:32:32,Manager-000006,
15,time out,2023-09-29 17:39:23,,
15,EVENT 13 END,2023-09-29 17:39:33,,
16,Check for completeness;New online application received,2023-09-29 17:45:26,Clerk-000005,
16,Request info,2023-09-29 17:53:49,Manager-000001,
16,info received,2023-09-29 17:58:04,,
16,Check for completeness,2023-09-29 17:58:14,Clerk-000002,
16,Request info,2023-09-29 18:17:55,Manager-000002,
16,info received,2023-09-29 18:38:16,,
16,Check for completeness,2023-09-29 18:38:26,Clerk-000002,
16,Perform checks,2023-09-29 18:40:28,Clerk-000005,
16,Make decision;Notify accept,2023-09-29 18:41:20,Manager-000003,form-based events(2023-09-29 18:41:20.445)
16,Deliver card,2023-09-29 19:25:53,Manager-000005,
16,EVENT 13 END,2023-09-29 19:31:06,,
17,Check for completeness;New online application received,2023-09-29 17:57:31,Clerk-000006,
17,Perform checks,2023-09-29 18:05:01,Clerk-000001,
17,Make decision,2023-09-29 18:09:25,Manager-000005,
17,notify reject,2023-09-29 18:27:15,Manager-000004,
17,time out,2023-09-29 18:50:25,,
17,EVENT 13 END,2023-09-29 18:50:35,,
18,Check for completeness;New online application received,2023-09-29 18:06:16,Clerk-000004,
18,Perform checks,2023-09-29 18:13:12,Clerk-000005,
18,Make decision,2023-09-29 18:20:12,Manager-000001,
18,Notify accept,2023-09-29 18:38:19,Manager-000005,
18,Deliver card,2023-09-29 18:39:58,Manager-000006,
18,EVENT 13 END,2023-09-29 18:51:28,,
19,Check for completeness;New online application received,2023-09-29 18:18:58,Clerk-000001,
19,Request info,2023-09-29 18:22:09,Manager-000006,
19,info received,2023-09-29 18:32:28,,
19,Check for completeness,2023-09-29 18:32:38,Clerk-000003,
19,Perform checks,2023-09-29 18:48:41,Clerk-000001,
19,Make decision,2023-09-29 19:12:46,Manager-000005,
19,notify reject,2023-09-29 19:12:59,Manager-000003,
19,review request received,2023-09-29 19:40:21,,
19,Check for completeness,2023-09-29 19:40:31,Clerk-000004,
19,Request info,2023-09-29 19:49:07,Manager-000005,
19,info received,2023-09-29 20:26:19,,
19,Check for completeness,2023-09-29 20:26:29,Clerk-000003,
19,Perform checks,2023-09-29 20:49:15,Clerk-000005,
19,Make decision;Notify accept,2023-09-29 20:56:51,Manager-000003,form-based events(2023-09-29 20:56:51.655)
19,Deliver card,2023-09-29 20:59:45,Manager-000001,
19,EVENT 13 END,2023-09-29 21:07:11,,
20,Check for completeness;New online application received,2023-09-29 19:19:25,Clerk-000002,
20,Request info,2023-09-29 19:23:40,Manager-000006,
20,info received,2023-09-29 19:27:24,,
20,Check for completeness,2023-09-29 19:27:34,Clerk-000005,
20,Request info,2023-09-29 19:39:11,Manager-000001,
20,info received,2023-09-29 19:45:50,,
20,Check for completeness,2023-09-29 19:46:00,Clerk-000006,
20,Request info,2023-09-29 19:46:31,Manager-000006,
20,info received,2023-09-29 19:48:39,,
20,Check for completeness,2023-09-29 19:48:49,Clerk-000001,
20,Perform checks,2023-09-29 20:11:57,Clerk-000005,
20,Make decision;Notify accept,2023-09-29 20:13:50,Manager-000004,form-based events(2023-09-29 20:13:50.754)
20,Deliver card,2023-09-29 20:41:45,Manager-000006,
20,EVENT 13 END,2023-09-29 20:41:54,,
21,Check for completeness;New online application received,2023-09-29 20:41:51,Clerk-000001,
21,Perform checks,2023-09-29 21:00:54,Clerk-000002,
21,Make decision,2023-09-29 21:06:42,Manager-000006,
21,notify reject,2023-09-29 21:07:22,Manager-000002,
21,review request received,2023-09-29 21:42:51,,
21,Check for completeness,2023-09-29 21:43:01,Clerk-000005,
21,Request info,2023-09-29 21:51:47,Manager-000005,
21,info received,2023-09-29 21:52:47,,
21,Check for completeness,2023-09-29 21:52:57,Clerk-000001,
21,Request info,2023-09-29 21:56:52,Manager-000001,
21,info received,2023-09-29 22:13:45,,
21,Check for completeness,2023-09-29 22:13:55,Clerk-000006,
21,Perform checks,2023-09-29 22:15:28,Clerk-000003,
21,Make decision,2023-09-29 22:17:11,Manager-000004,
21,notify reject,2023-09-29 22:18:43,Manager-000002,
21,time out,2023-09-29 22:23:17,,
21,EVENT 13 END,2023-09-29 22:23:27,,
22,Check for completeness;New online application received,2023-09-29 21:09:37,Clerk-000004,
22,Request info,2023-09-29 21:59:31,Manager-000006,
22,info received,2023-09-29 22:05:00,,
22,Check for completeness,2023-09-29 22:05:10,Clerk-000002,
22,Request info,2023-09-29 22:06:20,Manager-000003,
22,info received,2023-09-29 22:56:49,,
22,Check for completeness,2023-09-29 22:56:59,Clerk-000005,
22,Request info,2023-09-29 23:00:23,Manager-000005,
22,info received,2023-09-29 23:19:05,,
22,Check for completeness,2023-09-29 23:19:15,Clerk-000001,
22,Request info,2023-09-29 23:28:11,Manager-000006,
22,info received,2023-09-29 23:43:55,,
22,Check for completeness,2023-09-29 23:44:05,Clerk-000004,
22,Perform checks,2023-09-29 23:44:39,Clerk-000002,
22,Make decision,2023-09-29 23:46:31,Manager-000001,
22,notify reject,2023-09-29 23:54:59,Manager-000004,
22,time out,2023-09-30 00:05:34,,
22,EVENT 13 END,2023-09-30 00:05:44,,
23,Check for completeness;New online application received,2023-09-30 00:48:40,Clerk-000006,
23,Perform checks,2023-09-30 00:52:31,Clerk-000003,
23,Make decision,2023-09-30 00:56:22,Manager-000002,
23,notify reject,2023-09-30 01:03:41,Manager-000003,
23,review request received,2023-09-30 01:17:46,,
23,Check for completeness,2023-09-30 01:17:56,Clerk-000005,
23,Perform checks,2023-09-30 01:21:12,Clerk-000001,
23,Make decision,2023-09-30 01:21:30,Manager-000005,
23,Notify accept,2023-09-30 01:31:32,Manager-000006,
23,Deliver card,2023-09-30 01:34:27,Manager-000001,
23,EVENT 13 END,2023-09-30 01:38:10,,
24,Check for completeness;New online application received,2023-10-02 02:06:13,Clerk-000004,
24,Perform checks,2023-10-02 02:09:30,Clerk-000002,
24,Make decision,2023-10-02 02:18:57,Manager-000004,
24,Notify accept,2023-10-02 02:19:56,Manager-000002,
24,Deliver card,2023-10-02 02:21:26,Manager-000003,
24,EVENT 13 END,2023-10-02 02:34:57,,
25,Check for completeness;New online application received,2023-10-02 02:15:15,Clerk-000006,
25,Perform checks,2023-10-02 02:26:30,Clerk-000005,
25,Make decision,2023-10-02 02:46:42,Manager-000006,
25,Notify accept,2023-10-02 02:47:25,Manager-000001,
25,Deliver card,2023-10-02 02:51:11,Manager-000002,
25,EVENT 13 END,2023-10-02 03:05:45,,
26,Check for completeness;New online application received,2023-10-02 02:24:49,Clerk-000003,
26,Request info,2023-10-02 02:35:50,Manager-000005,
26,info received,2023-10-02 02:59:33,,
26,Check for completeness,2023-10-02 02:59:43,Clerk-000004,
26,Request info,2023-10-02 03:04:34,Manager-000003,
26,info received,2023-10-02 03:04:42,,
26,Check for completeness,2023-10-02 03:04:52,Clerk-000006,
26,Request info,2023-10-02 03:13:27,Manager-000006,
26,info received,2023-10-02 03:21:03,,
26,Check for completeness,2023-10-02 03:21:13,Clerk-000003,
26,Perform checks,2023-10-02 03:31:33,Clerk-000004,
26,Make decision,2023-10-02 03:50:25,Manager-000005,
26,notify reject,2023-10-02 03:57:26,Manager-000004,
26,review request received,2023-10-02 04:17:17,,
26,Check for completeness,2023-10-02 04:17:27,Clerk-000004,
26,Request info,2023-10-02 04:18:16,Manager-000006,
26,info received,2023-10-02 04:33:00,,
26,Check for completeness,2023-10-02 04:33:10,Clerk-000006,
26,Request info,2023-10-02 04:44:00,Manager-000005,
26,info received,2023-10-02 04:49:04,,
26,Check for completeness,2023-10-02 04:49:14,Clerk-000002,
26,Perform checks,2023-10-02 04:59:28,Clerk-000001,
26,Make decision,2023-10-02 05:00:23,Manager-000004,
26,notify reject,2023-10-02 05:07:29,Manager-000003,
26,time out,2023-10-02 05:10:28,,
26,EVENT 13 END,2023-10-02 05:10:38,,
27,Check for completeness;New online application received,2023-10-02 02:35:38,Clerk-000001,
27,Request info,2023-10-02 02:47:52,Manager-000004,
27,info received,2023-10-02 03:03:20,,
27,Check for completeness,2023-10-02 03:03:30,Clerk-000002,
27,Request info,2023-10-02 03:15:57,Manager-000001,
27,info received,2023-10-02 03:21:38,,
27,Check for completeness,2023-10-02 03:21:48,Clerk-000005,
27,Perform checks,2023-10-02 03:25:16,Clerk-000001,
27,Make decision;Notify accept,2023-10-02 04:05:20,Manager-000006,form-based events(2023-10-02 04:05:20.438)
27,Deliver card,2023-10-02 04:10:02,Manager-000005,
27,EVENT 13 END,2023-10-02 04:13:19,,
28,Check for completeness;New online application received,2023-10-02 03:49:49,Clerk-000006,
28,Perform checks,2023-10-02 03:55:14,Clerk-000002,
28,Make decision,2023-10-02 04:02:53,Manager-000003,
28,notify reject,2023-10-02 04:04:38,Manager-000002,
28,review request received,2023-10-02 04:12:29,,
28,Check for completeness,2023-10-02 04:12:39,Clerk-000005,
28,Perform checks,2023-10-02 04:13:22,Clerk-000003,
28,Make decision;Notify accept,2023-10-02 04:16:26,Manager-000003,form-based events(2023-10-02 04:16:26.207)
28,Deliver card,2023-10-02 04:31:16,Manager-000002,
28,EVENT 13 END,2023-10-02 04:54:08,,
29,Check for completeness;New online application received,2023-10-02 05:24:14,Clerk-000005,
29,Perform checks,2023-10-02 05:34:29,Clerk-000003,
29,Make decision,2023-10-02 05:41:14,Manager-000001,
29,Notify accept,2023-10-02 05:51:12,Manager-000006,
29,Deliver card,2023-10-02 06:10:59,Manager-000004,
29,EVENT 13 END,2023-10-02 06:15:00,,
30,Check for completeness;New online application received,2023-10-02 05:42:19,Clerk-000004,
30,Request info,2023-10-02 05:52:35,Manager-000005,
30,info received,2023-10-02 05:57:42,,
30,Check for completeness,2023-10-02 05:57:52,Clerk-000001,
30,Perform checks,2023-10-02 05:58:43,Clerk-000005,
30,Make decision,2023-10-02 06:07:16,Manager-000002,
30,notify reject,2023-10-02 06:33:37,Manager-000005,
30,review request received,2023-10-02 06:38:09,,
30,Check for completeness,2023-10-02 06:38:19,Clerk-000003,
30,Request info,2023-10-02 06:39:34,Manager-000006,
30,info received,2023-10-02 06:42:00,,
30,Check for completeness,2023-10-02 06:42:10,Clerk-000004,
30,Perform checks,2023-10-02 06:48:51,Clerk-000006,
30,Make decision,2023-10-02 06:53:19,Manager-000003,
30,notify reject,2023-10-02 06:59:31,Manager-000004,
30,review request received,2023-10-02 07:05:03,,
30,Check for completeness,2023-10-02 07:05:13,Clerk-000002,
30,Perform checks,2023-10-02 07:08:21,Clerk-000003,
30,Make decision,2023-10-02 07:26:14,Manager-000006,
30,Notify accept,2023-10-02 07:28:17,Manager-000001,
30,Deliver card,2023-10-02 07:29:48,Manager-000003,
30,EVENT 13 END,2023-10-02 07:48:23,,
31,Check for completeness;New online application received,2023-10-02 05:48:39,Clerk-000006,
31,Perform checks,2023-10-02 05:56:02,Clerk-000002,
31,Make decision,2023-10-02 06:11:53,Manager-000003,
31,notify reject,2023-10-02 06:14:01,Manager-000001,
31,time out,2023-10-02 06:42:24,,
31,EVENT 13 END,2023-10-02 06:42:34,,
32,Check for completeness;New online application received,2023-10-02 06:52:06,Clerk-000001,
32,Perform checks,2023-10-02 07:03:28,Clerk-000005,
32,Make decision,2023-10-02 07:04:09,Manager-000002,
32,Notify accept,2023-10-02 07:18:17,Manager-000005,
32,Deliver card,2023-10-02 07:57:29,Manager-000004,
32,EVENT 13 END,2023-10-02 08:10:54,,
33,Check for completeness;New online application received,2023-10-02 07:48:55,Clerk-000004,
33,Perform checks,2023-10-02 08:01:31,Clerk-000006,
33,Make decision,2023-10-02 08:06:22,Manager-000002,
33,Notify accept,2023-10-02 08:17:10,Manager-000006,
33,Deliver card,2023-10-02 08:19:25,Manager-000001,
33,EVENT 13 END,2023-10-02 08:19:37,,
34,Check for completeness;New online application received,2023-10-02 11:18:14,Clerk-000001,
34,Perform checks,2023-10-02 11:18:27,Clerk-000005,
34,Make decision,2023-10-02 11:41:33,Manager-000003,
34,Notify accept,2023-10-02 11:51:27,Manager-000005,
34,Deliver card,2023-10-02 11:52:37,Manager-000004,
34,EVENT 13 END,2023-10-02 11:57:25,,
35,Check for completeness;New online application received,2023-10-02 12:27:24,Clerk-000002,
35,Perform checks,2023-10-02 12:31:02,Clerk-000003,
35,Make decision,2023-10-02 12:43:29,Manager-000002,
35,notify reject,2023-10-02 12:48:13,Manager-000006,
35,time out,2023-10-02 12:50:31,,
35,EVENT 13 END,2023-10-02 12:50:41,,
36,Check for completeness;New online application received,2023-10-02 12:58:27,Clerk-000004,
36,Request info,2023-10-02 13:07:43,Manager-000001,
36,info received,2023-10-02 13:14:11,,
36,Check for completeness,2023-10-02 13:14:21,Clerk-000006,
36,Perform checks,2023-10-02 13:19:25,Clerk-000001,
36,Make decision,2023-10-02 13:23:39,Manager-000003,
36,notify reject,2023-10-02 13:32:34,Manager-000005,
36,review request received,2023-10-02 13:38:06,,
36,Check for completeness,2023-10-02 13:38:16,Clerk-000002,
36,Request info,2023-10-02 13:38:32,Manager-000004,
36,info received,2023-10-02 13:46:49,,
36,Check for completeness,2023-10-02 13:46:59,Clerk-000006,
36,Request info,2023-10-02 14:17:55,Manager-000005,
36,info received,2023-10-02 14:20:11,,
36,Check for completeness,2023-10-02 14:20:21,Clerk-000001,
36,Perform checks,2023-10-02 14:24:45,Clerk-000002,
36,Make decision;Notify accept,2023-10-02 14:37:24,Manager-000002,form-based events(2023-10-02 14:37:24.013)
36,Deliver card,2023-10-02 15:22:47,Manager-000003,
36,EVENT 13 END,2023-10-02 15:31:43,,
37,Check for completeness;New online application received,2023-10-02 13:35:00,Clerk-000005,
37,Request info,2023-10-02 13:39:43,Manager-000002,
37,info received,2023-10-02 13:39:56,,
37,Check for completeness,2023-10-02 13:40:06,Clerk-000003,
37,Perform checks,2023-10-02 13:43:29,Clerk-000004,
37,Make decision,2023-10-02 13:50:11,Manager-000006,
37,Notify accept,2023-10-02 14:13:21,Manager-000001,
37,Deliver card,2023-10-02 14:17:07,Manager-000003,
37,EVENT 13 END,2023-10-02 14:25:53,,
38,Check for completeness;New online application received,2023-10-02 14:52:34,Clerk-000005,
38,Perform checks,2023-10-02 14:56:25,Clerk-000003,
38,Make decision,2023-10-02 15:07:39,Manager-000006,
38,Notify accept,2023-10-02 15:11:47,Manager-000001,
38,Deliver card,2023-10-02 15:22:28,Manager-000005,
38,EVENT 13 END,2023-10-02 15:28:07,,
39,Check for completeness;New online application received,2023-10-02 15:25:38,Clerk-000004,
39,Request info,2023-10-02 15:29:04,Manager-000002,
39,info received,2023-10-02 15:42:11,,
39,Check for completeness,2023-10-02 15:42:21,Clerk-000006,
39,Perform checks,2023-10-02 15:48:55,Clerk-000001,
39,Make decision,2023-10-02 15:55:27,Manager-000006,
39,Notify accept,2023-10-02 16:18:53,Manager-000001,
39,Deliver card,2023-10-02 16:30:31,Manager-000004,
39,EVENT 13 END,2023-10-02 16:43:24,,
40,Check for completeness;New online application received,2023-10-02 16:19:34,Clerk-000002,
40,Perform checks,2023-10-02 17:03:21,Clerk-000005,
40,Make decision,2023-10-02 17:05:09,Manager-000005,
40,notify reject,2023-10-02 17:21:50,Manager-000003,
40,time out,2023-10-02 17:23:13,,
40,EVENT 13 END,2023-10-02 17:23:23,,
41,Check for completeness;New online application received,2023-10-02 17:33:27,Clerk-000003,
41,Request info,2023-10-02 17:47:34,Manager-000002,
41,info received,2023-10-02 17:47:49,,
41,Check for completeness,2023-10-02 17:47:59,Clerk-000004,
41,Request info,2023-10-02 17:49:49,Manager-000006,
41,info received,2023-10-02 18:11:34,,
41,Check for completeness,2023-10-02 18:11:44,Clerk-000006,
41,Perform checks,2023-10-02 18:13:41,Clerk-000001,
41,Make decision;Notify accept,2023-10-02 18:15:28,Manager-000001,form-based events(2023-10-02 18:15:28.237)
41,Deliver card,2023-10-02 18:54:08,Manager-000005,
41,EVENT 13 END,2023-10-02 18:58:27,,
42,Check for completeness;New online application received,2023-10-02 18:47:53,Clerk-000002,
42,Perform checks,2023-10-02 19:00:41,Clerk-000005,
42,Make decision,2023-10-02 19:56:45,Manager-000006,
42,Notify accept,2023-10-02 19:57:11,Manager-000001,
42,Deliver card,2023-10-02 20:03:30,Manager-000004,
42,EVENT 13 END,2023-10-02 20:06:12,,
43,Check for completeness;New online application received,2023-10-02 19:09:50,Clerk-000003,
43,Perform checks,2023-10-02 19:31:51,Clerk-000004,
43,Make decision,2023-10-02 19:38:31,Manager-000003,
43,notify reject,2023-10-02 19:55:30,Manager-000002,
43,review request received,2023-10-02 20:17:24,,
43,Check for completeness,2023-10-02 20:17:34,Clerk-000001,
43,Request info,2023-10-02 20:26:22,Manager-000005,
43,info received,2023-10-02 20:34:58,,
43,Check for completeness,2023-10-02 20:35:08,Clerk-000002,
43,Perform checks,2023-10-02 20:42:37,Clerk-000003,
43,Make decision,2023-10-02 20:42:47,Manager-000001,
43,notify reject,2023-10-02 20:55:45,Manager-000006,
43,time out,2023-10-02 20:59:02,,
43,EVENT 13 END,2023-10-02 20:59:12,,
44,Check for completeness;New online application received,2023-10-02 19:56:45,Clerk-000006,
44,Perform checks,2023-10-02 20:33:25,Clerk-000004,
44,Make decision,2023-10-02 20:46:27,Manager-000002,
44,Notify accept,2023-10-02 20:51:44,Manager-000003,
44,Deliver card,2023-10-02 21:08:58,Manager-000001,
44,EVENT 13 END,2023-10-02 21:12:29,,
45,Check for completeness;New online application received,2023-10-02 20:18:12,Clerk-000002,
45,Perform checks,2023-10-02 20:21:51,Clerk-000003,
45,Make decision,2023-10-02 20:29:48,Manager-000003,
45,notify reject,2023-10-02 20:31:41,Manager-000006,
45,review request received,2023-10-02 20:33:58,,
45,Check for completeness,2023-10-02 20:34:08,Clerk-000005,
45,Request info,2023-10-02 20:43:33,Manager-000004,
45,info received,2023-10-02 20:57:20,,
45,Check for completeness,2023-10-02 20:57:30,Clerk-000002,
45,Perform checks,2023-10-02 21:24:13,Clerk-000005,
45,Make decision,2023-10-02 21:27:57,Manager-000005,
45,Notify accept,2023-10-02 21:36:32,Manager-000003,
45,Deliver card,2023-10-02 21:44:50,Manager-000002,
45,EVENT 13 END,2023-10-02 22:13:55,,
46,Check for completeness;New online application received,2023-10-02 20:36:30,Clerk-000001,
46,Perform checks,2023-10-02 20:50:21,Clerk-000006,
46,Make decision,2023-10-02 20:56:50,Manager-000005,
46,Notify accept,2023-10-02 21:04:00,Manager-000002,
46,Deliver card,2023-10-02 21:16:56,Manager-000004,
46,EVENT 13 END,2023-10-02 21:31:35,,
47,Check for completeness;New online application received,2023-10-02 21:24:00,Clerk-000003,
47,Request info,2023-10-02 21:25:04,Manager-000006,
47,info received,2023-10-02 21:30:03,,
47,Check for completeness,2023-10-02 21:30:13,Clerk-000004,
47,Request info,2023-10-02 21:38:14,Manager-000001,
47,info received,2023-10-02 21:40:59,,
47,Check for completeness,2023-10-02 21:41:09,Clerk-000001,
47,Perform checks,2023-10-02 21:41:51,Clerk-000006,
47,Make decision,2023-10-02 21:49:00,Manager-000006,
