Case,Timestamp,Resource,Activity,Activity_fixed,label
1190,2023-12-07 14:00:39,Manager-000003,Request ifo,Request info,distorted label(Skip)
1203,2023-12-08 04:10:50,Clerk-000006,Lerform checks,Perform checks,distorted label(Proximity)
1203,2023-12-08 05:05:17,Manager-000001,request info,Request info,distorted label(UpLow)
1207,2023-12-08 09:35:33,Clerk-000004,Check foKr completeness,Check for completeness,distorted label(Insert)
121,2023-10-05 13:22:21,,EVDNT 13 END,EVENT 13 END,distorted label(Proximity)
1221,2023-12-11 02:15:41,Clerk-000004,check for completeness,Check for completeness,distorted label(UpLow)
1225,2023-12-11 01:10:00,,info erceived,info received,distorted label(Interchange)
1227,2023-12-11 04:46:09,Manager-000004,Requesti nfo,Request info,distorted label(Interchange)
123,2023-10-05 14:28:44,Manager-000001,Notify accpt,Notify accept,distorted label(Skip)
1233,2023-12-11 13:31:59,Manager-000005,Dellver card,Deliver card,distorted label(Proximity)
1237,2023-12-11 14:14:37,,EVENT1 3 END,EVENT 13 END,distorted label(Interchange)
1239,2023-12-11 13:21:33,Clerk-000006,Check for compelteness,Check for completeness,distorted label(Interchange)
1239,2023-12-11 13:21:33,,New online applciation received,New online application received,distorted label(Interchange)
1250,2023-12-12 04:49:45,,new online application received,New online application received,distorted label(UpLow)
126,2023-10-05 19:25:28,,EVENT 13 EXND,EVENT 13 END,distorted label(Insert)
1260,2023-12-12 15:04:55,Clerk-000003,Perfomr checks,Perform checks,distorted label(Interchange)
1273,2023-12-13 05:48:59,Manager-000005,botify reject,notify reject,distorted label(Proximity)
1274,2023-12-13 07:01:55,,tims out,tims out,distorted label(Proximity)
1276,2023-12-13 07:07:51,Clerk-000004,Performc hecks,Performc hecks,distorted label(Interchange)
1279,2023-12-13 11:54:33,,EVET 13 END,EVENT 13 END,distorted label(Skip)
1286,2023-12-13 16:32:35,Manager-000002,Notifay accept,Notify accept,distorted label(Insert)
1286,2023-12-13 16:49:48,Manager-000001,Deliver cad,Deliver card,distorted label(Skip)
13,2023-09-29 18:38:09,Clerk-000004,Check forcompleteness,Check for completeness,distorted label(Skip)
13,2023-09-29 21:03:16,Clerk-000006,Check for completenes,Check for completeness,distorted label(Skip)
13,2023-09-29 21:20:39,Clerk-000003,Perfor mchecks,Perform checks,distorted label(Interchange)
1302,2023-12-14 10:14:55,,Jew online application received,New online application received,distorted label(Proximity)
1303,2023-12-14 11:48:05,,rview request received,review request received,distorted label(Skip)
1303,2023-12-14 13:22:15,,EVET 13 END,EVENT 13 END,distorted label(Skip)
1305,2023-12-14 12:16:28,Clerk-000002,Check Dfor completeness,Check for completeness,distorted label(Insert)
1305,2023-12-14 12:29:55,Manager-000004,notify accept,Notify accept,distorted label(UpLow)
1305,2023-12-14 12:37:06,Manager-000002,Deliver cwrd,Deliver card,distorted label(Proximity)
1315,2023-12-14 18:47:26,,review request rsceived,review request received,distorted label(Proximity)
1315,2023-12-14 18:57:30,Clerk-000005,PerfoWrm checks,Perform checks,distorted label(Insert)
1319,2023-12-14 22:12:00,,EVENT 13I END,EVENT 13 END,distorted label(Insert)
1325,2023-12-15 02:10:14,Manager-000004,Make decisuon,Make decision,distorted label(Proximity)
1332,2023-12-15 07:13:56,,EVEWNT 13 END,EVENT 13 END,distorted label(Insert)
1334,2023-12-15 09:07:30,,ihfo received,info received,distorted label(Proximity)
1337,2023-12-15 12:04:34,Manager-000001,otify accept,Notify accept,distorted label(Skip)
1341,2023-12-15 11:29:35,Manager-000001,Make decisiin,Make decision,distorted label(Proximity)
1346,2023-12-15 14:08:08,Clerk-000001,Chevk for completeness,Check for completeness,distorted label(Proximity)
1350,2023-12-15 15:57:51,Clerk-000005,Check ofr completeness,Check for completeness,distorted label(Interchange)
1351,2023-12-15 15:35:57,Clerk-000002,Check for completeess,Check for completeness,distorted label(Skip)
1351,2023-12-15 17:41:59,Manager-000005,Deliver ard,Deliver card,distorted label(Skip)
1368,2023-12-18 08:40:01,Manager-000006,make decision,Make decision,distorted label(UpLow)
1376,2023-12-19 00:17:13,,Uinfo received,info received,distorted label(Insert)
1376,2023-12-19 00:17:23,Clerk-000006,check for completeness,Check for completeness,distorted label(UpLow)
1376,2023-12-19 00:35:11,Manager-000006,Make ecision,Make decision,distorted label(Skip)
1376,2023-12-19 01:08:43,,VENT 13 END,EVENT 13 END,distorted label(Skip)
1378,2023-12-19 01:33:08,Manager-000001,make decision,Make decision,distorted label(UpLow)
1378,2023-12-19 04:00:19,Clerk-000006,"Perfor, checks",Perform checks,distorted label(Proximity)
1410,2023-12-20 03:35:47,Manager-000002,request info,Request info,distorted label(UpLow)
1415,2023-12-20 07:38:15,Clerk-000002,Chcek for completeness,Check for completeness,distorted label(Interchange)
1415,2023-12-20 08:56:33,,info Ureceived,info received,distorted label(Insert)
1415,2023-12-20 08:56:43,Clerk-000005,Check for completveness,Check for completeness,distorted label(Insert)
1417,2023-12-20 11:03:40,Manager-000001,Deliver acrd,Deliver card,distorted label(Interchange)
1419,2023-12-20 17:21:51,,New online application recived,New online application received,distorted label(Skip)
1420,2023-12-20 18:13:13,,new online application received,New online application received,distorted label(UpLow)
1421,2023-12-20 18:31:27,Clerk-000003,Check for copmleteness,Check for completeness,distorted label(Interchange)
1421,2023-12-20 20:08:44,Clerk-000005,perform checks,Perform checks,distorted label(UpLow)
1434,2023-12-21 09:07:35,Clerk-000006,check for completeness,Check for completeness,distorted label(UpLow)
1434,2023-12-21 09:35:40,Manager-000002,Make eecision,Make decision,distorted label(Proximity)
1439,2023-12-21 12:45:42,Clerk-000004,Xheck for completeness,Check for completeness,distorted label(Proximity)
1439,2023-12-21 12:45:42,,New online ap;lication received,New online application received,distorted label(Proximity)
1440,2023-12-21 13:26:20,,New onilne application received,New online application received,distorted label(Interchange)
1445,2023-12-22 01:11:42,Clerk-000006,Check for completeneKss,Check for completeness,distorted label(Insert)
1445,2023-12-22 03:18:34,,review rmequest received,review request received,distorted label(Insert)
1449,2023-12-22 03:05:37,Manager-000001,Revquest info,Request info,distorted label(Insert)
1449,2023-12-22 03:07:23,,info rwceived,info received,distorted label(Proximity)
1453,2023-12-22 10:23:28,Clerk-000006,Perform checs,Perform checks,distorted label(Skip)
1455,2023-12-22 12:43:14,Clerk-000004,Check for Pcompleteness,Check for completeness,distorted label(Insert)
1458,2023-12-22 14:35:06,Manager-000001,request info,Request info,distorted label(UpLow)
1458,2023-12-22 15:51:11,,info eceived,info received,distorted label(Skip)
1458,2023-12-22 17:01:57,Clerk-000004,Check for completenesDs,Check for completeness,distorted label(Insert)
1470,2023-12-22 20:12:38,Clerk-000004,Perform chceks,Perform checks,distorted label(Interchange)
1470,2023-12-22 20:55:55,Clerk-000001,Perforh checks,Perform checks,distorted label(Proximity)
1486,2023-12-25 10:14:13,Clerk-000002,Perform chrcks,Perform checks,distorted label(Proximity)
1493,2023-12-25 16:36:15,Clerk-000002,check for completeness,Check for completeness,distorted label(UpLow)
1495,2023-12-25 17:56:57,Clerk-000006,Pefrorm checks,Pefrorm checks,distorted label(Interchange)
15,2023-09-29 17:39:33,,EVENZT 13 END,EVENT 13 END,distorted label(Insert)
1501,2023-12-26 06:22:10,,info receVived,info received,distorted label(Insert)
1501,2023-12-26 07:27:36,,Info received,info received,distorted label(UpLow)
1501,2023-12-26 08:22:31,,time ou,time out,distorted label(Skip)
1503,2023-12-26 07:22:16,Manager-000002,make decision,Make decision,distorted label(UpLow)
156,2023-10-09 06:17:48,Manager-000005,Reqkest info,Reqkest info,distorted label(Proximity)
156,2023-10-09 07:31:06,Manager-000005,Delizver card,Deliver card,distorted label(Insert)
159,2023-10-09 12:29:37,,EVENT 13 ND,EVENT 13 END,distorted label(Skip)
160,2023-10-09 13:44:24,,infor eceived,info received,distorted label(Interchange)
167,2023-10-09 15:40:15,,New online application rKeceived,New online application received,distorted label(Insert)
167,2023-10-09 16:07:42,Manager-000006,Requset info,Request info,distorted label(Interchange)
167,2023-10-09 16:08:32,,Info received,info received,distorted label(UpLow)
170,2023-10-09 16:18:43,,Ndw online application received,New online application received,distorted label(Proximity)
171,2023-10-09 18:04:36,,time ou,time out,distorted label(Skip)
178,2023-10-10 01:08:06,Manager-000002,Mwke decision,Make decision,distorted label(Proximity)
178,2023-10-10 01:30:12,Clerk-000006,Perform cheUcks,Perform checks,distorted label(Insert)
184,2023-10-10 03:52:32,,review request receiced,review request received,distorted label(Proximity)
186,2023-10-10 05:11:13,Clerk-000006,check for completeness,Check for completeness,distorted label(UpLow)
186,2023-10-10 06:00:31,,EEVNT 13 END,EVENT 13 END,distorted label(Interchange)
20,2023-09-29 20:11:57,Clerk-000005,perform checks,Perform checks,distorted label(UpLow)
212,2023-10-10 23:10:29,Clerk-000002,ChDeck for completeness,Check for completeness,distorted label(Insert)
22,2023-09-29 21:09:37,,New online applictaion received,New online application received,distorted label(Interchange)
228,2023-10-11 13:29:37,,New online applikcation received,New online application received,distorted label(Insert)
240,2023-10-12 04:09:43,Clerk-000001,Perofrm checks,Perofrm checks,distorted label(Interchange)
244,2023-10-12 08:05:58,Clerk-000005,Perform cmecks,Perform checks,distorted label(Proximity)
244,2023-10-12 08:23:24,Clerk-000003,Check for compelteness,Check for completeness,distorted label(Interchange)
248,2023-10-12 09:58:18,Manager-000003,Reuest info,Request info,distorted label(Skip)
248,2023-10-12 10:13:18,Manager-000005,Reques info,Request info,distorted label(Skip)
254,2023-10-12 17:29:18,Manager-000005,Reques info,Request info,distorted label(Skip)
254,2023-10-12 17:55:46,,eVENT 13 END,EVENT 13 END,distorted label(UpLow)
26,2023-10-02 02:59:33,,info recevied,info received,distorted label(Interchange)
26,2023-10-02 03:04:52,Clerk-000006,Check for clmpleteness,Check for completeness,distorted label(Proximity)
26,2023-10-02 03:13:27,Manager-000006,Request inf;,Request info,distorted label(Proximity)
26,2023-10-02 04:18:16,Manager-000006,Request binfo,Request info,distorted label(Insert)
270,2023-10-13 03:37:50,Clerk-000005,check for completeness,Check for completeness,distorted label(UpLow)
273,2023-10-13 07:02:00,Manager-000002,Requet info,Request info,distorted label(Skip)
276,2023-10-13 10:16:19,Manager-000006,Rqeuest info,Request info,distorted label(Interchange)
276,2023-10-13 10:51:21,Manager-000005,notify accept,Notify accept,distorted label(UpLow)
279,2023-10-13 13:13:59,Clerk-000003,Check for compnleteness,Check for completeness,distorted label(Insert)
280,2023-10-13 13:43:41,,New online applicatin received,New online application received,distorted label(Skip)
29,2023-10-02 05:51:12,Manager-000006,Notif yaccept,Notif yaccept,distorted label(Interchange)
297,2023-10-16 10:42:53,Manager-000004,deliver card,Deliver card,distorted label(UpLow)
298,2023-10-16 11:38:06,,VENT 13 END,EVENT 13 END,distorted label(Skip)
303,2023-10-16 20:27:11,,EENT 13 END,EVENT 13 END,distorted label(Skip)
304,2023-10-16 20:11:09,Clerk-000002,NCheck for completeness,Check for completeness,distorted label(Insert)
307,2023-10-16 22:27:42,Clerk-000001,Check for completness,Check for completeness,distorted label(Skip)
311,2023-10-17 04:15:26,Clerk-000005,check for completeness,Check for completeness,distorted label(UpLow)
311,2023-10-17 05:02:20,Manager-000003,Make dcision,Make decision,distorted label(Skip)
320,2023-10-17 11:06:29,Manager-000003,request info,Request info,distorted label(UpLow)
321,2023-10-17 13:09:57,Manager-000002,NotQify accept,Notify accept,distorted label(Insert)
322,2023-10-17 11:56:01,,New online appliation received,New online application received,distorted label(Skip)
326,2023-10-17 15:57:41,Clerk-000001,Check fo rcompleteness,Check for completeness,distorted label(Interchange)
350,2023-10-18 16:14:38,Clerk-000004,Check for completness,Check for completeness,distorted label(Skip)
352,2023-10-18 18:02:09,,New online application receivDed,New online application received,distorted label(Insert)
36,2023-10-02 13:46:59,Clerk-000006,check for completeness,Check for completeness,distorted label(UpLow)
361,2023-10-19 04:51:57,Clerk-000002,Perform cphecks,Perform checks,distorted label(Insert)
362,2023-10-19 07:16:17,Manager-000002,make decision,Make decision,distorted label(UpLow)
396,2023-10-20 17:49:28,Manager-000005,Delived card,Delived card,distorted label(Proximity)
404,2023-10-23 07:10:16,Manager-000003,RequeKst info,Request info,distorted label(Insert)
404,2023-10-23 07:30:49,Clerk-000003,Check for coCmpleteness,Check for completeness,distorted label(Insert)
410,2023-10-23 14:09:11,Manager-000004,Make decisoon,Make decision,distorted label(Proximity)
417,2023-10-23 23:07:09,,info rexeived,info received,distorted label(Proximity)
417,2023-10-23 23:40:25,Manager-000004,Delivebr card,Deliver card,distorted label(Insert)
421,2023-10-24 01:27:30,,Info received,info received,distorted label(UpLow)
421,2023-10-24 01:43:41,,info rceeived,info rceeived,distorted label(Interchange)
422,2023-10-24 03:09:51,Manager-000006,notfy reject,notify reject,distorted label(Skip)
432,2023-10-24 14:56:42,,info rsceived,info received,distorted label(Proximity)
445,2023-10-25 09:07:51,Manager-000002,Requestinfo,Request info,distorted label(Skip)
450,2023-10-25 08:48:05,Clerk-000005,check for completeness,Check for completeness,distorted label(UpLow)
451,2023-10-25 09:50:34,Manager-000005,Make decisiog,Make decision,distorted label(Proximity)
451,2023-10-25 10:08:12,Clerk-000003,Check for compleyeness,Check for completeness,distorted label(Proximity)
452,2023-10-25 11:45:34,,New onlineapplication received,New online application received,distorted label(Skip)
453,2023-10-25 14:18:57,Clerk-000005,Check for compelteness,Check for completeness,distorted label(Interchange)
458,2023-10-25 16:28:40,Manager-000001,Requet info,Request info,distorted label(Skip)
458,2023-10-25 16:39:16,Clerk-000005,Check for compelteness,Check for completeness,distorted label(Interchange)
460,2023-10-25 19:27:14,Clerk-000006,Check fo rcompleteness,Check for completeness,distorted label(Interchange)
460,2023-10-25 19:52:42,,inf oreceived,info received,distorted label(Interchange)
460,2023-10-25 21:17:55,Clerk-000001,Perf;rm checks,Perform checks,distorted label(Proximity)
466,2023-10-26 01:40:14,,Time out,time out,distorted label(UpLow)
469,2023-10-26 03:17:57,Manager-000001,Notify reject,notify reject,distorted label(UpLow)
47,2023-10-02 21:25:04,Manager-000006,request info,Request info,distorted label(UpLow)
475,2023-10-26 09:00:38,Manager-000004,Deliverp card,Deliver card,distorted label(Insert)
481,2023-10-26 17:31:00,,Review request received,review request received,distorted label(UpLow)
481,2023-10-26 17:44:51,Manager-000005,RequestK info,Request info,distorted label(Insert)
484,2023-10-26 19:01:31,,Info received,info received,distorted label(UpLow)
486,2023-10-26 22:12:02,Clerk-000002,Check for completfness,Check for completeness,distorted label(Proximity)
49,2023-10-02 22:39:55,Clerk-000004,check for completeness,Check for completeness,distorted label(UpLow)
49,2023-10-02 22:39:55,,New online appilcation received,New online application received,distorted label(Interchange)
49,2023-10-02 23:28:06,Manager-000001,Rewuest info,Request info,distorted label(Proximity)
501,2023-10-27 09:51:23,,New online paplication received,New online application received,distorted label(Interchange)
501,2023-10-27 10:08:46,,timeo ut,timeo ut,distorted label(Interchange)
509,2023-10-28 00:22:12,Clerk-000006,Check foe completeness,Check for completeness,distorted label(Proximity)
509,2023-10-28 00:30:57,Clerk-000004,Perfoyrm checks,Perform checks,distorted label(Insert)
511,2023-10-30 02:21:49,,Review request received,review request received,distorted label(UpLow)
511,2023-10-30 02:26:48,Clerk-000001,Perfor checks,Perform checks,distorted label(Skip)
512,2023-10-30 03:40:05,,info receifed,info received,distorted label(Proximity)
512,2023-10-30 04:17:26,Manager-000001,Notify accdpt,Notify accept,distorted label(Proximity)
513,2023-10-30 05:48:37,Clerk-000003,Check for completLeness,Check for completeness,distorted label(Insert)
520,2023-10-30 10:39:53,Manager-000004,notify accept,Notify accept,distorted label(UpLow)
536,2023-10-31 03:38:46,Manager-000003,Make decisin,Make decision,distorted label(Skip)
540,2023-10-31 08:33:51,Clerk-000003,Check for cimpleteness,Check for completeness,distorted label(Proximity)
543,2023-10-31 12:09:47,Clerk-000005,Check fro completeness,Check for completeness,distorted label(Interchange)
549,2023-10-31 18:32:18,Manager-000003,request info,Request info,distorted label(UpLow)
551,2023-10-31 20:38:31,,Time out,time out,distorted label(UpLow)
57,2023-10-03 03:22:35,Clerk-000002,PTerform checks,Perform checks,distorted label(Insert)
590,2023-11-02 07:37:00,Clerk-000002,Check for cmpleteness,Check for completeness,distorted label(Skip)
590,2023-11-02 08:39:33,Manager-000001,Reqjest info,Reqjest info,distorted label(Proximity)
604,2023-11-02 20:08:53,Manager-000001,eRquest info,Request info,distorted label(Interchange)
610,2023-11-03 01:44:24,Manager-000006,Make dceision,Make decision,distorted label(Interchange)
613,2023-11-03 06:20:13,,eVENT 13 END,EVENT 13 END,distorted label(UpLow)
622,2023-11-03 21:36:01,Clerk-000002,Check forcompleteness,Check for completeness,distorted label(Skip)
629,2023-11-06 04:25:49,Manager-000004,Request lnfo,Request lnfo,distorted label(Proximity)
63,2023-10-03 09:58:12,Manager-000001,Make deciBsion,Make decision,distorted label(Insert)
631,2023-11-06 05:24:04,,review requst received,review request received,distorted label(Skip)
631,2023-11-06 05:55:44,Manager-000001,Make decsiion,Make decsiion,distorted label(Interchange)
635,2023-11-06 06:23:30,Clerk-000001,Perform chfcks,Perform checks,distorted label(Proximity)
635,2023-11-06 07:30:07,Manager-000001,notify accept,Notify accept,distorted label(UpLow)
64,2023-10-03 11:56:10,,time ouf,time out,distorted label(Proximity)
641,2023-11-06 14:53:56,Clerk-000002,perform checks,Perform checks,distorted label(UpLow)
648,2023-11-07 05:46:23,,Info received,info received,distorted label(UpLow)
649,2023-11-07 07:04:20,Manager-000003,Request nifo,Request info,distorted label(Interchange)
671,2023-11-07 22:49:54,Manager-000001,Mwke decision,Make decision,distorted label(Proximity)
676,2023-11-08 04:02:53,Manager-000001,request info,Request info,distorted label(UpLow)
676,2023-11-08 05:50:39,Manager-000006,Notify accpt,Notify accept,distorted label(Skip)
679,2023-11-08 08:28:29,Manager-000005,notify rejest,notify reject,distorted label(Proximity)
690,2023-11-09 01:45:07,,reBview request received,review request received,distorted label(Insert)
699,2023-11-09 07:36:51,Manager-000002,Make decisiob,Make decision,distorted label(Proximity)
7,2023-09-29 13:24:12,,new online application received,New online application received,distorted label(UpLow)
700,2023-11-09 10:33:25,Clerk-000006,Check for compleBteness,Check for completeness,distorted label(Insert)
700,2023-11-09 10:41:50,Manager-000001,Request inifo,Request info,distorted label(Insert)
700,2023-11-09 12:14:50,Clerk-000006,Check for completUeness,Check for completeness,distorted label(Insert)
701,2023-11-09 12:24:16,Clerk-000003,Check gor completeness,Check for completeness,distorted label(Proximity)
727,2023-11-10 19:58:04,,EVENT 31 END,EVENT 13 END,distorted label(Interchange)
736,2023-11-13 02:00:24,,EVETN 13 END,EVENT 13 END,distorted label(Interchange)
744,2023-11-13 07:43:35,Clerk-000002,perform checks,Perform checks,distorted label(UpLow)
750,2023-11-13 13:40:38,Manager-000004,notify accept,Notify accept,distorted label(UpLow)
757,2023-11-13 22:45:17,Clerk-000002,Check for completneess,Check for completeness,distorted label(Interchange)
757,2023-11-13 23:04:21,,EVENT 3 END,EVENT 13 END,distorted label(Skip)
766,2023-11-14 06:32:43,Clerk-000005,check for completeness,Check for completeness,distorted label(UpLow)
766,2023-11-14 06:45:28,Clerk-000003,check for completeness,Check for completeness,distorted label(UpLow)
767,2023-11-14 09:19:05,Clerk-000002,perform checks,Perform checks,distorted label(UpLow)
771,2023-11-14 13:55:53,Clerk-000003,perform checks,Perform checks,distorted label(UpLow)
775,2023-11-14 19:02:03,Clerk-000004,Oerform checks,Perform checks,distorted label(Proximity)
787,2023-11-15 07:04:34,Manager-000004,Makedecision,Make decision,distorted label(Skip)
787,2023-11-15 07:09:19,Manager-000002,notify reyject,notify reject,distorted label(Insert)
787,2023-11-15 10:27:05,,review rnequest received,review request received,distorted label(Insert)
787,2023-11-15 10:27:15,Clerk-000003,Check for complteness,Check for completeness,distorted label(Skip)
789,2023-11-15 09:37:18,Clerk-000002,perform checks,Perform checks,distorted label(UpLow)
796,2023-11-15 20:31:04,Clerk-000005,perform checks,Perform checks,distorted label(UpLow)
796,2023-11-15 20:33:57,Manager-000005,Notify cacept,Notify cacept,distorted label(Interchange)
797,2023-11-15 22:28:30,,reveiw request received,review request received,distorted label(Interchange)
797,2023-11-15 22:51:51,,Info received,info received,distorted label(UpLow)
8,2023-09-29 14:19:47,,Review request received,review request received,distorted label(UpLow)
800,2023-11-15 22:41:12,Clerk-000005,perform checks,Perform checks,distorted label(UpLow)
801,2023-11-15 22:36:50,,EfVENT 13 END,EVENT 13 END,distorted label(Insert)
805,2023-11-16 01:53:04,,eNw online application received,New online application received,distorted label(Interchange)
805,2023-11-16 03:03:39,Clerk-000005,Chec for completeness,Check for completeness,distorted label(Skip)
809,2023-11-16 05:33:13,Manager-000006,Nake decision,Make decision,distorted label(Proximity)
812,2023-11-16 06:31:00,Clerk-000004,check for completeness,Check for completeness,distorted label(UpLow)
812,2023-11-16 06:52:54,,eVENT 13 END,EVENT 13 END,distorted label(UpLow)
821,2023-11-16 10:51:25,,New onlinex application received,New online application received,distorted label(Insert)
825,2023-11-16 13:53:35,Manager-000003,request info,Request info,distorted label(UpLow)
828,2023-11-16 15:57:38,,time ouBt,time out,distorted label(Insert)
840,2023-11-17 05:46:49,,EVENT 13 WND,EVENT 13 END,distorted label(Proximity)
842,2023-11-17 09:21:53,,New online appilcation received,New online application received,distorted label(Interchange)
843,2023-11-17 13:35:48,Manager-000006,Make desision,Make decision,distorted label(Proximity)
850,2023-11-18 00:09:32,,EVENT 13END,EVENT 13 END,distorted label(Skip)
851,2023-11-17 23:07:05,Clerk-000005,check for completeness,Check for completeness,distorted label(UpLow)
851,2023-11-17 23:17:08,Manager-000006,eRquest info,Request info,distorted label(Interchange)
851,2023-11-17 23:19:15,,info deceived,info received,distorted label(Proximity)
851,2023-11-17 23:30:45,Manager-000002,Make dcision,Make decision,distorted label(Skip)
859,2023-11-20 06:59:05,Clerk-000004,CVheck for completeness,Check for completeness,distorted label(Insert)
859,2023-11-20 07:32:44,,inf received,info received,distorted label(Skip)
86,2023-10-04 05:48:19,,New online aplication received,New online application received,distorted label(Skip)
86,2023-10-04 06:32:40,Manager-000001,Notify acdcept,Notify accept,distorted label(Insert)
86,2023-10-04 07:18:55,,EVEiNT 13 END,EVENT 13 END,distorted label(Insert)
867,2023-11-20 10:08:29,Clerk-000002,ChOeck for completeness,Check for completeness,distorted label(Insert)
879,2023-11-21 02:48:29,Clerk-000006,Perfom checks,Perform checks,distorted label(Skip)
88,2023-10-04 06:38:35,Clerk-000005,Perform checs,Perform checks,distorted label(Skip)
88,2023-10-04 07:59:07,Manager-000001,Request inf,Request info,distorted label(Skip)
887,2023-11-21 08:09:05,Clerk-000002,check for completeness,Check for completeness,distorted label(UpLow)
890,2023-11-21 11:19:50,Manager-000001,Make Jdecision,Make decision,distorted label(Insert)
892,2023-11-21 17:48:58,Clerk-000002,Perform chcks,Perform checks,distorted label(Skip)
892,2023-11-21 17:56:26,Manager-000001,Makr decision,Make decision,distorted label(Proximity)
892,2023-11-21 18:08:01,,EVNT 13 END,EVENT 13 END,distorted label(Skip)
90,2023-10-04 07:03:13,,info recieved,info recieved,distorted label(Interchange)
900,2023-11-22 03:57:35,Clerk-000006,Check for complreteness,Check for completeness,distorted label(Insert)
906,2023-11-22 13:23:59,Manager-000005,Notify reject,notify reject,distorted label(UpLow)
914,2023-11-22 21:01:34,,tim eout,tim eout,distorted label(Interchange)
923,2023-11-23 07:05:05,,info receivd,info received,distorted label(Skip)
924,2023-11-23 07:42:58,Clerk-000003,Perform vhecks,Perform checks,distorted label(Proximity)
926,2023-11-23 08:41:29,Manager-000006,Noify accept,Notify accept,distorted label(Skip)
928,2023-11-23 11:17:24,Manager-000002,request info,Request info,distorted label(UpLow)
928,2023-11-23 11:59:38,,inf received,info received,distorted label(Skip)
930,2023-11-23 14:15:34,,info receivd,info received,distorted label(Skip)
930,2023-11-23 15:00:40,Manager-000002,Deliver carr,Deliver card,distorted label(Proximity)
