Case,Activity,Timestamp,Resource,label
4,EVENT 8 END,2024-05-06 19:37:12,,
5,start;Take order,2024-05-06 19:15:00,Waiter-000004,
5,Review order,2024-05-06 19:16:14,Waiter-000005,
5,prepare drinks;Prepare main course,2024-05-06 19:16:25,Cook-000003,
5,Bring drinks,2024-05-06 19:39:00,Barman-000003,
5,Review drinks,2024-05-06 19:41:06,Waiter-000002,
5,Signal food complete,2024-05-06 19:57:21,Cook-000003,
5,Bring food,2024-05-06 20:07:38,Cook helper-000002,
5,Deliver to customer,2024-05-06 20:09:58,Waiter-000005,
5,EVENT 8 END,2024-05-06 20:10:29,,
6,start;Take order,2024-05-06 19:30:00,Waiter-000003,
6,Review order,2024-05-06 19:30:01,Waiter-000001,
6,prepare drinks;Prepare main course,2024-05-06 19:31:15,Cook-000002,
6,Bring drinks,2024-05-06 19:31:50,Barman-000002,
6,Review drinks,2024-05-06 19:34:50,Waiter-000005,
6,Signal food complete,2024-05-06 19:37:16,Cook-000002,
6,Bring food,2024-05-06 20:34:05,Cook helper-000001,
6,Deliver to customer,2024-05-06 20:34:19,Waiter-000002,
6,EVENT 8 END,2024-05-06 20:34:54,,
7,start;Take order,2024-05-06 19:45:00,Waiter-000003,
7,Review order,2024-05-06 19:51:43,Waiter-000001,
7,prepare drinks,2024-05-06 19:52:56,Barman-000002,
7,Bring drinks;Review drinks,2024-05-06 19:54:05,Barman-000001,form-based events(2024-05-06 19:54:05.837)
7,Prepare main course,2024-05-06 19:56:37,Cook-000001,
7,Signal food complete,2024-05-06 21:28:27,Cook-000001,
7,Bring food,2024-05-06 21:54:49,Cook helper-000003,
7,Deliver to customer,2024-05-06 21:56:07,Waiter-000001,
7,EVENT 8 END,2024-05-06 21:56:23,,
8,start;Take order,2024-05-06 20:00:00,Waiter-000002,
8,Review order,2024-05-06 20:00:01,Waiter-000003,
8,prepare drinks;Prepare starter,2024-05-06 20:00:04,Cook helper-000003,
8,Bring drinks,2024-05-06 20:00:54,Barman-000002,
8,Review drinks,2024-05-06 20:04:36,Waiter-000001,
8,Prepare main course,2024-05-06 20:07:38,Cook-000003,
8,Signal food complete,2024-05-06 20:16:46,Cook-000003,
8,Bring food,2024-05-06 20:55:46,Cook helper-000003,
8,Deliver to customer,2024-05-06 21:00:10,Waiter-000002,
8,EVENT 8 END,2024-05-06 21:01:36,,
9,start;Take order,2024-05-06 20:15:00,Waiter-000002,
9,Review order,2024-05-06 20:17:11,Waiter-000003,
9,prepare drinks,2024-05-06 20:18:02,Barman-000001,
9,Bring drinks;Review drinks,2024-05-06 20:23:37,Barman-000003,form-based events(2024-05-06 20:23:37.474)
9,Prepare main course,2024-05-06 20:34:05,Cook-000002,
9,Signal food complete,2024-05-06 21:00:06,Cook-000002,
9,Bring food,2024-05-06 21:07:06,Cook helper-000002,
9,Deliver to customer,2024-05-06 21:20:25,Waiter-000001,
9,EVENT 8 END,2024-05-06 21:22:47,,
10,start;Take order,2024-05-06 20:30:00,Waiter-000004,
10,Review order,2024-05-06 20:31:21,Waiter-000005,
10,prepare drinks,2024-05-06 20:32:09,Barman-000002,
10,Bring drinks,2024-05-06 20:33:38,Barman-000001,
10,Review drinks,2024-05-06 20:38:13,Waiter-000003,
10,prepare drinks,2024-05-06 20:40:22,Barman-000003,
10,Bring drinks,2024-05-06 20:53:19,Barman-000001,
10,Prepare main course,2024-05-06 20:54:46,Cook-000002,
10,Review drinks,2024-05-06 21:02:35,Waiter-000004,
10,Signal food complete,2024-05-06 21:04:57,Cook-000003,
10,Bring food,2024-05-06 21:08:26,Cook helper-000001,
10,Deliver to customer,2024-05-06 21:15:44,Waiter-000002,
10,EVENT 8 END,2024-05-06 21:17:36,,
11,start;Take order,2024-05-06 20:45:00,Waiter-000004,
11,Review order,2024-05-06 20:48:48,Waiter-000001,
11,prepare drinks,2024-05-06 20:48:56,Barman-000002,
11,Prepare main course,2024-05-06 20:55:46,Cook-000003,
11,Bring drinks,2024-05-06 21:06:31,Barman-000001,
11,Review drinks,2024-05-06 21:07:36,Waiter-000001,
11,Signal food complete,2024-05-06 21:08:26,Cook-000003,
11,Bring food,2024-05-06 21:50:38,Cook helper-000002,
11,Deliver to customer,2024-05-06 21:52:27,Waiter-000005,
11,EVENT 8 END,2024-05-06 21:52:55,,
12,start;Take order,2024-05-06 21:00:00,Waiter-000005,
12,Review order,2024-05-06 21:00:54,Waiter-000003,
12,prepare drinks,2024-05-06 21:01:31,Barman-000003,
12,Prepare main course,2024-05-06 21:07:06,Cook-000002,
12,Bring drinks,2024-05-06 21:14:58,Barman-000002,
12,Review drinks,2024-05-06 21:17:57,Waiter-000004,
12,prepare drinks,2024-05-06 21:18:33,Barman-000003,
12,Signal food complete,2024-05-06 21:19:39,Cook-000002,
12,Bring drinks,2024-05-06 21:23:01,Barman-000001,
12,Bring food,2024-05-06 21:23:02,Cook helper-000003,
12,Review drinks,2024-05-06 21:38:19,Waiter-000004,
12,Deliver to customer,2024-05-06 21:39:34,Waiter-000005,
12,EVENT 8 END,2024-05-06 21:40:05,,
13,start;Take order,2024-05-06 21:15:00,Waiter-000005,
13,Review order,2024-05-06 21:15:07,Waiter-000003,
13,prepare drinks,2024-05-06 21:17:42,Barman-000001,
13,Prepare main course,2024-05-06 21:18:58,Cook-000002,
13,Bring drinks,2024-05-06 21:21:46,Barman-000002,
13,Signal food complete,2024-05-06 21:23:02,Cook-000002,
13,Review drinks,2024-05-06 21:32:28,Waiter-000002,
13,Bring food,2024-05-06 22:21:02,Cook helper-000003,
13,Deliver to customer,2024-05-06 22:32:42,Waiter-000002,
13,EVENT 8 END,2024-05-06 22:33:01,,
14,start;Take order,2024-05-06 21:30:00,Waiter-000005,
14,Review order,2024-05-06 21:32:44,Waiter-000003,
14,prepare drinks;Prepare starter,2024-05-06 21:33:36,Cook helper-000001,
14,Bring drinks,2024-05-06 21:36:01,Barman-000002,
14,Review drinks,2024-05-06 21:38:23,Waiter-000001,
14,Signal food complete,2024-05-06 21:50:38,Cook-000003,
14,Bring food,2024-05-06 22:04:41,Cook helper-000001,
14,Deliver to customer,2024-05-06 22:11:26,Waiter-000004,
14,EVENT 8 END,2024-05-06 22:11:30,,
15,start;Take order,2024-05-06 21:45:00,Waiter-000002,
15,Review order,2024-05-06 21:46:56,Waiter-000003,
15,prepare drinks,2024-05-06 21:48:42,Barman-000003,
15,Bring drinks,2024-05-06 21:49:25,Barman-000001,
15,Review drinks,2024-05-06 21:49:48,Waiter-000004,
15,Prepare main course,2024-05-06 21:54:49,Cook-000001,
15,Signal food complete,2024-05-06 21:56:19,Cook-000001,
15,Bring food,2024-05-06 22:25:55,Cook helper-000001,
15,Deliver to customer,2024-05-06 22:26:03,Waiter-000004,
15,EVENT 8 END,2024-05-06 22:26:24,,
16,start;Take order,2024-05-06 22:00:00,Waiter-000002,
16,Review order,2024-05-06 22:01:39,Waiter-000003,
16,prepare drinks,2024-05-06 22:01:52,Barman-000002,
16,Prepare main course,2024-05-06 22:04:41,Cook-000003,
16,Bring drinks,2024-05-06 22:07:06,Barman-000003,
16,Review drinks,2024-05-06 22:13:15,Waiter-000005,
16,prepare drinks,2024-05-06 22:13:28,Barman-000001,
16,Bring drinks,2024-05-06 22:19:26,Barman-000003,
16,Signal food complete,2024-05-06 22:27:58,Cook-000001,
16,Review drinks,2024-05-06 22:50:01,Waiter-000005,
16,Bring food,2024-05-06 23:04:03,Cook helper-000003,
16,Deliver to customer,2024-05-06 23:04:05,Waiter-000004,
16,EVENT 8 END,2024-05-06 23:05:18,,
17,start;Take order,2024-05-06 22:15:00,Waiter-000001,
17,Review order,2024-05-06 22:18:17,Waiter-000002,
17,prepare drinks;Prepare starter,2024-05-06 22:18:27,Cook helper-000002,
17,Bring drinks,2024-05-06 22:20:05,Barman-000001,
17,Prepare main course,2024-05-06 22:21:02,Cook-000002,
17,Review drinks,2024-05-06 22:23:30,Waiter-000003,
17,Signal food complete,2024-05-06 22:24:00,Cook-000002,
17,prepare drinks,2024-05-06 22:24:10,Barman-000002,
17,Bring drinks,2024-05-06 22:27:53,Barman-000001,
17,Bring food,2024-05-06 22:38:55,Cook helper-000002,
17,Review drinks,2024-05-06 22:43:38,Waiter-000003,
17,Bring drinks;prepare drinks,2024-05-06 22:44:19,Barman-000001,
17,Review drinks,2024-05-06 22:45:06,Waiter-000005,
17,Deliver to customer,2024-05-06 22:48:22,Waiter-000003,
17,EVENT 8 END,2024-05-06 22:49:12,,
18,start;Take order,2024-05-06 22:30:00,Waiter-000005,
18,Review order,2024-05-06 22:31:25,Waiter-000001,
18,prepare drinks;Prepare main course,2024-05-06 22:35:16,Cook-000003,
18,Signal food complete,2024-05-06 22:37:13,Cook-000003,
18,Bring drinks;Review drinks,2024-05-06 22:43:24,Barman-000002,form-based events(2024-05-06 22:43:24.354)
18,prepare drinks,2024-05-06 22:49:21,Barman-000002,
18,Bring drinks;Review drinks,2024-05-06 22:49:37,Barman-000002,form-based events(2024-05-06 22:49:37.255)
18,prepare drinks,2024-05-06 22:53:52,Barman-000003,
18,Bring drinks;Review drinks,2024-05-06 23:01:16,Barman-000001,form-based events(2024-05-06 23:01:16.851)
18,Bring food,2024-05-07 00:49:26,Cook helper-000002,
18,Deliver to customer,2024-05-07 00:50:22,Waiter-000003,
18,EVENT 8 END,2024-05-07 00:52:51,,
19,start;Take order,2024-05-06 22:45:00,Waiter-000004,
19,Review order,2024-05-06 22:47:09,Waiter-000001,
19,prepare drinks;Prepare main course;Prepare starter,2024-05-06 22:48:51,Cook-000002,
19,Bring drinks,2024-05-06 22:54:43,Barman-000002,
19,Review drinks,2024-05-06 22:54:54,Waiter-000001,
19,prepare drinks,2024-05-06 22:58:42,Barman-000001,
19,Bring drinks,2024-05-06 23:00:05,Barman-000002,
19,Signal food complete,2024-05-06 23:00:39,Cook-000002,
19,Review drinks,2024-05-06 23:04:56,Waiter-000001,
19,Bring food,2024-05-07 00:05:51,Cook helper-000002,
19,Deliver to customer,2024-05-07 00:11:19,Waiter-000004,
19,EVENT 8 END,2024-05-07 00:12:54,,
20,start;Take order,2024-05-06 23:00:00,Waiter-000003,
20,Review order,2024-05-06 23:03:47,Waiter-000005,
20,prepare drinks;Prepare main course;Prepare starter,2024-05-06 23:06:23,Cook-000001,
20,Bring drinks,2024-05-06 23:09:15,Barman-000001,
20,Review drinks,2024-05-06 23:14:46,Waiter-000002,
20,prepare drinks,2024-05-06 23:15:22,Barman-000002,
20,Bring drinks,2024-05-06 23:19:45,Barman-000003,
20,Review drinks,2024-05-06 23:22:43,Waiter-000004,
20,prepare drinks,2024-05-06 23:23:48,Barman-000001,
20,Bring drinks,2024-05-06 23:31:48,Barman-000003,
20,Review drinks,2024-05-06 23:32:22,Waiter-000002,
20,Signal food complete,2024-05-06 23:50:55,Cook-000001,
20,Bring food,2024-05-06 23:53:21,Cook helper-000003,
20,Deliver to customer,2024-05-06 23:56:29,Waiter-000003,
20,EVENT 8 END,2024-05-06 23:56:57,,
21,start;Take order,2024-05-06 23:15:00,Waiter-000003,
21,Review order,2024-05-06 23:23:54,Waiter-000001,
21,prepare drinks;Prepare starter,2024-05-06 23:24:28,Cook helper-000001,
21,Prepare main course,2024-05-06 23:28:10,Cook-000001,
21,Bring drinks;Review drinks,2024-05-06 23:35:41,Barman-000003,form-based events(2024-05-06 23:35:41.397)
21,Signal food complete,2024-05-07 00:05:51,Cook-000002,
21,Bring food,2024-05-07 00:11:39,Cook helper-000001,
21,Deliver to customer,2024-05-07 00:18:09,Waiter-000002,
21,EVENT 8 END,2024-05-07 00:19:02,,
22,start;Take order,2024-05-06 23:30:00,Waiter-000005,
22,Review order,2024-05-06 23:33:22,Waiter-000004,
22,prepare drinks,2024-05-06 23:35:31,Barman-000001,
22,Bring drinks,2024-05-06 23:36:10,Barman-000002,
22,Review drinks,2024-05-06 23:38:42,Waiter-000001,
22,Prepare main course,2024-05-06 23:53:21,Cook-000001,
22,Signal food complete,2024-05-07 00:11:39,Cook-000002,
22,Bring food,2024-05-07 00:49:40,Cook helper-000003,
22,Deliver to customer,2024-05-07 00:49:59,Waiter-000004,
22,EVENT 8 END,2024-05-07 00:50:55,,
23,start;Take order,2024-05-06 23:45:00,Waiter-000002,
23,Review order,2024-05-06 23:45:02,Waiter-000005,
23,prepare drinks,2024-05-06 23:45:35,Barman-000001,
23,Bring drinks,2024-05-06 23:45:40,Barman-000003,
23,Prepare main course,2024-05-06 23:54:34,Cook-000001,
23,Review drinks,2024-05-06 23:55:29,Waiter-000004,
23,Signal food complete,2024-05-07 00:50:42,Cook-000002,
23,Bring food,2024-05-07 00:57:15,Cook helper-000003,
23,Deliver to customer,2024-05-07 00:58:26,Waiter-000002,
23,EVENT 8 END,2024-05-07 00:59:03,,
24,start;Take order,2024-05-07 00:00:00,Waiter-000001,
24,Review order,2024-05-07 00:01:17,Waiter-000002,
24,prepare drinks,2024-05-07 00:01:29,Barman-000002,
24,Bring drinks,2024-05-07 00:06:29,Barman-000001,
24,Review drinks,2024-05-07 00:09:31,Waiter-000005,
24,Prepare main course,2024-05-07 00:35:41,Cook-000001,
24,Signal food complete,2024-05-07 01:24:49,Cook-000003,
24,Bring food,2024-05-07 01:50:36,Cook helper-000003,
24,Deliver to customer,2024-05-07 01:53:30,Waiter-000003,
24,EVENT 8 END,2024-05-07 01:56:51,,
25,start;Take order,2024-05-07 00:15:00,Waiter-000003,
25,Review order,2024-05-07 00:15:43,Waiter-000001,
25,prepare drinks;Prepare starter,2024-05-07 00:16:41,Cook helper-000003,
25,Bring drinks,2024-05-07 00:17:27,Barman-000002,
25,Review drinks,2024-05-07 00:22:45,Waiter-000005,
25,Signal food complete,2024-05-07 00:49:26,Cook-000003,
25,Bring food,2024-05-07 01:23:38,Cook helper-000002,
25,Deliver to customer,2024-05-07 01:27:32,Waiter-000003,
25,EVENT 8 END,2024-05-07 01:30:33,,
26,start;Take order,2024-05-07 00:30:00,Waiter-000004,
26,Review order,2024-05-07 00:31:43,Waiter-000003,
26,prepare drinks,2024-05-07 00:33:13,Barman-000001,
26,Bring drinks,2024-05-07 00:34:11,Barman-000003,
26,Review drinks,2024-05-07 00:35:54,Waiter-000001,
26,Prepare main course,2024-05-07 00:49:40,Cook-000002,
26,Signal food complete,2024-05-07 01:17:31,Cook-000002,
26,Bring food,2024-05-07 01:32:09,Cook helper-000003,
26,Deliver to customer,2024-05-07 01:32:47,Waiter-000001,
26,EVENT 8 END,2024-05-07 01:32:52,,
27,start;Take order,2024-05-07 00:45:00,Waiter-000002,
27,Review order,2024-05-07 00:49:21,Waiter-000005,
27,prepare drinks;Prepare starter,2024-05-07 00:50:05,Cook helper-000001,
27,Bring drinks,2024-05-07 00:50:33,Barman-000001,
27,Review drinks,2024-05-07 00:52:47,Waiter-000001,
27,prepare drinks,2024-05-07 00:56:56,Barman-000003,
27,Prepare main course,2024-05-07 00:57:15,Cook-000002,
27,Bring drinks,2024-05-07 01:08:03,Barman-000002,
27,Review drinks,2024-05-07 01:10:01,Waiter-000001,
27,Signal food complete,2024-05-07 01:23:38,Cook-000003,
27,Bring food,2024-05-07 01:24:49,Cook helper-000001,
27,Deliver to customer,2024-05-07 01:25:13,Waiter-000004,
27,EVENT 8 END,2024-05-07 01:32:04,,
28,start;Take order,2024-05-07 01:00:00,Waiter-000005,
28,Review order,2024-05-07 01:00:31,Waiter-000004,
28,prepare drinks,2024-05-07 01:01:52,Barman-000002,
28,Bring drinks;Review drinks,2024-05-07 01:03:06,Barman-000001,form-based events(2024-05-07 01:03:06.308)
28,Prepare main course,2024-05-07 01:19:12,Cook-000001,
28,Signal food complete,2024-05-07 01:32:09,Cook-000002,
28,Bring food,2024-05-07 01:49:12,Cook helper-000002,
28,Deliver to customer,2024-05-07 01:51:28,Waiter-000005,
28,EVENT 8 END,2024-05-07 01:53:44,,
29,start;Take order,2024-05-07 01:15:00,Waiter-000002,
29,Review order,2024-05-07 01:15:32,Waiter-000005,
29,prepare drinks,2024-05-07 01:15:52,Barman-000001,
29,Prepare main course,2024-05-07 01:20:36,Cook-000001,
29,Bring drinks;Review drinks,2024-05-07 01:31:50,Barman-000003,form-based events(2024-05-07 01:31:50.553)
29,Signal food complete,2024-05-07 18:21:45,Cook-000001,
29,Bring food,2024-05-07 18:40:37,Cook helper-000001,
29,Deliver to customer,2024-05-07 18:54:14,Waiter-000003,
29,EVENT 8 END,2024-05-07 18:58:35,,
30,start;Take order,2024-05-07 01:30:00,Waiter-000001,
30,Review order,2024-05-07 01:30:27,Waiter-000002,
30,prepare drinks,2024-05-07 01:32:11,Barman-000002,
30,Bring drinks,2024-05-07 01:34:54,Barman-000001,
30,Review drinks,2024-05-07 01:37:02,Waiter-000003,
30,Prepare main course,2024-05-07 01:49:12,Cook-000002,
30,Signal food complete,2024-05-07 18:07:54,Cook-000003,
30,Bring food,2024-05-07 18:17:07,Cook helper-000002,
30,Deliver to customer,2024-05-07 18:20:28,Waiter-000002,
30,EVENT 8 END,2024-05-07 18:25:08,,
31,start;Take order,2024-05-07 01:45:00,Waiter-000004,
31,Review order,2024-05-07 01:45:18,Waiter-000002,
31,prepare drinks;Prepare starter,2024-05-07 01:45:35,Cook helper-000001,
31,Bring drinks,2024-05-07 01:47:23,Barman-000002,
31,Review drinks,2024-05-07 01:48:40,Waiter-000001,
31,Prepare main course,2024-05-07 01:50:36,Cook-000003,
31,Signal food complete,2024-05-07 18:00:30,Cook-000003,
31,Bring food,2024-05-07 18:07:54,Cook helper-000001,
31,Deliver to customer,2024-05-07 18:10:42,Waiter-000005,
31,EVENT 8 END,2024-05-07 18:11:51,,
32,start,2024-05-07 02:00:00,,
32,Take order,2024-05-07 18:00:00,Waiter-000004,
32,Review order,2024-05-07 18:00:49,Waiter-000002,
32,prepare drinks,2024-05-07 18:02:00,Barman-000001,
32,Bring drinks,2024-05-07 18:03:52,Barman-000003,
32,Review drinks,2024-05-07 18:04:19,Waiter-000001,
32,Prepare main course,2024-05-07 18:07:28,Cook-000002,
32,Signal food complete,2024-05-07 18:16:33,Cook-000002,
32,Bring food,2024-05-07 18:34:29,Cook helper-000003,
32,Deliver to customer,2024-05-07 18:45:42,Waiter-000002,
32,EVENT 8 END,2024-05-07 18:48:00,,
33,start;Take order,2024-05-07 18:15:00,Waiter-000003,
33,Review order,2024-05-07 18:15:38,Waiter-000004,
33,prepare drinks;Prepare main course,2024-05-07 18:17:56,Cook-000003,
33,Bring drinks,2024-05-07 18:21:22,Barman-000001,
33,Signal food complete,2024-05-07 18:22:48,Cook-000003,
33,Review drinks,2024-05-07 18:29:43,Waiter-000001,
33,Bring food,2024-05-07 19:03:29,Cook helper-000002,
33,Deliver to customer,2024-05-07 19:07:38,Waiter-000003,
33,EVENT 8 END,2024-05-07 19:08:48,,
34,start;Take order,2024-05-07 18:30:00,Waiter-000005,
34,Review order,2024-05-07 18:35:56,Waiter-000003,
34,prepare drinks;Prepare main course,2024-05-07 18:36:20,Cook-000002,
34,Signal food complete,2024-05-07 18:44:45,Cook-000001,
34,Bring food,2024-05-07 18:55:47,Cook helper-000003,
34,Bring drinks,2024-05-07 19:00:02,Barman-000002,
34,Review drinks,2024-05-07 19:05:19,Waiter-000002,
34,Deliver to customer,2024-05-07 19:05:23,Waiter-000005,
34,EVENT 8 END,2024-05-07 19:07:57,,
35,start;Take order,2024-05-07 18:45:00,Waiter-000004,
35,Review order,2024-05-07 18:46:56,Waiter-000001,
35,prepare drinks;Prepare main course;Prepare starter,2024-05-07 18:47:51,Cook-000002,
35,Bring drinks,2024-05-07 18:49:02,Barman-000001,
35,Signal food complete,2024-05-07 18:49:50,Cook-000002,
35,Review drinks,2024-05-07 18:50:00,Waiter-000005,
35,Bring food,2024-05-07 20:05:05,Cook helper-000001,
35,Deliver to customer,2024-05-07 20:10:32,Waiter-000004,
35,EVENT 8 END,2024-05-07 20:11:11,,
36,start;Take order,2024-05-07 19:00:00,Waiter-000004,
36,Review order,2024-05-07 19:00:10,Waiter-000001,
36,prepare drinks;Prepare main course,2024-05-07 19:02:05,Cook-000001,
36,Bring drinks,2024-05-07 19:09:35,Barman-000003,
36,Review drinks,2024-05-07 19:18:15,Waiter-000002,
36,Signal food complete,2024-05-07 19:19:00,Cook-000001,
36,Bring food,2024-05-07 19:24:23,Cook helper-000001,
36,Deliver to customer,2024-05-07 19:32:49,Waiter-000004,
36,EVENT 8 END,2024-05-07 19:33:45,,
37,start;Take order,2024-05-07 19:15:00,Waiter-000004,
37,Review order,2024-05-07 19:15:30,Waiter-000001,
37,prepare drinks;Prepare main course,2024-05-07 19:16:39,Cook-000003,
37,Bring drinks,2024-05-07 19:20:46,Barman-000001,
37,Signal food complete,2024-05-07 19:41:42,Cook-000003,
37,Bring food,2024-05-07 19:42:33,Cook helper-000003,
37,Review drinks,2024-05-07 19:46:20,Waiter-000003,
37,prepare drinks,2024-05-07 19:46:24,Barman-000002,
37,Bring drinks,2024-05-07 19:49:18,Barman-000001,
37,Review drinks,2024-05-07 19:51:39,Waiter-000004,
37,Deliver to customer,2024-05-07 19:51:55,Waiter-000001,
37,EVENT 8 END,2024-05-07 19:53:08,,
38,Review order;start;Take order,2024-05-07 19:30:00,Waiter-000005,
38,prepare drinks;Prepare main course,2024-05-07 19:31:10,Cook-000001,
38,Bring drinks,2024-05-07 19:41:06,Barman-000002,
38,Review drinks,2024-05-07 19:43:25,Waiter-000001,
38,Signal food complete,2024-05-07 19:52:24,Cook-000001,
38,Bring food,2024-05-07 20:54:28,Cook helper-000003,
38,Deliver to customer,2024-05-07 20:55:39,Waiter-000003,
38,EVENT 8 END,2024-05-07 20:58:21,,
39,start;Take order,2024-05-07 19:45:00,Waiter-000002,
39,Review order,2024-05-07 19:45:50,Waiter-000005,
39,prepare drinks;Prepare main course;Prepare starter,2024-05-07 19:45:57,Cook-000003,
39,Signal food complete,2024-05-07 19:53:45,Cook-000003,
39,Bring drinks,2024-05-07 19:55:39,Barman-000002,
39,Review drinks,2024-05-07 20:02:02,Waiter-000005,
39,Bring food,2024-05-07 20:06:36,Cook helper-000003,
39,Deliver to customer,2024-05-07 20:12:35,Waiter-000001,
39,EVENT 8 END,2024-05-07 20:14:42,,
40,start;Take order,2024-05-07 20:00:00,Waiter-000002,
40,Review order,2024-05-07 20:05:53,Waiter-000003,
40,prepare drinks;Prepare starter,2024-05-07 20:07:28,Cook helper-000002,
40,Bring drinks,2024-05-07 20:09:16,Barman-000003,
40,Signal food complete,2024-05-07 20:09:54,Cook-000002,
40,Bring food,2024-05-07 20:14:23,Cook helper-000002,
40,Review drinks,2024-05-07 20:31:38,Waiter-000005,
40,prepare drinks,2024-05-07 20:33:59,Barman-000003,
40,Bring drinks;Review drinks,2024-05-07 20:37:48,Barman-000002,form-based events(2024-05-07 20:37:48.724)
40,Deliver to customer,2024-05-07 20:40:44,Waiter-000004,
40,EVENT 8 END,2024-05-07 20:41:52,,
41,start;Take order,2024-05-07 20:15:00,Waiter-000005,
41,Review order,2024-05-07 20:15:30,Waiter-000002,
41,prepare drinks;Prepare main course,2024-05-07 20:15:50,Cook-000003,
41,Bring drinks,2024-05-07 20:26:02,Barman-000001,
41,Review drinks,2024-05-07 20:28:03,Waiter-000003,
41,Signal food complete,2024-05-07 21:02:14,Cook-000003,
41,Bring food,2024-05-07 21:33:53,Cook helper-000002,
41,Deliver to customer,2024-05-07 21:37:11,Waiter-000005,
41,EVENT 8 END,2024-05-07 21:43:24,,
42,start;Take order,2024-05-07 20:30:00,Waiter-000004,
42,Review order,2024-05-07 20:30:02,Waiter-000001,
42,prepare drinks;Prepare main course,2024-05-07 20:30:20,Cook-000002,
42,Bring drinks,2024-05-07 20:31:43,Barman-000001,
42,Review drinks,2024-05-07 20:32:08,Waiter-000002,
42,Signal food complete,2024-05-07 20:36:05,Cook-000002,
42,Bring food,2024-05-07 20:49:11,Cook helper-000001,
42,Deliver to customer,2024-05-07 20:52:38,Waiter-000005,
42,EVENT 8 END,2024-05-07 20:55:42,,
43,start;Take order,2024-05-07 20:45:00,Waiter-000001,
43,Review order,2024-05-07 20:46:24,Waiter-000002,
43,prepare drinks,2024-05-07 20:46:54,Barman-000001,
43,Prepare main course,2024-05-07 20:49:11,Cook-000002,
43,Bring drinks,2024-05-07 21:10:01,Barman-000002,
43,Review drinks,2024-05-07 21:11:18,Waiter-000002,
43,prepare drinks,2024-05-07 21:11:21,Barman-000001,
43,Bring drinks,2024-05-07 21:13:47,Barman-000003,
43,Review drinks,2024-05-07 21:16:31,Waiter-000004,
43,prepare drinks,2024-05-07 21:18:20,Barman-000001,
43,Bring drinks,2024-05-07 21:23:13,Barman-000003,
43,Review drinks,2024-05-07 21:29:41,Waiter-000003,
43,Signal food complete,2024-05-07 21:30:32,Cook-000001,
43,Bring food,2024-05-07 21:51:21,Cook helper-000003,
43,Deliver to customer,2024-05-07 22:07:45,Waiter-000004,
