Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
10009138,2014-06-04 07:00:02,560912,enter senddate decision,enter senddate decision,0,
10009138,2014-06-04 07:00:03,560912,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
10009138,2014-06-04 07:00:04,560912,phase decision sent,phase decision sent,0,
10009138,2014-06-04 07:00:05,560912,phase decision taken,phase decision taken,0,
10009138,2014-06-04 07:00:06,560912,record date of decision environmental permit,record date of decision environmental permit,0,
10009138,2014-06-04 07:00:07,560912,register objection and appeal periods,register objection and appeal periods,0,
10009138,2014-06-04 07:00:08,560912,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10009138,2014-06-04 07:00:09,560912,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10009138,2014-06-05 07:00:09,560912,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
10009138,2014-06-05 07:00:10,560912,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10051383,2014-04-17 07:00:31,560872,OLO messaging active,OLO messaging active,0,
10051383,2014-04-17 07:00:32,560872,create procedure confirmation,create procedure confirmation,0,
10051383,2014-04-17 07:00:33,560872,create publication document,create publication document,0,
10051383,2014-04-17 07:00:34,560872,create subcases completeness,create subcases completeness,0,
10051383,2014-04-17 07:00:35,560872,forward to the competent authority,forward to the competent authority,0,
10051383,2014-04-17 07:00:36,560872,phase application received,phase application received,0,
10051383,2014-04-17 07:00:37,560872,register submission date request,register submission date request,0,
10051383,2014-04-17 07:00:38,560872,registration date publication,registration date publication,0,
10051383,2014-04-17 07:00:39,560872,regular procedure without MER,regular procedure without MER,0,
10051383,2014-04-17 07:00:40,560872,send confirmation receipt,send confirmation receipt,0,
10051383,2014-04-17 07:00:41,560872,send confirmation receipt,send confirmation receipt,0,
10051383,2014-04-17 07:00:42,560872,start WABOprocedure,start WABOprocedure,0,
10051383,2014-05-27 07:00:48,2670601,create letter requesting missing data,create letter requesting missing data,0,
10051383,2014-05-27 07:00:49,2670601,phase asked additional information,phase asked additional information,0,
10051383,2014-05-27 07:00:50,2670601,procedure change,procedure change,0,
10051383,2014-05-27 07:00:51,2670601,request complete,request complete,0,
10051383,2014-05-27 07:00:52,2670601,retrieve missing data,retrieve missing data,0,
10051383,2014-05-27 07:00:53,2670601,term for supplying missing data,term for supplying missing data,0,
10051383,2014-06-13 07:00:31,2670601,enter receipt of additional data,enter receipt of additional data,0,
10051383,2014-06-13 07:00:32,2670601,phase additional information received,phase additional information received,0,
10051383,2014-06-16 07:00:12,560872,MER present in supplement,MER present in supplement,0,
10051383,2014-06-16 07:00:13,560872,send confirmation receipt additional data,send confirmation receipt additional data,0,
10051383,2014-06-24 07:00:01,2670601,ask stakeholders views,ask stakeholders views,0,
10051383,2014-06-24 07:00:02,2670601,assessment of content completed,assessment of content completed,0,
10051383,2014-06-24 07:00:03,2670601,by law,by law,0,
10051383,2014-06-24 07:00:04,2670601,completed subcases content,completed subcases content,0,
10051383,2014-06-24 07:00:05,2670601,coordination of application,coordination of application,0,
10051383,2014-06-24 07:00:06,560912,creating cover letter decision,creating cover letter decision,0,
10051383,2014-06-24 07:00:07,2670601,creating environmental permit decision,creating environmental permit decision,0,
10051383,2014-06-24 07:00:08,2670601,decision date prior to decision,decision date prior to decision,0,
10051383,2014-06-24 07:00:09,560912,enter senddate decision,enter senddate decision,0,
10051383,2014-06-24 07:00:10,560912,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10051383,2014-06-24 07:00:11,2670601,generating decision environmental permit,generating decision environmental permit,0,
10051383,2014-06-24 07:00:12,2670601,grounds for refusal,grounds for refusal,0,
10051383,2014-06-24 07:00:13,2670601,phase advice known,phase advice known,0,
10051383,2014-06-24 07:00:14,2670601,phase application receptive,phase application receptive,0,
10051383,2014-06-24 07:00:15,2670601,phase decision ready,phase decision ready,0,
10051383,2014-06-24 07:00:16,560912,phase decision sent,phase decision sent,0,
10051383,2014-06-24 07:00:17,560912,phase decision taken,phase decision taken,0,
10051383,2014-06-24 07:00:18,2670601,procedure change,procedure change,0,
10051383,2014-06-24 07:00:19,2670601,procedure change after completeness,procedure change after completeness,0,
10051383,2014-06-24 07:00:20,560912,register objection and appeal periods,register objection and appeal periods,0,
10051383,2014-06-24 07:00:21,2670601,request complete,request complete,0,
10051383,2014-06-24 07:00:22,2670601,send letter in progress,send letter in progress,0,
10051383,2014-06-24 07:00:23,2670601,set decision status,set decision status,0,
10051383,2014-06-24 07:00:24,2670601,submit decision,submit decision,0,
10051383,2014-06-24 07:00:25,2670601,suspension ground applicable,suspension ground applicable,0,
10051383,2014-06-24 07:00:26,560912,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10051383,2014-06-24 07:00:27,2670601,treat subcases content,treat subcases content,0,
10051383,2014-06-26 07:00:09,560912,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10051383,2014-06-26 07:00:10,560912,record date of decision environmental permit,record date of decision environmental permit,0,
10051383,2014-06-26 07:00:11,560912,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10051383,2014-06-26 07:00:12,560912,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10053042,2014-04-14 07:00:41,9264148,register submission date request,register submission date request,0,
10053042,2014-04-17 07:00:43,9264148,OLO messaging active,OLO messaging active,0,
10053042,2014-04-17 07:00:44,9264148,create procedure confirmation,create procedure confirmation,0,
10053042,2014-04-17 07:00:45,9264148,create publication document,create publication document,0,
10053042,2014-04-17 07:00:46,9264148,create subcases completeness,create subcases completeness,0,
10053042,2014-04-17 07:00:47,9264148,forward to the competent authority,forward to the competent authority,0,
10053042,2014-04-17 07:00:48,9264148,phase application received,phase application received,0,
10053042,2014-04-17 07:00:49,9264148,registration date publication,registration date publication,0,
10053042,2014-04-17 07:00:50,9264148,regular procedure without MER,regular procedure without MER,0,
10053042,2014-04-17 07:00:51,9264148,send confirmation receipt,send confirmation receipt,0,
10053042,2014-04-17 07:00:52,9264148,send confirmation receipt,send confirmation receipt,0,
10053042,2014-04-17 07:00:53,9264148,start WABOprocedure,start WABOprocedure,0,
10053042,2014-05-26 07:00:05,2670601,create letter requesting missing data,create letter requesting missing data,0,
10053042,2014-05-26 07:00:06,2670601,phase asked additional information,phase asked additional information,0,
10053042,2014-05-26 07:00:07,2670601,procedure change,procedure change,0,
10053042,2014-05-26 07:00:08,2670601,request complete,request complete,0,
10053042,2014-05-26 07:00:09,2670601,retrieve missing data,retrieve missing data,0,
10053042,2014-05-26 07:00:10,2670601,term for supplying missing data,term for supplying missing data,0,
10053042,2014-06-23 07:00:01,2670601,phase additional information received,phase additional information received,0,
10053042,2014-06-23 07:00:02,2670601,receive additional information,receive additional information,0,
10053042,2014-06-24 07:00:28,2670601,MER present in supplement,MER present in supplement,0,
10053042,2014-06-24 07:00:29,2670601,article 34  WABO applies,article 34  WABO applies,0,
10053042,2014-06-24 07:00:30,2670601,ask stakeholders views,ask stakeholders views,0,
10053042,2014-06-24 07:00:31,2670601,assessment of content completed,assessment of content completed,0,
10053042,2014-06-24 07:00:32,2670601,by law,by law,0,
10053042,2014-06-24 07:00:33,2670601,completed subcases content,completed subcases content,0,
10053042,2014-06-24 07:00:34,2670601,coordination of application,coordination of application,0,
10053042,2014-06-24 07:00:35,2670601,creating environmental permit decision,creating environmental permit decision,0,
10053042,2014-06-24 07:00:36,2670601,decision date prior to decision,decision date prior to decision,0,
10053042,2014-06-24 07:00:37,2670601,generating decision environmental permit,generating decision environmental permit,0,
10053042,2014-06-24 07:00:38,2670601,grounds for refusal,grounds for refusal,0,
10053042,2014-06-24 07:00:39,2670601,phase advice known,phase advice known,0,
10053042,2014-06-24 07:00:40,2670601,phase application receptive,phase application receptive,0,
10053042,2014-06-24 07:00:41,2670601,procedure change,procedure change,0,
10053042,2014-06-24 07:00:42,2670601,procedure change after completeness,procedure change after completeness,0,
10053042,2014-06-24 07:00:43,2670601,request complete,request complete,0,
10053042,2014-06-24 07:00:44,2670601,send confirmation receipt additional data,send confirmation receipt additional data,0,
10053042,2014-06-24 07:00:45,2670601,send letter in progress,send letter in progress,0,
10053042,2014-06-24 07:00:46,2670601,set decision status,set decision status,0,
10053042,2014-06-24 07:00:47,2670601,suspension ground applicable,suspension ground applicable,0,
10053042,2014-06-24 07:00:48,2670601,treat subcases content,treat subcases content,0,
10053042,2014-06-30 07:00:37,2670601,phase decision ready,phase decision ready,0,
10053042,2014-06-30 07:00:38,2670601,submit decision,submit decision,0,
10053042,2014-07-01 07:00:02,560912,creating cover letter decision,creating cover letter decision,0,
10053042,2014-07-01 07:00:03,560912,enter senddate decision,enter senddate decision,0,
10053042,2014-07-01 07:00:04,560912,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10053042,2014-07-01 07:00:05,560912,phase decision sent,phase decision sent,0,
10053042,2014-07-01 07:00:06,560912,phase decision taken,phase decision taken,0,
10053042,2014-07-01 07:00:07,560912,register objection and appeal periods,register objection and appeal periods,0,
10053042,2014-07-01 07:00:08,560912,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10053042,2014-07-03 07:00:29,560912,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10053042,2014-07-03 07:00:30,560912,record date of decision environmental permit,record date of decision environmental permit,0,
10053042,2014-07-03 07:00:31,560912,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10053042,2014-07-03 07:00:32,560912,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10083315,2014-04-17 07:00:54,560872,register submission date request,register submission date request,0,
10083315,2014-04-25 07:00:20,560872,OLO messaging active,OLO messaging active,0,
10083315,2014-04-25 07:00:21,560872,create procedure confirmation,create procedure confirmation,0,
10083315,2014-04-25 07:00:22,560872,create publication document,create publication document,0,
10083315,2014-04-25 07:00:23,560872,create subcases completeness,create subcases completeness,0,
10083315,2014-04-25 07:00:24,560872,forward to the competent authority,forward to the competent authority,0,
10083315,2014-04-25 07:00:25,560872,phase application received,phase application received,0,
10083315,2014-04-25 07:00:26,560872,registration date publication,registration date publication,0,
10083315,2014-04-25 07:00:27,560872,regular procedure without MER,regular procedure without MER,0,
10083315,2014-04-25 07:00:28,560872,send confirmation receipt,send confirmation receipt,0,
10083315,2014-04-25 07:00:29,560872,send confirmation receipt,send confirmation receipt,0,
10083315,2014-04-25 07:00:30,560872,start WABOprocedure,start WABOprocedure,0,
10083315,2014-05-26 07:00:11,2670601,create letter requesting missing data,create letter requesting missing data,0,
10083315,2014-05-26 07:00:12,2670601,phase asked additional information,phase asked additional information,0,
10083315,2014-05-26 07:00:13,2670601,procedure change,procedure change,0,
10083315,2014-05-26 07:00:14,2670601,request complete,request complete,0,
10083315,2014-05-26 07:00:15,2670601,retrieve missing data,retrieve missing data,0,
10083315,2014-05-26 07:00:16,2670601,term for supplying missing data,term for supplying missing data,0,
10083315,2014-05-27 07:00:54,2670601,enter senddate retrieve missing data,enter senddate retrieve missing data,0,
10083315,2014-07-04 07:00:27,2670601,MER present in supplement,MER present in supplement,0,
10083315,2014-07-04 07:00:28,2670601,enter receipt of additional data,enter receipt of additional data,0,
10083315,2014-07-04 07:00:29,2670601,phase additional information received,phase additional information received,0,
10083315,2014-07-04 07:00:30,2670601,receive additional information,receive additional information,0,
10083315,2014-07-04 07:00:31,2670601,send confirmation receipt additional data,send confirmation receipt additional data,0,
10083315,2014-07-07 07:01:09,2670601,article 34  WABO applies,article 34  WABO applies,0,
10083315,2014-07-07 07:01:10,2670601,ask stakeholders views,ask stakeholders views,0,
10083315,2014-07-07 07:01:11,2670601,assessment of content completed,assessment of content completed,0,
10083315,2014-07-07 07:01:12,2670601,by law,by law,0,
10083315,2014-07-07 07:01:13,2670601,completed subcases content,completed subcases content,0,
10083315,2014-07-07 07:01:14,2670601,coordination of application,coordination of application,0,
10083315,2014-07-07 07:01:15,2670601,creating environmental permit decision,creating environmental permit decision,0,
10083315,2014-07-07 07:01:16,2670601,decision date prior to decision,decision date prior to decision,0,
10083315,2014-07-07 07:01:17,2670601,generating decision environmental permit,generating decision environmental permit,0,
10083315,2014-07-07 07:01:18,2670601,grounds for refusal,grounds for refusal,0,
10083315,2014-07-07 07:01:19,2670601,phase advice known,phase advice known,0,
10083315,2014-07-07 07:01:20,2670601,phase application receptive,phase application receptive,0,
10083315,2014-07-07 07:01:21,2670601,phase decision ready,phase decision ready,0,
10083315,2014-07-07 07:01:22,2670601,procedure change,procedure change,0,
10083315,2014-07-07 07:01:23,2670601,procedure change after completeness,procedure change after completeness,0,
10083315,2014-07-07 07:01:24,2670601,request complete,request complete,0,
10083315,2014-07-07 07:01:25,2670601,send letter in progress,send letter in progress,0,
10083315,2014-07-07 07:01:26,2670601,set decision status,set decision status,0,
10083315,2014-07-07 07:01:27,2670601,submit decision,submit decision,0,
10083315,2014-07-07 07:01:28,2670601,suspension ground applicable,suspension ground applicable,0,
10083315,2014-07-07 07:01:29,2670601,treat subcases content,treat subcases content,0,
10083315,2014-07-11 07:00:17,560890,create monitoring case,create monitoring case,0,
10083315,2014-07-11 07:00:18,560890,creating cover letter decision,creating cover letter decision,0,
10083315,2014-07-11 07:00:19,560890,enter senddate decision,enter senddate decision,0,
10083315,2014-07-11 07:00:20,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10083315,2014-07-11 07:00:21,560890,phase decision sent,phase decision sent,0,
10083315,2014-07-11 07:00:22,560890,phase decision taken,phase decision taken,0,
10083315,2014-07-11 07:00:23,560890,register objection and appeal periods,register objection and appeal periods,0,
10083315,2014-07-11 07:00:24,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10083315,2014-07-17 07:00:08,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10083315,2014-07-17 07:00:09,560890,record date of decision environmental permit,record date of decision environmental permit,0,
10083315,2014-07-17 07:00:10,560890,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10083315,2014-07-17 07:00:11,560890,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10093171,2014-04-22 07:00:52,560912,register submission date request,register submission date request,0,
10093171,2014-04-29 07:00:51,560912,OLO messaging active,OLO messaging active,0,
10093171,2014-04-29 07:00:52,560912,create procedure confirmation,create procedure confirmation,0,
10093171,2014-04-29 07:00:53,560912,create publication document,create publication document,0,
10093171,2014-04-29 07:00:54,560912,forward to the competent authority,forward to the competent authority,0,
10093171,2014-04-29 07:00:55,560912,phase application received,phase application received,0,
10093171,2014-04-29 07:00:56,560912,registration date publication,registration date publication,0,
10093171,2014-04-29 07:00:57,560912,regular procedure without MER,regular procedure without MER,0,
10093171,2014-04-29 07:00:58,560912,send confirmation receipt,send confirmation receipt,0,
10093171,2014-04-29 07:00:59,560912,send confirmation receipt,send confirmation receipt,0,
10093171,2014-04-29 07:01:00,560912,start WABOprocedure,start WABOprocedure,0,
10093171,2014-06-12 07:00:08,2670601,article 34  WABO applies,article 34  WABO applies,0,
10093171,2014-06-12 07:00:09,2670601,ask stakeholders views,ask stakeholders views,0,
10093171,2014-06-12 07:00:10,2670601,assessment of content completed,assessment of content completed,0,
10093171,2014-06-12 07:00:11,2670601,by law,by law,0,
10093171,2014-06-12 07:00:12,2670601,completed subcases content,completed subcases content,0,
10093171,2014-06-12 07:00:13,2670601,coordination of application,coordination of application,0,
10093171,2014-06-12 07:00:14,2670601,create subcases completeness,create subcases completeness,0,
10093171,2014-06-12 07:00:15,2670601,creating environmental permit decision,creating environmental permit decision,0,
10093171,2014-06-12 07:00:16,2670601,decision date prior to decision,decision date prior to decision,0,
10093171,2014-06-12 07:00:17,2670601,generating decision environmental permit,generating decision environmental permit,0,
10093171,2014-06-12 07:00:18,2670601,grounds for refusal,grounds for refusal,0,
10093171,2014-06-12 07:00:19,2670601,phase advice known,phase advice known,0,
10093171,2014-06-12 07:00:20,2670601,phase application receptive,phase application receptive,0,
10093171,2014-06-12 07:00:21,2670601,phase decision ready,phase decision ready,0,
10093171,2014-06-12 07:00:22,2670601,procedure change,procedure change,0,
10093171,2014-06-12 07:00:23,2670601,procedure change,procedure change,0,
10093171,2014-06-12 07:00:24,2670601,request complete,request complete,0,
10093171,2014-06-12 07:00:25,2670601,send letter in progress,send letter in progress,0,
10093171,2014-06-12 07:00:26,2670601,set decision status,set decision status,0,
10093171,2014-06-12 07:00:27,2670601,submit decision,submit decision,0,
10093171,2014-06-12 07:00:28,2670601,suspension ground applicable,suspension ground applicable,0,
10093171,2014-06-12 07:00:29,2670601,treat subcases content,treat subcases content,0,
10093171,2014-07-04 07:00:32,560890,create monitoring case,create monitoring case,0,
10093171,2014-07-04 07:00:33,560890,creating cover letter decision,creating cover letter decision,0,
10093171,2014-07-04 07:00:34,560890,enter senddate decision,enter senddate decision,0,
10093171,2014-07-04 07:00:35,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10093171,2014-07-04 07:00:36,560890,phase decision sent,phase decision sent,0,
10093171,2014-07-04 07:00:37,560890,phase decision taken,phase decision taken,0,
10093171,2014-07-04 07:00:38,560890,register objection and appeal periods,register objection and appeal periods,0,
10093171,2014-07-04 07:00:39,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10093171,2014-07-10 07:00:02,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
10093171,2014-07-10 07:00:03,560890,record date of decision environmental permit,record date of decision environmental permit,0,
10093171,2014-07-10 07:00:04,560890,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10093171,2014-07-10 07:00:05,560890,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10128431,2014-04-25 07:00:31,560872,register submission date request,register submission date request,0,
10128431,2014-04-29 07:01:01,560872,OLO messaging active,OLO messaging active,0,
10128431,2014-04-29 07:01:02,560872,create procedure confirmation,create procedure confirmation,0,
10128431,2014-04-29 07:01:03,560872,create publication document,create publication document,0,
10128431,2014-04-29 07:01:04,560872,create subcases completeness,create subcases completeness,0,
10128431,2014-04-29 07:01:05,560872,forward to the competent authority,forward to the competent authority,0,
10128431,2014-04-29 07:01:06,560872,phase application received,phase application received,0,
10128431,2014-04-29 07:01:07,560872,registration date publication,registration date publication,0,
10128431,2014-04-29 07:01:08,560872,regular procedure without MER,regular procedure without MER,0,
10128431,2014-04-29 07:01:09,560872,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
10128431,2014-04-29 07:01:10,560872,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
10128431,2014-04-29 07:01:11,560872,start WABOprocedure,start WABOprocedure,0,
10128431,2014-05-26 07:00:17,2670601,create letter requesting missing data,create letter requesting missing data,0,
10128431,2014-05-26 07:00:18,560872,enter receipt of additional data,enter receipt of additional data,0,
10128431,2014-05-26 07:00:19,2670601,phase asked additional information,phase asked additional information,0,
10128431,2014-05-26 07:00:20,2670601,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
10128431,2014-05-26 07:00:21,2670601,request complete,request complete,0,
10128431,2014-05-26 07:00:22,2670601,retrieve missing data,retrieve missing data,0,
10128431,2014-05-26 07:00:23,2670601,term for supplying missing data,term for supplying missing data,0,
10128431,2014-06-02 07:00:48,560872,MER present in supplement,MER present in supplement,0,
10128431,2014-06-02 07:00:49,560872,phase additional information received,phase additional information received,0,
10128431,2014-06-02 07:00:50,560872,receive additional information,receive additional information,0,
10128431,2014-06-02 07:00:51,560872,send confirmation receipt additional data,send confirmation receipt additional data,0,
10128431,2014-06-17 07:00:04,2670601,article 34  WABO applies,article 34  WABO applies,0,
10128431,2014-06-17 07:00:05,2670601,ask stakeholders views,ask stakeholders views,0,
10128431,2014-06-17 07:00:06,2670601,assessment of content completed,assessment of content completed,0,
10128431,2014-06-17 07:00:07,2670601,by law,by law,0,
10128431,2014-06-17 07:00:08,2670601,completed subcases content,completed subcases content,0,
10128431,2014-06-17 07:00:09,2670601,coordination of application,coordination of application,0,
10128431,2014-06-17 07:00:10,2670601,create monitoring case,create monitoring case,0,
10128431,2014-06-17 07:00:11,560890,creating cover letter decision,creating cover letter decision,0,
10128431,2014-06-17 07:00:12,2670601,creating environmental permit decision,creating environmental permit decision,0,
10128431,2014-06-17 07:00:13,2670601,decision date prior to decision,decision date prior to decision,0,
10128431,2014-06-17 07:00:14,560890,enter senddate decision,enter senddate decision,0,
10128431,2014-06-17 07:00:15,560890,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
10128431,2014-06-17 07:00:16,2670601,generating decision environmental permit,generating decision environmental permit,0,
10128431,2014-06-17 07:00:17,2670601,grounds for refusal,grounds for refusal,0,
10128431,2014-06-17 07:00:18,2670601,phase advice known,phase advice known,0,
10128431,2014-06-17 07:00:19,2670601,phase application receptive,phase application receptive,0,
10128431,2014-06-17 07:00:20,560890,phase decision sent,phase decision sent,0,
10128431,2014-06-17 07:00:21,2670601,phase decision taken,phase decision taken,0,
10128431,2014-06-17 07:00:22,2670601,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
10128431,2014-06-17 07:00:23,2670601,procedure change after completeness,procedure change after completeness,0,
10128431,2014-06-17 07:00:24,2670601,register objection and appeal periods,register objection and appeal periods,0,
10128431,2014-06-17 07:00:25,2670601,request complete,request complete,0,
10128431,2014-06-17 07:00:26,2670601,send letter in progress,send letter in progress,0,
10128431,2014-06-17 07:00:27,2670601,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
10128431,2014-06-17 07:00:28,2670601,set decision status,set decision status,0,
10128431,2014-06-17 07:00:29,560890,start decision phase decision permitting sent,start decision phase decision permitting sent,0,
10128431,2014-06-17 07:00:30,2670601,suspension ground applicable,suspension ground applicable,0,
10128431,2014-06-17 07:00:31,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
10128431,2014-06-17 07:00:32,2670601,treat subcases content,treat subcases content,0,
10153084,2014-04-29 07:01:12,560872,register submission date request,register submission date request,0,
10153084,2014-05-01 07:01:17,560872,OLO messaging active,OLO messaging active,0,
10153084,2014-05-01 07:01:18,560872,create procedure confirmation,create procedure confirmation,0,
10153084,2014-05-01 07:01:19,560872,create publication document,create publication document,0,
10153084,2014-05-01 07:01:20,560872,forward to the competent authority,forward to the competent authority,0,
10153084,2014-05-01 07:01:21,560872,phase application received,phase application received,0,
10153084,2014-05-01 07:01:22,560872,registration date publication,registration date publication,0,
10153084,2014-05-01 07:01:23,560872,regular procedure without MER,regular procedure without MER,0,
10153084,2014-05-01 07:01:24,560872,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
10153084,2014-05-01 07:01:25,560872,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
10153084,2014-05-01 07:01:26,560872,start WABOprocedure,start WABOprocedure,0,
10153084,2014-06-02 07:00:52,2670601,create letter requesting missing data,create letter requesting missing data,0,
10153084,2014-06-02 07:00:53,2670601,create subcases completeness,create subcases completeness,0,
10153084,2014-06-02 07:00:54,2670601,phase asked additional information,phase asked additional information,0,
10153084,2014-06-02 07:00:55,2670601,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
10153084,2014-06-02 07:00:56,2670601,request complete,request complete,0,
10153084,2014-06-02 07:00:57,2670601,retrieve missing data,retrieve missing data,0,
10153084,2014-06-02 07:00:58,2670601,term for supplying missing data,term for supplying missing data,0,
10153084,2014-06-03 07:00:03,2670601,enter senddate retrieve missing data,enter senddate retrieve missing data,0,
10153084,2014-06-04 07:00:10,560872,enter receipt of additional data,enter receipt of additional data,0,
10153084,2014-06-05 07:00:11,560872,MER present in supplement,MER present in supplement,0,
10153084,2014-06-05 07:00:12,560872,phase additional information received,phase additional information received,0,
10153084,2014-06-05 07:00:13,560872,receive additional information,receive additional information,0,
10153084,2014-06-05 07:00:14,560872,send confirmation receipt additional data,send confirmation receipt additional data,0,
10153084,2014-06-11 07:00:33,2670601,article 34  WABO applies,article 34  WABO applies,0,
10153084,2014-06-11 07:00:34,2670601,ask stakeholders views,ask stakeholders views,0,
10153084,2014-06-11 07:00:35,2670601,assessment of content completed,assessment of content completed,0,
10153084,2014-06-11 07:00:36,2670601,by law,by law,0,
10153084,2014-06-11 07:00:37,2670601,completed subcases content,completed subcases content,0,
10153084,2014-06-11 07:00:38,2670601,coordination of application,coordination of application,0,
10153084,2014-06-11 07:00:39,2670601,creating environmental permit decision,creating environmental permit decision,0,
10153084,2014-06-11 07:00:40,2670601,decision date prior to decision,decision date prior to decision,0,
10153084,2014-06-11 07:00:41,2670601,generating decision environmental permit,generating decision environmental permit,0,
10153084,2014-06-11 07:00:42,2670601,grounds for refusal,grounds for refusal,0,
10153084,2014-06-11 07:00:43,2670601,phase advice known,phase advice known,0,
10153084,2014-06-11 07:00:44,2670601,phase application receptive,phase application receptive,0,
10153084,2014-06-11 07:00:45,2670601,phase decision ready,phase decision ready,0,
10153084,2014-06-11 07:00:46,2670601,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
