prepare drinks -> Bring drinks (frequency = 8093, performance = 886.36)
eVENT 8 END -> Take order (frequency = 16, performance = 0.00)
Signal food complete -> Bring drinks (frequency = 14, performance = 275.31)
bring drinks -> Take order (frequency = 13, performance = 0.00)
Start -> Take order (frequency = 12, performance = 0.00)
Bring food -> Review drinks (frequency = 11, performance = 447.04)
Signal food complete -> Review drinks (frequency = 11, performance = 293.65)
prepare main course -> Take order (frequency = 10, performance = 0.00)
Prepare main course -> Prepare starter (frequency = 9, performance = 0.00)
review order -> Take order (frequency = 8, performance = 0.00)
Take order -> prepare drinks (frequency = 7, performance = 169.62)
Bring drinks -> Bring food (frequency = 6, performance = 111538.88)
Bring food -> Bring drinks (frequency = 6, performance = 267.57)
deliver to customer -> Take order (frequency = 6, performance = 0.00)
take order -> start (frequency = 6, performance = 0.00)
prepare drinks -> Prepare starter (frequency = 5, performance = 27.90)
Birng drinks -> Take order (frequency = 4, performance = 0.00)
Brin food -> Take order (frequency = 4, performance = 0.00)
Brin gfood -> Take order (frequency = 4, performance = 0.00)
Bring drink -> Take order (frequency = 4, performance = 0.00)
Prepare amin course -> Take order (frequency = 4, performance = 0.00)
Prepare main course -> Deliver to customer (frequency = 4, performance = 309325.14)
Reveiw drinks -> Take order (frequency = 4, performance = 0.00)
Signal food complete -> prepare drinks (frequency = 4, performance = 41.61)
satrt -> Take order (frequency = 4, performance = 0.00)
statr -> Take order (frequency = 4, performance = 0.00)
Brin gdrinks -> Take order (frequency = 3, performance = 0.00)
Bring fod -> Take order (frequency = 3, performance = 0.00)
Bring rinks -> Take order (frequency = 3, performance = 0.00)
Bringd rinks -> Take order (frequency = 3, performance = 0.00)
Bringf ood -> Take order (frequency = 3, performance = 0.00)
Deliver t customer -> Take order (frequency = 3, performance = 0.00)
EVEN 8 END -> Take order (frequency = 3, performance = 0.00)
EVETN 8 END -> Take order (frequency = 3, performance = 0.00)
Prepare main coruse -> Take order (frequency = 3, performance = 0.00)
Prepare starter -> Review drinks (frequency = 3, performance = 331.10)
Revie drinks -> Take order (frequency = 3, performance = 0.00)
Review drikns -> Take order (frequency = 3, performance = 0.00)
Review drinks -> Review drinks (frequency = 3, performance = 253.63)
Reviewd rinks -> Take order (frequency = 3, performance = 0.00)
Signal food comolete -> Take order (frequency = 3, performance = 0.00)
Signal food complete -> EVENT 8 END (frequency = 3, performance = 2251.57)
Signal food complete -> Take order (frequency = 3, performance = 0.00)
iSgnal food complete -> Take order (frequency = 3, performance = 0.00)
prepar edrinks -> Take order (frequency = 3, performance = 0.00)
prepare drinks -> Bring food (frequency = 3, performance = 19321.48)
prepare drinks -> prepare drinks (frequency = 3, performance = 739.32)
tsart -> Take order (frequency = 3, performance = 0.00)
Bing drinks -> Take order (frequency = 2, performance = 0.00)
Brig food -> Take order (frequency = 2, performance = 0.00)
Brigg food -> Take order (frequency = 2, performance = 0.00)
Brign food -> Take order (frequency = 2, performance = 0.00)
Bring drins -> Take order (frequency = 2, performance = 0.00)
Bring drknks -> Take order (frequency = 2, performance = 0.00)
Bring drnks -> start (frequency = 2, performance = 0.00)
Bring f;od -> Take order (frequency = 2, performance = 0.00)
Bring ood -> Take order (frequency = 2, performance = 0.00)
Bring rdinks -> Take order (frequency = 2, performance = 0.00)
Brnig food -> Take order (frequency = 2, performance = 0.00)
Bting drinks -> Take order (frequency = 2, performance = 0.00)
Delive to customer -> Take order (frequency = 2, performance = 0.00)
Deliver o customer -> Take order (frequency = 2, performance = 0.00)
Deliver to custoemr -> Take order (frequency = 2, performance = 0.00)
Deliver to customre -> Take order (frequency = 2, performance = 0.00)
Deliver to cusyomer -> Take order (frequency = 2, performance = 0.00)
EVEBT 8 END -> Take order (frequency = 2, performance = 0.00)
EVEN T8 END -> Take order (frequency = 2, performance = 0.00)
EVENT  END -> Take order (frequency = 2, performance = 0.00)
EVENT 8 ED -> Take order (frequency = 2, performance = 0.00)
EVENT 8 EGD -> Take order (frequency = 2, performance = 0.00)
EVENT 8 EN -> Take order (frequency = 2, performance = 0.00)
EVENT8  END -> Take order (frequency = 2, performance = 0.00)
EVNET 8 END -> Take order (frequency = 2, performance = 0.00)
EVNT 8 END -> Take order (frequency = 2, performance = 0.00)
Preare starter -> Take order (frequency = 2, performance = 0.00)
Prepar emain course -> Take order (frequency = 2, performance = 0.00)
Prepar main course -> Take order (frequency = 2, performance = 0.00)
Prepare main coure -> Take order (frequency = 2, performance = 0.00)
Prepare mainc ourse -> Take order (frequency = 2, performance = 0.00)
Prepare man course -> Take order (frequency = 2, performance = 0.00)
Prepare mani course -> Take order (frequency = 2, performance = 0.00)
Reivew drinks -> Take order (frequency = 2, performance = 0.00)
Revew drinks -> Take order (frequency = 2, performance = 0.00)
Reviea order -> Take order (frequency = 2, performance = 0.00)
Reviee drinks -> Take order (frequency = 2, performance = 0.00)
Review dirnks -> Take order (frequency = 2, performance = 0.00)
Review drins -> Take order (frequency = 2, performance = 0.00)
Review drinsk -> Take order (frequency = 2, performance = 0.00)
Review krder -> Take order (frequency = 2, performance = 0.00)
Reviw drinks -> Take order (frequency = 2, performance = 0.00)
Rveiew drinks -> Take order (frequency = 2, performance = 0.00)
Signal fod complete -> Take order (frequency = 2, performance = 0.00)
Signal food cmplete -> Take order (frequency = 2, performance = 0.00)
Signal food ocmplete -> Take order (frequency = 2, performance = 0.00)
Signal food omplete -> Take order (frequency = 2, performance = 0.00)
Signal ofod complete -> Take order (frequency = 2, performance = 0.00)
Signal tood complete -> Take order (frequency = 2, performance = 0.00)
Start -> review order (frequency = 2, performance = 9.62)
Tae order -> start (frequency = 2, performance = 0.00)
Take oder -> start (frequency = 2, performance = 0.00)
Take odrer -> start (frequency = 2, performance = 0.00)
Take orded -> start (frequency = 2, performance = 0.00)
Take order -> Prepare starter (frequency = 2, performance = 107.30)
Take orer -> start (frequency = 2, performance = 0.00)
bring drinks -> review drinks (frequency = 2, performance = 511.50)
eRview drinks -> Take order (frequency = 2, performance = 0.00)
prepaer drinks -> Take order (frequency = 2, performance = 0.00)
prepare drijks -> Take order (frequency = 2, performance = 0.00)
prepare drinsk -> Take order (frequency = 2, performance = 0.00)
prepare drnks -> Take order (frequency = 2, performance = 0.00)
ring drinks -> Take order (frequency = 2, performance = 0.00)
rpepare drinks -> Take order (frequency = 2, performance = 0.00)
signal food complete -> start (frequency = 2, performance = 0.00)
starf -> Take order (frequency = 2, performance = 0.00)
start -> Bring drinks (frequency = 2, performance = 232.97)
tart -> Take order (frequency = 2, performance = 0.00)
;repare drinks -> Take order (frequency = 1, performance = 0.00)
;repare main course -> Take order (frequency = 1, performance = 0.00)
BIring food -> Take order (frequency = 1, performance = 0.00)
BJring food -> Take order (frequency = 1, performance = 0.00)
BSring drinks -> Take order (frequency = 1, performance = 0.00)
Bfing drinks -> Take order (frequency = 1, performance = 0.00)
Blring drinks -> Take order (frequency = 1, performance = 0.00)
Bmring drinks -> ;repare drinks (frequency = 1, performance = 172.30)
BrKing drinks -> Take order (frequency = 1, performance = 0.00)
BriIng drinks -> Take order (frequency = 1, performance = 0.00)
BriOng drinks -> Take order (frequency = 1, performance = 0.00)
BriZng drinks -> Take order (frequency = 1, performance = 0.00)
Bridng food -> start (frequency = 1, performance = 0.00)
Brig drinks -> Bring vfood (frequency = 1, performance = 258391.82)
Brig drinks -> Reviee drinks (frequency = 1, performance = 541.16)
Brig drinks -> Take order (frequency = 1, performance = 0.00)
Brig drinks -> bring drinks (frequency = 1, performance = 275.07)
Brig food -> Delive to customer (frequency = 1, performance = 37.43)
Brin drinks -> Take order (frequency = 1, performance = 0.00)
Brin gdrinks -> Bringf ood (frequency = 1, performance = 1358721.34)
BrinWg food -> Take order (frequency = 1, performance = 0.00)
Bring Qdrinks -> Take order (frequency = 1, performance = 0.00)
Bring Udrinks -> Take order (frequency = 1, performance = 0.00)
Bring Ufood -> Take order (frequency = 1, performance = 0.00)
Bring Zdrinks -> Take order (frequency = 1, performance = 0.00)
Bring crinks -> Take order (frequency = 1, performance = 0.00)
Bring dCrinks -> Take order (frequency = 1, performance = 0.00)
Bring dcrinks -> Take order (frequency = 1, performance = 0.00)
Bring deinks -> Take order (frequency = 1, performance = 0.00)
Bring dfinks -> Take order (frequency = 1, performance = 0.00)
Bring dinks -> Bring rdinks (frequency = 1, performance = 1588.10)
Bring dirnks -> Take order (frequency = 1, performance = 0.00)
Bring drCinks -> Take order (frequency = 1, performance = 0.00)
Bring drGinks -> bring food (frequency = 1, performance = 1476570.63)
Bring driDnks -> Take order (frequency = 1, performance = 0.00)
Bring driEnks -> EVENT 8 ED (frequency = 1, performance = 1731149.46)
Bring driFnks -> Take order (frequency = 1, performance = 0.00)
Bring drikns -> Deliver to cstomer (frequency = 1, performance = 108494.49)
Bring drikns -> Take order (frequency = 1, performance = 0.00)
Bring driks -> Take order (frequency = 1, performance = 0.00)
Bring drin.s -> Take order (frequency = 1, performance = 0.00)
Bring drinGks -> Take order (frequency = 1, performance = 0.00)
Bring drinHks -> deliver to customer (frequency = 1, performance = 1640140.25)
Bring drinka -> Take order (frequency = 1, performance = 0.00)
Bring drinkc -> EVEHT 8 END (frequency = 1, performance = 623953.63)
Bring drinke -> start (frequency = 1, performance = 0.00)
Bring drinks -> Bring drinks (frequency = 1, performance = 318.36)
Bring drinks -> Deliver to customer (frequency = 1, performance = 1099.45)
Bring drinks -> Prepare starter (frequency = 1, performance = 11.79)
Bring drinkw -> Brin drinks (frequency = 1, performance = 1229.84)
Bring drinsk -> Take order (frequency = 1, performance = 0.00)
Bring drlnks -> Take order (frequency = 1, performance = 0.00)
Bring drnks -> Bringd rinks (frequency = 1, performance = 706.09)
Bring drnks -> Revwiew drinks (frequency = 1, performance = 215.28)
Bring drnks -> review drinks (frequency = 1, performance = 366.55)
Bring dronks -> Take order (frequency = 1, performance = 0.00)
Bring drunks -> Take order (frequency = 1, performance = 0.00)
Bring dtinks -> start (frequency = 1, performance = 0.00)
Bring erinks -> Revidw drinks (frequency = 1, performance = 127.34)
Bring erinks -> Take order (frequency = 1, performance = 0.00)
Bring f;od -> EVENT 8 EN (frequency = 1, performance = 492.00)
Bring feood -> Take order (frequency = 1, performance = 0.00)
Bring flod -> Take order (frequency = 1, performance = 0.00)
Bring fmood -> Take order (frequency = 1, performance = 0.00)
Bring fod -> eVENT 8 END (frequency = 1, performance = 247.35)
Bring fodo -> Take order (frequency = 1, performance = 0.00)
Bring fodo -> start (frequency = 1, performance = 0.00)
Bring fold -> Take order (frequency = 1, performance = 0.00)
Bring foo -> Take order (frequency = 1, performance = 0.00)
Bring food -> Take order (frequency = 1, performance = 0.00)
Bring foodd -> Take order (frequency = 1, performance = 0.00)
Bring foood -> Take order (frequency = 1, performance = 0.00)
Bring fopd -> Take order (frequency = 1, performance = 0.00)
Bring fovod -> Take order (frequency = 1, performance = 0.00)
Bring good -> Take order (frequency = 1, performance = 0.00)
Bring mfood -> start (frequency = 1, performance = 0.00)
Bring ofod -> Take order (frequency = 1, performance = 0.00)
Bring srinks -> Take order (frequency = 1, performance = 0.00)
Bring tood -> start (frequency = 1, performance = 0.00)
Bring vfood -> Take order (frequency = 1, performance = 0.00)
BringK drinks -> Prepare amin course (frequency = 1, performance = 273888.18)
BringT food -> Take order (frequency = 1, performance = 0.00)
Bringd rinks -> start (frequency = 1, performance = 0.00)
Bringdrinks -> Take order (frequency = 1, performance = 0.00)
Bringfood -> Take order (frequency = 1, performance = 0.00)
Bringz drinks -> Take order (frequency = 1, performance = 0.00)
Brinkg food -> EVENT  END (frequency = 1, performance = 687.62)
Brinn drinks -> Take order (frequency = 1, performance = 0.00)
Brinng food -> Take order (frequency = 1, performance = 0.00)
Brinpg drinks -> Take order (frequency = 1, performance = 0.00)
Brinpg food -> start (frequency = 1, performance = 0.00)
Brinr food -> Take order (frequency = 1, performance = 0.00)
Brinrg drinks -> Brign food (frequency = 1, performance = 605946.04)
Brjng drinks -> Take order (frequency = 1, performance = 0.00)
Brjng food -> Take order (frequency = 1, performance = 0.00)
Brng drinks -> Signal food com;lete (frequency = 1, performance = 1195298.10)
Brng food -> Take order (frequency = 1, performance = 0.00)
Brnig drinks -> EVENT8  END (frequency = 1, performance = 349266.56)
Brnig drinks -> Take order (frequency = 1, performance = 0.00)
Broing drinks -> Take order (frequency = 1, performance = 0.00)
Brong food -> EVETN 8 END (frequency = 1, performance = 352.92)
Brung drinks -> Take order (frequency = 1, performance = 0.00)
Brzing drinks -> tprepare drinks (frequency = 1, performance = 353.13)
Bting drinks -> Review drBinks (frequency = 1, performance = 780.45)
Bxring drinks -> Take order (frequency = 1, performance = 0.00)
Cstart -> Review drnks (frequency = 1, performance = 996.05)
De,iver to customer -> Take order (frequency = 1, performance = 0.00)
De/iver to customer -> Take order (frequency = 1, performance = 0.00)
Deilver to customer -> Take order (frequency = 1, performance = 0.00)
Delicer to customer -> Take order (frequency = 1, performance = 0.00)
Delier to customer -> Take order (frequency = 1, performance = 0.00)
Delievr to customer -> EVENT 8END (frequency = 1, performance = 7.23)
Delievr to customer -> Take order (frequency = 1, performance = 0.00)
Delievr to customer -> start (frequency = 1, performance = 0.00)
Deliger to customer -> Take order (frequency = 1, performance = 0.00)
DeliveXr to customer -> Take order (frequency = 1, performance = 0.00)
DeliveYr to customer -> Take order (frequency = 1, performance = 0.00)
Delived to customer -> Take order (frequency = 1, performance = 0.00)
Delivegr to customer -> Take order (frequency = 1, performance = 0.00)
Deliver Ito customer -> start (frequency = 1, performance = 0.00)
Deliver ot customer -> Take order (frequency = 1, performance = 0.00)
Deliver ot customer -> start (frequency = 1, performance = 0.00)
Deliver to Hcustomer -> Take order (frequency = 1, performance = 0.00)
Deliver to cistomer -> Take order (frequency = 1, performance = 0.00)
Deliver to cstomer -> Take order (frequency = 1, performance = 0.00)
Deliver to cusgomer -> EVENT 8 EN (frequency = 1, performance = 4.19)
Deliver to cusomer -> start (frequency = 1, performance = 0.00)
Deliver to cusotmer -> Take order (frequency = 1, performance = 0.00)
Deliver to cusromer -> Take order (frequency = 1, performance = 0.00)
Deliver to custmoer -> Take order (frequency = 1, performance = 0.00)
Deliver to custoGmer -> Take order (frequency = 1, performance = 0.00)
Deliver to custoer -> Take order (frequency = 1, performance = 0.00)
Deliver to custome -> Take order (frequency = 1, performance = 0.00)
Deliver to custome -> eVENT 8 END (frequency = 1, performance = 87.17)
Deliver to customee -> Take order (frequency = 1, performance = 0.00)
Deliver to customejr -> Take order (frequency = 1, performance = 0.00)
Deliver to customet -> Take order (frequency = 1, performance = 0.00)
Deliver to customr -> Take order (frequency = 1, performance = 0.00)
Deliver to customrr -> Take order (frequency = 1, performance = 0.00)
Deliver to cuztomer -> Take order (frequency = 1, performance = 0.00)
Deliver to ucstomer -> Take order (frequency = 1, performance = 0.00)
Deliver to ustomer -> Take order (frequency = 1, performance = 0.00)
Deliver to xustomer -> Take order (frequency = 1, performance = 0.00)
Deliver tocustomer -> Take order (frequency = 1, performance = 0.00)
Deliver toh customer -> Take order (frequency = 1, performance = 0.00)
Deliverto customer -> Take order (frequency = 1, performance = 0.00)
Deliverw to customer -> Take order (frequency = 1, performance = 0.00)
Delivqer to customer -> Take order (frequency = 1, performance = 0.00)
Delivre to customer -> Take order (frequency = 1, performance = 0.00)
Dellver to customer -> Take order (frequency = 1, performance = 0.00)
Delpiver to customer -> Take order (frequency = 1, performance = 0.00)
Delver to customer -> Take order (frequency = 1, performance = 0.00)
Delvier to customer -> Take order (frequency = 1, performance = 0.00)
EDENT 8 END -> Take order (frequency = 1, performance = 0.00)
EENT 8 END -> Take order (frequency = 1, performance = 0.00)
EEVNT 8 END -> Take order (frequency = 1, performance = 0.00)
EVEGT 8 END -> Take order (frequency = 1, performance = 0.00)
EVEHT 8 END -> Take order (frequency = 1, performance = 0.00)
EVEJT 8 END -> Take order (frequency = 1, performance = 0.00)
EVENF 8 END -> Take order (frequency = 1, performance = 0.00)
EVENT  8END -> Take order (frequency = 1, performance = 0.00)
EVENT 8 ED -> start (frequency = 1, performance = 0.00)
EVENT 8 EDN -> Take order (frequency = 1, performance = 0.00)
EVENT 8 EDND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 EMD -> Take order (frequency = 1, performance = 0.00)
EVENT 8 EMND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 ENF -> Take order (frequency = 1, performance = 0.00)
EVENT 8 ENS -> Take order (frequency = 1, performance = 0.00)
EVENT 8 ENX -> Take order (frequency = 1, performance = 0.00)
EVENT 8 ENaD -> Take order (frequency = 1, performance = 0.00)
EVENT 8 EbND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 FND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 RND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 UEND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 fEND -> Take order (frequency = 1, performance = 0.00)
EVENT 8 iEND -> start (frequency = 1, performance = 0.00)
EVENT 8END -> Take order (frequency = 1, performance = 0.00)
EVENT 8END -> start (frequency = 1, performance = 0.00)
EVENT 8d END -> Take order (frequency = 1, performance = 0.00)
EVENT R8 END -> Take order (frequency = 1, performance = 0.00)
EVENT8  END -> start (frequency = 1, performance = 0.00)
EVENT8 END -> Take order (frequency = 1, performance = 0.00)
EVENTg 8 END -> start (frequency = 1, performance = 0.00)
EVENTp 8 END -> Take order (frequency = 1, performance = 0.00)
EVENY 8 END -> Take order (frequency = 1, performance = 0.00)
EVENjT 8 END -> Take order (frequency = 1, performance = 0.00)
EVENyT 8 END -> Take order (frequency = 1, performance = 0.00)
EVET 8 END -> Take order (frequency = 1, performance = 0.00)
EVEpNT 8 END -> start (frequency = 1, performance = 0.00)
EVFNT 8 END -> Take order (frequency = 1, performance = 0.00)
EVGENT 8 END -> start (frequency = 1, performance = 0.00)
EVeENT 8 END -> Take order (frequency = 1, performance = 0.00)
EVtENT 8 END -> Take order (frequency = 1, performance = 0.00)
EZVENT 8 END -> Take order (frequency = 1, performance = 0.00)
Eeview order -> Take order (frequency = 1, performance = 0.00)
Feview drinks -> Take order (frequency = 1, performance = 0.00)
Fring drinks -> Take order (frequency = 1, performance = 0.00)
Fring drinks -> start (frequency = 1, performance = 0.00)
Hring drinks -> Take order (frequency = 1, performance = 0.00)
Hring drinks -> review drinks (frequency = 1, performance = 6319.01)
Hring food -> Take order (frequency = 1, performance = 0.00)
JSignal food complete -> Take order (frequency = 1, performance = 0.00)
Kstart -> Brin food (frequency = 1, performance = 1733128.25)
Lrepare main course -> Take order (frequency = 1, performance = 0.00)
NBring drinks -> Brinrg drinks (frequency = 1, performance = 193.60)
Nring drinks -> Take order (frequency = 1, performance = 0.00)
PTake order -> hEVENT 8 END (frequency = 1, performance = 246421.53)
PTrepare main course -> start (frequency = 1, performance = 0.00)
Pepare main course -> Take order (frequency = 1, performance = 0.00)
Perpare main course -> Take order (frequency = 1, performance = 0.00)
PreXpare main course -> Take order (frequency = 1, performance = 0.00)
Preapre main course -> Take order (frequency = 1, performance = 0.00)
Preapre starter -> Take order (frequency = 1, performance = 0.00)
Preare main course -> Take order (frequency = 1, performance = 0.00)
Prebpare main course -> Take order (frequency = 1, performance = 0.00)
Prelare main course -> Take order (frequency = 1, performance = 0.00)
PrepFare main course -> Take order (frequency = 1, performance = 0.00)
PrepMare main course -> EVNET 8 END (frequency = 1, performance = 357082.11)
PrepaYre main course -> Take order (frequency = 1, performance = 0.00)
Prepae starter -> Signal food coomplete (frequency = 1, performance = 77567.93)
Prepaere starter -> start (frequency = 1, performance = 0.00)
Prepakre main course -> Bring feood (frequency = 1, performance = 75159.23)
Prepanre main course -> Take order (frequency = 1, performance = 0.00)
Prepaqre starter -> Take order (frequency = 1, performance = 0.00)
Prepar estarter -> Take order (frequency = 1, performance = 0.00)
Prepare Istarter -> Take order (frequency = 1, performance = 0.00)
Prepare ain course -> JSignal food complete (frequency = 1, performance = 439224.66)
Prepare drinks -> Birng drinks (frequency = 1, performance = 111.23)
Prepare drinks -> Bring fodo (frequency = 1, performance = 1297818.18)
Prepare drinks -> Bring foodd (frequency = 1, performance = 74172.53)
Prepare drinks -> Brinpg drinks (frequency = 1, performance = 54.46)
Prepare drinks -> Brinpg food (frequency = 1, performance = 69545.18)
Prepare drinks -> Deliver t customer (frequency = 1, performance = 88827.29)
Prepare drinks -> PrepFare main course (frequency = 1, performance = 69787.03)
Prepare drinks -> Review dirnks (frequency = 1, performance = 650.96)
Prepare drinks -> bring drinks (frequency = 1, performance = 182.21)
Prepare drinks -> bring food (frequency = 1, performance = 613225.82)
Prepare drinks -> prepare drinka (frequency = 1, performance = 928.15)
Prepare drinks -> preparf drinks (frequency = 1, performance = 2153.74)
Prepare jain course -> Take order (frequency = 1, performance = 0.00)
Prepare mFain course -> Take order (frequency = 1, performance = 0.00)
Prepare maiBn course -> Take order (frequency = 1, performance = 0.00)
Prepare main cOourse -> BIring food (frequency = 1, performance = 520030.94)
Prepare main ceourse -> Take order (frequency = 1, performance = 0.00)
Prepare main coJurse -> EENT 8 END (frequency = 1, performance = 1024173.58)
Prepare main coLurse -> Take order (frequency = 1, performance = 0.00)
Prepare main coirse -> Bring fold (frequency = 1, performance = 167185.50)
Prepare main cokrse -> Take order (frequency = 1, performance = 0.00)
Prepare main corse -> Take order (frequency = 1, performance = 0.00)
Prepare main cource -> Signal food compldte (frequency = 1, performance = 510346.46)
Prepare main courpse -> Take order (frequency = 1, performance = 0.00)
Prepare main cours -> Take order (frequency = 1, performance = 0.00)
Prepare main coursr -> signal food complete (frequency = 1, performance = 5476.24)
Prepare main cousre -> start (frequency = 1, performance = 0.00)
Prepare main couxrse -> Take order (frequency = 1, performance = 0.00)
Prepare main cuorse -> Take order (frequency = 1, performance = 0.00)
Prepare main curse -> Take order (frequency = 1, performance = 0.00)
Prepare main curse -> eVENT 8 END (frequency = 1, performance = 618026.76)
Prepare main cvourse -> Take order (frequency = 1, performance = 0.00)
Prepare maincourse -> Take order (frequency = 1, performance = 0.00)
Prepare min course -> signal food complete (frequency = 1, performance = 417957.88)
Prepare sarter -> Take order (frequency = 1, performance = 0.00)
Prepare satrter -> Take order (frequency = 1, performance = 0.00)
Prepare stadter -> Take order (frequency = 1, performance = 0.00)
Prepare starfer -> Take order (frequency = 1, performance = 0.00)
Prepare starger -> Take order (frequency = 1, performance = 0.00)
Prepare starteg -> Take order (frequency = 1, performance = 0.00)
Prepare startr -> prepare main course (frequency = 1, performance = 942769.66)
Prepare startrr -> Prepare main corse (frequency = 1, performance = 609167.01)
Prepare strater -> Brigg food (frequency = 1, performance = 341982.93)
Prepare strter -> Take order (frequency = 1, performance = 0.00)
Prepare tmain course -> Bringfood (frequency = 1, performance = 429684.90)
Prepare tsarter -> Take order (frequency = 1, performance = 0.00)
Prepares tarter -> Take order (frequency = 1, performance = 0.00)
Preparhe main course -> Take order (frequency = 1, performance = 0.00)
Prepre main course -> Take order (frequency = 1, performance = 0.00)
Prpare main course -> Take order (frequency = 1, performance = 0.00)
Prspare main course -> Take order (frequency = 1, performance = 0.00)
Ptrepare starter -> Take order (frequency = 1, performance = 0.00)
QBring drinks -> Take order (frequency = 1, performance = 0.00)
RJeview drinks -> Prepare min course (frequency = 1, performance = 190472.89)
RReview order -> Take order (frequency = 1, performance = 0.00)
ReUview drinks -> Take order (frequency = 1, performance = 0.00)
Rebiew order -> Take order (frequency = 1, performance = 0.00)
Redview drinks -> Take order (frequency = 1, performance = 0.00)
Reiew drinks -> EVENT 8 EDND (frequency = 1, performance = 604821.96)
Reiew drinks -> prepare main course (frequency = 1, performance = 526188.95)
Reivew order -> Take order (frequency = 1, performance = 0.00)
RevFiew drinks -> ring food (frequency = 1, performance = 1118410.01)
Revaiew drinks -> EVETN 8 END (frequency = 1, performance = 87874.38)
Reveiw drinks -> start (frequency = 1, performance = 0.00)
Reveiw order -> Bring dcrinks (frequency = 1, performance = 1751.73)
Reveiw order -> Brng food (frequency = 1, performance = 945760.76)
Revew order -> EDENT 8 END (frequency = 1, performance = 705850.51)
ReviAew order -> prepare drinkcs (frequency = 1, performance = 25.23)
ReviOew drinks -> EVEN 8 END (frequency = 1, performance = 778010.59)
Revicew drinks -> Birng drinks (frequency = 1, performance = 59203.60)
Revidw drinks -> EVGENT 8 END (frequency = 1, performance = 669862.72)
Revidw drinks -> prepare main course (frequency = 1, performance = 447093.99)
Revidw order -> Deliver to cusomer (frequency = 1, performance = 1124086.10)
Revie order -> Take order (frequency = 1, performance = 0.00)
Revie worder -> Deliver to cistomer (frequency = 1, performance = 948563.72)
Revie worder -> Prepare stadter (frequency = 1, performance = 30.18)
Revie worder -> Prepare tsarter (frequency = 1, performance = 52.44)
RevieGw drinks -> Teview drinks (frequency = 1, performance = 1032.97)
RevieUw order -> Brzing drinks (frequency = 1, performance = 618.48)
Reviea drinks -> start (frequency = 1, performance = 0.00)
Reviebw order -> Take order (frequency = 1, performance = 0.00)
Revies drinks -> Take order (frequency = 1, performance = 0.00)
Revies order -> Take order (frequency = 1, performance = 0.00)
Review Ndrinks -> Take order (frequency = 1, performance = 0.00)
Review ddinks -> Take order (frequency = 1, performance = 0.00)
Review deinks -> EVtENT 8 END (frequency = 1, performance = 168821.76)
Review dginks -> Take order (frequency = 1, performance = 0.00)
Review dgrinks -> Take order (frequency = 1, performance = 0.00)
Review dinks -> Take order (frequency = 1, performance = 0.00)
Review dirnks -> start (frequency = 1, performance = 0.00)
