Case,Activity,Timestamp,Resource,label
6,signal food complete,2024-05-06 19:37:16.849,Cook-000002,
6,bring food,2024-05-06 20:34:05.125,Cook helper-000001,
6,deliver to customer,2024-05-06 20:34:19.232,Waiter-000002,
6,event 8 end,2024-05-06 20:34:54.999,,
7,take order,2024-05-06 19:45:00.000,Waiter-000003,
7,start,2024-05-06 19:45:00.000,,
7,review order,2024-05-06 19:51:43.119,Waiter-000001,
7,prepare drinks,2024-05-06 19:52:56.552,Barman-000002,
7,bring drinks,2024-05-06 19:54:05.837,Barman-000001,synonymous label('Bring drinks')
7,review drinks,2024-05-06 19:54:29.273,Waiter-000005,
7,prepare main course,2024-05-06 19:56:37.626,Cook-000001,
7,signal food complete,2024-05-06 21:28:27.029,Cook-000001,
7,bring food,2024-05-06 21:54:49.690,Cook helper-000003,
7,deliver to customer,2024-05-06 21:56:07.680,Waiter-000001,
7,event 8 end,2024-05-06 21:56:23.319,,
8,take order,2024-05-06 20:00:00.000,Waiter-000002,
8,start,2024-05-06 20:00:00.000,,
8,review order,2024-05-06 20:00:01.138,Waiter-000003,
8,prepare starter,2024-05-06 20:00:04.147,Cook helper-000003,
8,prepare drinks,2024-05-06 20:00:04.147,Barman-000003,
8,bring drinks,2024-05-06 20:00:54.944,Barman-000002,
8,review drinks,2024-05-06 20:04:36.073,Waiter-000001,
8,prepare main course,2024-05-06 20:07:38.081,Cook-000003,
8,signal food complete,2024-05-06 20:16:46.824,Cook-000003,
8,bring food,2024-05-06 20:55:46.162,Cook helper-000003,
8,deliver to customer,2024-05-06 21:00:10.774,Waiter-000002,
8,event 8 end,2024-05-06 21:01:36.429,,
9,take order,2024-05-06 20:15:00.000,Waiter-000002,
9,start,2024-05-06 20:15:00.000,,
9,review order,2024-05-06 20:17:11.153,Waiter-000003,
9,prepare drinks,2024-05-06 20:18:02.923,Barman-000001,
9,bring drinks,2024-05-06 20:23:37.474,Barman-000003,synonymous label('Bring drinks')
9,review drinks,2024-05-06 20:31:01.146,Waiter-000001,
9,prepare main course,2024-05-06 20:34:05.125,Cook-000002,
9,signal food complete,2024-05-06 21:00:06.516,Cook-000002,
9,bring food,2024-05-06 21:07:06.622,Cook helper-000002,
9,deliver to customer,2024-05-06 21:20:25.348,Waiter-000001,
9,event 8 end,2024-05-06 21:22:47.491,,
10,take order,2024-05-06 20:30:00.000,Waiter-000004,
10,start,2024-05-06 20:30:00.000,,
10,review order,2024-05-06 20:31:21.530,Waiter-000005,
10,prepare drinks,2024-05-06 20:32:09.910,Barman-000002,
10,bring drinks,2024-05-06 20:33:38.935,Barman-000001,
10,review drinks,2024-05-06 20:38:13.994,Waiter-000003,
10,prepare drinks,2024-05-06 20:40:22.120,Barman-000003,
10,bring drinks,2024-05-06 20:53:19.368,Barman-000001,
10,prepare main course,2024-05-06 20:54:46.925,Cook-000002,
10,review drinks,2024-05-06 21:02:35.065,Waiter-000004,
10,signal food complete,2024-05-06 21:04:57.209,Cook-000003,
10,bring food,2024-05-06 21:08:26.519,Cook helper-000001,
10,deliver to customer,2024-05-06 21:15:44.921,Waiter-000002,
10,event 8 end,2024-05-06 21:17:36.624,,
11,take order,2024-05-06 20:45:00.000,Waiter-000004,
11,start,2024-05-06 20:45:00.000,,
11,review order,2024-05-06 20:48:48.648,Waiter-000001,
11,prepare drinks,2024-05-06 20:48:56.785,Barman-000002,
11,prepare main course,2024-05-06 20:55:46.162,Cook-000003,
11,bring drinks,2024-05-06 21:06:31.469,Barman-000001,
11,review drinks,2024-05-06 21:07:36.392,Waiter-000001,
11,signal food complete,2024-05-06 21:08:26.519,Cook-000003,
11,bring food,2024-05-06 21:50:38.153,Cook helper-000002,
11,deliver to customer,2024-05-06 21:52:27.104,Waiter-000005,
11,event 8 end,2024-05-06 21:52:55.967,,
12,take order,2024-05-06 21:00:00.000,Waiter-000005,
12,start,2024-05-06 21:00:00.000,,
12,review order,2024-05-06 21:00:54.933,Waiter-000003,
12,prepare drinks,2024-05-06 21:01:31.654,Barman-000003,
12,prepare main course,2024-05-06 21:07:06.622,Cook-000002,
12,bring drinks,2024-05-06 21:14:58.877,Barman-000002,
12,review drinks,2024-05-06 21:17:57.534,Waiter-000004,
12,prepare drinks,2024-05-06 21:18:33.791,Barman-000003,
12,signal food complete,2024-05-06 21:19:39.650,Cook-000002,
12,bring drinks,2024-05-06 21:23:01.198,Barman-000001,
12,bring food,2024-05-06 21:23:02.711,Cook helper-000003,
12,review drinks,2024-05-06 21:38:19.096,Waiter-000004,
12,deliver to customer,2024-05-06 21:39:34.892,Waiter-000005,
12,event 8 end,2024-05-06 21:40:05.182,,
13,take order,2024-05-06 21:15:00.000,Waiter-000005,
13,start,2024-05-06 21:15:00.000,,
13,review order,2024-05-06 21:15:07.729,Waiter-000003,
13,prepare drinks,2024-05-06 21:17:42.504,Barman-000001,
13,prepare main course,2024-05-06 21:18:58.486,Cook-000002,
13,bring drinks,2024-05-06 21:21:46.446,Barman-000002,
13,signal food complete,2024-05-06 21:23:02.711,Cook-000002,
13,review drinks,2024-05-06 21:32:28.342,Waiter-000002,
13,bring food,2024-05-06 22:21:02.434,Cook helper-000003,
13,deliver to customer,2024-05-06 22:32:42.832,Waiter-000002,
13,event 8 end,2024-05-06 22:33:01.508,,
14,take order,2024-05-06 21:30:00.000,Waiter-000005,
14,start,2024-05-06 21:30:00.000,,
14,review order,2024-05-06 21:32:44.152,Waiter-000003,
14,prepare starter,2024-05-06 21:33:36.566,Cook helper-000001,
14,prepare drinks,2024-05-06 21:33:36.566,Barman-000003,
14,bring drinks,2024-05-06 21:36:01.242,Barman-000002,
14,review drinks,2024-05-06 21:38:23.082,Waiter-000001,
14,signal food complete,2024-05-06 21:50:38.153,Cook-000003,
14,bring food,2024-05-06 22:04:41.356,Cook helper-000001,
14,deliver to customer,2024-05-06 22:11:26.879,Waiter-000004,
14,event 8 end,2024-05-06 22:11:30.901,,
15,take order,2024-05-06 21:45:00.000,Waiter-000002,
15,start,2024-05-06 21:45:00.000,,
15,review order,2024-05-06 21:46:56.714,Waiter-000003,
15,prepare drinks,2024-05-06 21:48:42.298,Barman-000003,
15,bring drinks,2024-05-06 21:49:25.915,Barman-000001,
15,review drinks,2024-05-06 21:49:48.317,Waiter-000004,
15,prepare main course,2024-05-06 21:54:49.690,Cook-000001,
15,signal food complete,2024-05-06 21:56:19.739,Cook-000001,
15,bring food,2024-05-06 22:25:55.240,Cook helper-000001,
15,deliver to customer,2024-05-06 22:26:03.883,Waiter-000004,
15,event 8 end,2024-05-06 22:26:24.994,,
16,take order,2024-05-06 22:00:00.000,Waiter-000002,
16,start,2024-05-06 22:00:00.000,,
16,review order,2024-05-06 22:01:39.892,Waiter-000003,
16,prepare drinks,2024-05-06 22:01:52.609,Barman-000002,
16,prepare main course,2024-05-06 22:04:41.356,Cook-000003,
16,bring drinks,2024-05-06 22:07:06.853,Barman-000003,synonymous label('Bring drinks')
16,review drinks,2024-05-06 22:13:15.226,Waiter-000005,
16,prepare drinks,2024-05-06 22:13:28.618,Barman-000001,
16,bring drinks,2024-05-06 22:19:26.861,Barman-000003,synonymous label('Bring drinks')
16,signal food complete,2024-05-06 22:27:58.644,Cook-000001,
16,review drinks,2024-05-06 22:50:01.585,Waiter-000005,
16,bring food,2024-05-06 23:04:03.859,Cook helper-000003,
16,deliver to customer,2024-05-06 23:04:05.187,Waiter-000004,
16,event 8 end,2024-05-06 23:05:18.408,,
17,take order,2024-05-06 22:15:00.000,Waiter-000001,
17,start,2024-05-06 22:15:00.000,,
17,review order,2024-05-06 22:18:17.816,Waiter-000002,
17,prepare starter,2024-05-06 22:18:27.728,Cook helper-000002,
17,prepare drinks,2024-05-06 22:18:27.728,Barman-000002,
17,bring drinks,2024-05-06 22:20:05.368,Barman-000001,synonymous label('Bring drinks')
17,prepare main course,2024-05-06 22:21:02.434,Cook-000002,
17,review drinks,2024-05-06 22:23:30.646,Waiter-000003,
17,signal food complete,2024-05-06 22:24:00.774,Cook-000002,
17,prepare drinks,2024-05-06 22:24:10.802,Barman-000002,
17,bring drinks,2024-05-06 22:27:53.879,Barman-000001,synonymous label('Bring drinks')
17,bring food,2024-05-06 22:38:55.367,Cook helper-000002,
17,review drinks,2024-05-06 22:43:38.259,Waiter-000003,
17,prepare drinks,2024-05-06 22:44:19.303,Barman-000001,
17,bring drinks,2024-05-06 22:44:19.516,Barman-000001,synonymous label('Bring drinks')
17,review drinks,2024-05-06 22:45:06.174,Waiter-000005,
17,deliver to customer,2024-05-06 22:48:22.455,Waiter-000003,
17,event 8 end,2024-05-06 22:49:12.192,,
18,take order,2024-05-06 22:30:00.000,Waiter-000005,
18,start,2024-05-06 22:30:00.000,,
18,review order,2024-05-06 22:31:25.044,Waiter-000001,
18,prepare main course,2024-05-06 22:35:16.569,Cook-000003,
18,prepare drinks,2024-05-06 22:35:16.569,Barman-000002,
18,signal food complete,2024-05-06 22:37:13.341,Cook-000003,
18,bring drinks,2024-05-06 22:43:24.354,Barman-000002,synonymous label('Bring drinks')
18,review drinks,2024-05-06 22:45:51.776,Waiter-000002,
18,prepare drinks,2024-05-06 22:49:21.605,Barman-000002,
18,bring drinks,2024-05-06 22:49:37.255,Barman-000002,synonymous label('Bring drinks')
18,review drinks,2024-05-06 22:53:49.108,Waiter-000004,
18,prepare drinks,2024-05-06 22:53:52.637,Barman-000003,
18,bring drinks,2024-05-06 23:01:16.851,Barman-000001,synonymous label('Bring drinks')
18,review drinks,2024-05-06 23:02:20.635,Waiter-000002,
18,bring food,2024-05-07 00:49:26.658,Cook helper-000002,
18,deliver to customer,2024-05-07 00:50:22.590,Waiter-000003,
18,event 8 end,2024-05-07 00:52:51.532,,
19,take order,2024-05-06 22:45:00.000,Waiter-000004,
19,start,2024-05-06 22:45:00.000,,
19,review order,2024-05-06 22:47:09.415,Waiter-000001,
19,prepare main course,2024-05-06 22:48:51.116,Cook-000002,
19,prepare starter,2024-05-06 22:48:51.116,Cook helper-000001,
19,prepare drinks,2024-05-06 22:48:51.116,Barman-000001,
19,bring drinks,2024-05-06 22:54:43.596,Barman-000002,synonymous label('Bring drinks')
19,review drinks,2024-05-06 22:54:54.868,Waiter-000001,
19,prepare drinks,2024-05-06 22:58:42.815,Barman-000001,
19,bring drinks,2024-05-06 23:00:05.070,Barman-000002,synonymous label('Bring drinks')
19,signal food complete,2024-05-06 23:00:39.870,Cook-000002,
19,review drinks,2024-05-06 23:04:56.399,Waiter-000001,
19,bring food,2024-05-07 00:05:51.169,Cook helper-000002,
19,deliver to customer,2024-05-07 00:11:19.104,Waiter-000004,
19,event 8 end,2024-05-07 00:12:54.230,,
20,take order,2024-05-06 23:00:00.000,Waiter-000003,
20,start,2024-05-06 23:00:00.000,,
20,review order,2024-05-06 23:03:47.094,Waiter-000005,
20,prepare main course,2024-05-06 23:06:23.195,Cook-000001,
20,prepare starter,2024-05-06 23:06:23.195,Cook helper-000002,
20,prepare drinks,2024-05-06 23:06:23.195,Barman-000003,
20,bring drinks,2024-05-06 23:09:15.304,Barman-000001,
20,review drinks,2024-05-06 23:14:46.763,Waiter-000002,
20,prepare drinks,2024-05-06 23:15:22.781,Barman-000002,
20,bring drinks,2024-05-06 23:19:45.326,Barman-000003,
20,review drinks,2024-05-06 23:22:43.189,Waiter-000004,
20,prepare drinks,2024-05-06 23:23:48.832,Barman-000001,
20,bring drinks,2024-05-06 23:31:48.660,Barman-000003,
20,review drinks,2024-05-06 23:32:22.831,Waiter-000002,
20,signal food complete,2024-05-06 23:50:55.024,Cook-000001,
20,bring food,2024-05-06 23:53:21.674,Cook helper-000003,
20,deliver to customer,2024-05-06 23:56:29.231,Waiter-000003,
20,event 8 end,2024-05-06 23:56:57.902,,
21,take order,2024-05-06 23:15:00.000,Waiter-000003,
21,start,2024-05-06 23:15:00.000,,
21,review order,2024-05-06 23:23:54.205,Waiter-000001,
21,prepare starter,2024-05-06 23:24:28.828,Cook helper-000001,
21,prepare drinks,2024-05-06 23:24:28.828,Barman-000002,
21,prepare main course,2024-05-06 23:28:10.639,Cook-000001,
21,bring drinks,2024-05-06 23:35:41.397,Barman-000003,
21,review drinks,2024-05-06 23:37:39.341,Waiter-000003,
21,signal food complete,2024-05-07 00:05:51.169,Cook-000002,
21,bring food,2024-05-07 00:11:39.543,Cook helper-000001,
21,deliver to customer,2024-05-07 00:18:09.360,Waiter-000002,
21,event 8 end,2024-05-07 00:19:02.441,,
22,take order,2024-05-06 23:30:00.000,Waiter-000005,
22,start,2024-05-06 23:30:00.000,,
22,review order,2024-05-06 23:33:22.992,Waiter-000004,
22,prepare drinks,2024-05-06 23:35:31.581,Barman-000001,
22,bring drinks,2024-05-06 23:36:10.150,Barman-000002,
22,review drinks,2024-05-06 23:38:42.782,Waiter-000001,
22,prepare main course,2024-05-06 23:53:21.674,Cook-000001,
22,signal food complete,2024-05-07 00:11:39.543,Cook-000002,
22,bring food,2024-05-07 00:49:40.496,Cook helper-000003,
22,deliver to customer,2024-05-07 00:49:59.800,Waiter-000004,
22,event 8 end,2024-05-07 00:50:55.838,,
23,take order,2024-05-06 23:45:00.000,Waiter-000002,
23,start,2024-05-06 23:45:00.000,,
23,review order,2024-05-06 23:45:02.625,Waiter-000005,
23,prepare drinks,2024-05-06 23:45:35.434,Barman-000001,
23,bring drinks,2024-05-06 23:45:40.431,Barman-000003,
23,prepare main course,2024-05-06 23:54:34.040,Cook-000001,
23,review drinks,2024-05-06 23:55:29.634,Waiter-000004,
23,signal food complete,2024-05-07 00:50:42.274,Cook-000002,
23,bring food,2024-05-07 00:57:15.158,Cook helper-000003,
23,deliver to customer,2024-05-07 00:58:26.910,Waiter-000002,
23,event 8 end,2024-05-07 00:59:03.723,,
24,take order,2024-05-07 00:00:00.000,Waiter-000001,
24,start,2024-05-07 00:00:00.000,,
24,review order,2024-05-07 00:01:17.079,Waiter-000002,
24,prepare drinks,2024-05-07 00:01:29.424,Barman-000002,
24,bring drinks,2024-05-07 00:06:29.950,Barman-000001,synonymous label('Bring drinks')
24,review drinks,2024-05-07 00:09:31.404,Waiter-000005,
24,prepare main course,2024-05-07 00:35:41.446,Cook-000001,
24,signal food complete,2024-05-07 01:24:49.463,Cook-000003,
24,bring food,2024-05-07 01:50:36.923,Cook helper-000003,
24,deliver to customer,2024-05-07 01:53:30.010,Waiter-000003,
24,event 8 end,2024-05-07 01:56:51.043,,
25,take order,2024-05-07 00:15:00.000,Waiter-000003,
25,start,2024-05-07 00:15:00.000,,
25,review order,2024-05-07 00:15:43.321,Waiter-000001,
25,prepare starter,2024-05-07 00:16:41.791,Cook helper-000003,
25,prepare drinks,2024-05-07 00:16:41.791,Barman-000003,
25,bring drinks,2024-05-07 00:17:27.116,Barman-000002,synonymous label('Bring drinks')
25,review drinks,2024-05-07 00:22:45.498,Waiter-000005,
25,signal food complete,2024-05-07 00:49:26.658,Cook-000003,
25,bring food,2024-05-07 01:23:38.710,Cook helper-000002,
25,deliver to customer,2024-05-07 01:27:32.263,Waiter-000003,
25,event 8 end,2024-05-07 01:30:33.887,,
26,take order,2024-05-07 00:30:00.000,Waiter-000004,
26,start,2024-05-07 00:30:00.000,,
26,review order,2024-05-07 00:31:43.561,Waiter-000003,
26,prepare drinks,2024-05-07 00:33:13.475,Barman-000001,
26,bring drinks,2024-05-07 00:34:11.381,Barman-000003,
26,review drinks,2024-05-07 00:35:54.102,Waiter-000001,
26,prepare main course,2024-05-07 00:49:40.496,Cook-000002,
26,signal food complete,2024-05-07 01:17:31.187,Cook-000002,
26,bring food,2024-05-07 01:32:09.144,Cook helper-000003,
26,deliver to customer,2024-05-07 01:32:47.662,Waiter-000001,
26,event 8 end,2024-05-07 01:32:52.606,,
27,take order,2024-05-07 00:45:00.000,Waiter-000002,
27,start,2024-05-07 00:45:00.000,,
27,review order,2024-05-07 00:49:21.662,Waiter-000005,
27,prepare starter,2024-05-07 00:50:05.575,Cook helper-000001,
27,prepare drinks,2024-05-07 00:50:05.575,Barman-000002,
27,bring drinks,2024-05-07 00:50:33.504,Barman-000001,
27,review drinks,2024-05-07 00:52:47.015,Waiter-000001,
27,prepare drinks,2024-05-07 00:56:56.744,Barman-000003,
27,prepare main course,2024-05-07 00:57:15.158,Cook-000002,
27,bring drinks,2024-05-07 01:08:03.120,Barman-000002,
27,review drinks,2024-05-07 01:10:01.184,Waiter-000001,
27,signal food complete,2024-05-07 01:23:38.710,Cook-000003,
27,bring food,2024-05-07 01:24:49.463,Cook helper-000001,
27,deliver to customer,2024-05-07 01:25:13.870,Waiter-000004,
27,event 8 end,2024-05-07 01:32:04.645,,
28,take order,2024-05-07 01:00:00.000,Waiter-000005,
28,start,2024-05-07 01:00:00.000,,
28,review order,2024-05-07 01:00:31.077,Waiter-000004,
28,prepare drinks,2024-05-07 01:01:52.659,Barman-000002,
28,bring drinks,2024-05-07 01:03:06.308,Barman-000001,synonymous label('Bring drinks')
28,review drinks,2024-05-07 01:04:25.658,Waiter-000003,
28,prepare main course,2024-05-07 01:19:12.352,Cook-000001,
28,signal food complete,2024-05-07 01:32:09.144,Cook-000002,
28,bring food,2024-05-07 01:49:12.895,Cook helper-000002,
28,deliver to customer,2024-05-07 01:51:28.624,Waiter-000005,
28,event 8 end,2024-05-07 01:53:44.678,,
29,take order,2024-05-07 01:15:00.000,Waiter-000002,
29,start,2024-05-07 01:15:00.000,,
29,review order,2024-05-07 01:15:32.092,Waiter-000005,
29,prepare drinks,2024-05-07 01:15:52.340,Barman-000001,
29,prepare main course,2024-05-07 01:20:36.257,Cook-000001,
29,bring drinks,2024-05-07 01:31:50.553,Barman-000003,
29,review drinks,2024-05-07 01:32:37.932,Waiter-000005,
29,signal food complete,2024-05-07 18:21:45.630,Cook-000001,
29,bring food,2024-05-07 18:40:37.461,Cook helper-000001,
29,deliver to customer,2024-05-07 18:54:14.217,Waiter-000003,
29,event 8 end,2024-05-07 18:58:35.264,,
30,take order,2024-05-07 01:30:00.000,Waiter-000001,
30,start,2024-05-07 01:30:00.000,,
30,review order,2024-05-07 01:30:27.482,Waiter-000002,
30,prepare drinks,2024-05-07 01:32:11.366,Barman-000002,
30,bring drinks,2024-05-07 01:34:54.751,Barman-000001,
30,review drinks,2024-05-07 01:37:02.549,Waiter-000003,
30,prepare main course,2024-05-07 01:49:12.895,Cook-000002,
30,signal food complete,2024-05-07 18:07:54.748,Cook-000003,
30,bring food,2024-05-07 18:17:07.543,Cook helper-000002,
30,deliver to customer,2024-05-07 18:20:28.927,Waiter-000002,
30,event 8 end,2024-05-07 18:25:08.823,,
31,take order,2024-05-07 01:45:00.000,Waiter-000004,
31,start,2024-05-07 01:45:00.000,,
31,review order,2024-05-07 01:45:18.174,Waiter-000002,
31,prepare starter,2024-05-07 01:45:35.382,Cook helper-000001,
31,prepare drinks,2024-05-07 01:45:35.382,Barman-000003,
31,bring drinks,2024-05-07 01:47:23.177,Barman-000002,synonymous label('Bring drinks')
31,review drinks,2024-05-07 01:48:40.031,Waiter-000001,
31,prepare main course,2024-05-07 01:50:36.923,Cook-000003,
31,signal food complete,2024-05-07 18:00:30.873,Cook-000003,
31,bring food,2024-05-07 18:07:54.748,Cook helper-000001,
31,deliver to customer,2024-05-07 18:10:42.292,Waiter-000005,
31,event 8 end,2024-05-07 18:11:51.763,,
32,start,2024-05-07 02:00:00.000,,
32,take order,2024-05-07 18:00:00.000,Waiter-000004,
32,review order,2024-05-07 18:00:49.456,Waiter-000002,
32,prepare drinks,2024-05-07 18:02:00.345,Barman-000001,
32,bring drinks,2024-05-07 18:03:52.959,Barman-000003,
32,review drinks,2024-05-07 18:04:19.242,Waiter-000001,
32,prepare main course,2024-05-07 18:07:28.679,Cook-000002,
32,signal food complete,2024-05-07 18:16:33.254,Cook-000002,
32,bring food,2024-05-07 18:34:29.798,Cook helper-000003,
32,deliver to customer,2024-05-07 18:45:42.527,Waiter-000002,
32,event 8 end,2024-05-07 18:48:00.946,,
33,take order,2024-05-07 18:15:00.000,Waiter-000003,
33,start,2024-05-07 18:15:00.000,,
33,review order,2024-05-07 18:15:38.272,Waiter-000004,
33,prepare main course,2024-05-07 18:17:56.526,Cook-000003,
33,prepare drinks,2024-05-07 18:17:56.526,Barman-000002,
33,bring drinks,2024-05-07 18:21:22.273,Barman-000001,
33,signal food complete,2024-05-07 18:22:48.632,Cook-000003,
33,review drinks,2024-05-07 18:29:43.574,Waiter-000001,
33,bring food,2024-05-07 19:03:29.344,Cook helper-000002,
33,deliver to customer,2024-05-07 19:07:38.867,Waiter-000003,
33,event 8 end,2024-05-07 19:08:48.121,,
34,take order,2024-05-07 18:30:00.000,Waiter-000005,
34,start,2024-05-07 18:30:00.000,,
34,review order,2024-05-07 18:35:56.170,Waiter-000003,
34,prepare main course,2024-05-07 18:36:20.314,Cook-000002,
34,prepare drinks,2024-05-07 18:36:20.314,Barman-000003,
34,signal food complete,2024-05-07 18:44:45.959,Cook-000001,
34,bring food,2024-05-07 18:55:47.328,Cook helper-000003,
34,bring drinks,2024-05-07 19:00:02.900,Barman-000002,
34,review drinks,2024-05-07 19:05:19.235,Waiter-000002,
34,deliver to customer,2024-05-07 19:05:23.021,Waiter-000005,
34,event 8 end,2024-05-07 19:07:57.788,,
35,take order,2024-05-07 18:45:00.000,Waiter-000004,
35,start,2024-05-07 18:45:00.000,,
35,review order,2024-05-07 18:46:56.495,Waiter-000001,
35,prepare main course,2024-05-07 18:47:51.586,Cook-000002,
35,prepare starter,2024-05-07 18:47:51.586,Cook helper-000002,
35,prepare drinks,2024-05-07 18:47:51.586,Barman-000002,
35,bring drinks,2024-05-07 18:49:02.905,Barman-000001,synonymous label('Bring drinks')
35,signal food complete,2024-05-07 18:49:50.930,Cook-000002,
35,review drinks,2024-05-07 18:50:00.157,Waiter-000005,
35,bring food,2024-05-07 20:05:05.234,Cook helper-000001,
35,deliver to customer,2024-05-07 20:10:32.380,Waiter-000004,
35,event 8 end,2024-05-07 20:11:11.160,,
36,take order,2024-05-07 19:00:00.000,Waiter-000004,
36,start,2024-05-07 19:00:00.000,,
36,review order,2024-05-07 19:00:10.624,Waiter-000001,
36,prepare main course,2024-05-07 19:02:05.026,Cook-000001,
36,prepare drinks,2024-05-07 19:02:05.026,Barman-000001,
36,bring drinks,2024-05-07 19:09:35.384,Barman-000003,
36,review drinks,2024-05-07 19:18:15.401,Waiter-000002,
36,signal food complete,2024-05-07 19:19:00.179,Cook-000001,
36,bring food,2024-05-07 19:24:23.962,Cook helper-000001,
36,deliver to customer,2024-05-07 19:32:49.593,Waiter-000004,
36,event 8 end,2024-05-07 19:33:45.919,,
37,take order,2024-05-07 19:15:00.000,Waiter-000004,
37,start,2024-05-07 19:15:00.000,,
37,review order,2024-05-07 19:15:30.919,Waiter-000001,
37,prepare main course,2024-05-07 19:16:39.325,Cook-000003,
37,prepare drinks,2024-05-07 19:16:39.325,Barman-000002,
37,bring drinks,2024-05-07 19:20:46.823,Barman-000001,
37,signal food complete,2024-05-07 19:41:42.479,Cook-000003,
37,bring food,2024-05-07 19:42:33.343,Cook helper-000003,
37,review drinks,2024-05-07 19:46:20.821,Waiter-000003,
