info received -> Check for completeness (frequency = 1998, performance = 10.00)
Check for copmleteness -> perform checks (frequency = 1, performance = 5836.86)
Check for ocmpleteness -> Perforh checks (frequency = 1, performance = 4560.30)
Check forc ompleteness -> Check for completeness (frequency = 1, performance = 0.00)
Check forcompleteness -> Check for completenes (frequency = 1, performance = 8706.89)
Check forcompleteness -> Check for completeness (frequency = 1, performance = 0.00)
Check fro completeness -> New online application received (frequency = 1, performance = 0.00)
Check gor completeness -> Check for completeness (frequency = 1, performance = 0.00)
Check ofr completeness -> Check for completeness (frequency = 1, performance = 0.00)
Chevk for completeness -> Check for completeness (frequency = 1, performance = 0.00)
Delievr card -> Check for completeness (frequency = 1, performance = 0.00)
Delivebr card -> Check for completeness (frequency = 1, performance = 0.00)
Delived card -> Check for completeness (frequency = 1, performance = 0.00)
Deliver acrd -> Check for completeness (frequency = 1, performance = 0.00)
Deliver ard -> New online application received (frequency = 1, performance = 0.00)
Deliver cad -> Check for completeness (frequency = 1, performance = 0.00)
Deliver carr -> Check for completeness (frequency = 1, performance = 0.00)
Deliver cwrd -> New online application received (frequency = 1, performance = 0.00)
Deliverp card -> Check for completeness (frequency = 1, performance = 0.00)
Delizver card -> Check for completeness (frequency = 1, performance = 0.00)
Dellver card -> Check for completeness (frequency = 1, performance = 0.00)
Delver card -> Check for completeness (frequency = 1, performance = 0.00)
Dieliver card -> Check for completeness (frequency = 1, performance = 0.00)
EENT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EEVNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVDNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVEJT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVEN T13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13 EDN -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13 EXND -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13 ND -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13 QEND -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13 WND -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13END -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 13I END -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 3 END -> Check for completeness (frequency = 1, performance = 0.00)
EVENT 31 END -> Check for completeness (frequency = 1, performance = 0.00)
EVENT1 3 END -> Check for completeness (frequency = 1, performance = 0.00)
EVENZT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVETN 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVEWNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVEiNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EVWNT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
EfVENT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
Info received -> PerfWorm checks (frequency = 1, performance = 1107.63)
Info received -> Request ingo (frequency = 1, performance = 596.29)
Info received -> Requwst info (frequency = 1, performance = 467.71)
Info received -> info rceeived (frequency = 1, performance = 970.40)
Info received -> time ou (frequency = 1, performance = 3294.68)
Jew online application received -> Check for completeness (frequency = 1, performance = 0.00)
Lerform checks -> request info (frequency = 1, performance = 3267.56)
Mae decision -> Check for completeness (frequency = 1, performance = 0.00)
Make Jdecision -> Check for completeness (frequency = 1, performance = 0.00)
Make Wdecision -> Check for completeness (frequency = 1, performance = 0.00)
Make dceision -> Check for completeness (frequency = 1, performance = 0.00)
Make deciBsion -> Check for completeness (frequency = 1, performance = 0.00)
Make decisiin -> Check for completeness (frequency = 1, performance = 0.00)
Make decisio -> Check for completeness (frequency = 1, performance = 0.00)
Make decisiob -> Check for completeness (frequency = 1, performance = 0.00)
Make decisiog -> Check for compleyeness (frequency = 1, performance = 1058.06)
Make decisoon -> Check for completeness (frequency = 1, performance = 0.00)
Make decisuon -> Check for completeness (frequency = 1, performance = 0.00)
Make decsiion -> Check for completeness (frequency = 1, performance = 0.00)
Make defision -> Check for completeness (frequency = 1, performance = 0.00)
Make desision -> Check for completeness (frequency = 1, performance = 0.00)
Make ecision -> VENT 13 END (frequency = 1, performance = 2011.96)
Make eecision -> Check for completeness (frequency = 1, performance = 0.00)
Makedecision -> notify reyject (frequency = 1, performance = 285.15)
Makr decision -> EVNT 13 END (frequency = 1, performance = 695.72)
Mwke decision -> Check for completeness (frequency = 1, performance = 0.00)
Mwke decision -> Perform cheUcks (frequency = 1, performance = 1326.48)
NCheck for completeness -> New online application received (frequency = 1, performance = 0.00)
Nake decision -> Check for completeness (frequency = 1, performance = 0.00)
Ndw online application received -> Check for completeness (frequency = 1, performance = 0.00)
New onilne application received -> Check for completeness (frequency = 1, performance = 0.00)
New online ap;lication received -> Request info (frequency = 1, performance = 88.99)
New online aplication received -> Notify acdcept (frequency = 1, performance = 2661.30)
New online appilcation received -> Check for completeness (frequency = 1, performance = 0.00)
New online appilcation received -> Rewuest info (frequency = 1, performance = 2891.12)
New online applciation received -> Perform checks (frequency = 1, performance = 71.33)
New online appliation received -> Check for completeness (frequency = 1, performance = 0.00)
New online applicatiZon received -> Check for completeness (frequency = 1, performance = 0.00)
New online applicatin received -> Check for completeness (frequency = 1, performance = 0.00)
New online application rKeceived -> Requset info (frequency = 1, performance = 1647.31)
New online application rceived -> Check for completeness (frequency = 1, performance = 0.00)
New online application receivDed -> Check for completeness (frequency = 1, performance = 0.00)
New online application receivdd -> Delievr card (frequency = 1, performance = 2555.44)
New online application recived -> Check for completeness (frequency = 1, performance = 0.00)
New online applictaion received -> Check for completeness (frequency = 1, performance = 0.00)
New online applicztion received -> Info received (frequency = 1, performance = 3729.67)
New online applikcation received -> Check for completeness (frequency = 1, performance = 0.00)
New online paplication received -> timeo ut (frequency = 1, performance = 1042.28)
New onlineapplication received -> Check for completeness (frequency = 1, performance = 0.00)
New onlinex application received -> Check for completeness (frequency = 1, performance = 0.00)
Noify accept -> Check for completeness (frequency = 1, performance = 0.00)
NotQify accept -> Check for completeness (frequency = 1, performance = 0.00)
NotiFfy accept -> Check for completeness (frequency = 1, performance = 0.00)
Notif yaccept -> Check for completeness (frequency = 1, performance = 0.00)
Notifay accept -> Deliver cad (frequency = 1, performance = 1033.59)
Notify accdpt -> Check for completeness (frequency = 1, performance = 0.00)
Notify acdcept -> EVEiNT 13 END (frequency = 1, performance = 2774.64)
Notify cacept -> Check for completeness (frequency = 1, performance = 0.00)
Notify reject -> timqe out (frequency = 1, performance = 637.29)
Notnify accept -> Check for completeness (frequency = 1, performance = 0.00)
Oerform checks -> Check for completeness (frequency = 1, performance = 0.00)
PTerform checks -> Check for completeness (frequency = 1, performance = 0.00)
Pefrorm checks -> Check for completeness (frequency = 1, performance = 0.00)
Perf;rm checks -> Check for completeness (frequency = 1, performance = 0.00)
PerfWorm checks -> Check for completeness (frequency = 1, performance = 0.00)
PerfoWrm checks -> Check for completeness (frequency = 1, performance = 0.00)
Perfom checks -> Check for completeness (frequency = 1, performance = 0.00)
Perfomr checks -> Check for completeness (frequency = 1, performance = 0.00)
Perfor, checks -> Check for completeness (frequency = 1, performance = 0.00)
Perforh checks -> Check for completeness (frequency = 1, performance = 0.00)
Perforh checks -> New online application received (frequency = 1, performance = 0.00)
Perform cbecks -> Check for completeness (frequency = 1, performance = 0.00)
Perform chceks -> Perforh checks (frequency = 1, performance = 2596.89)
Perform chcks -> Makr decision (frequency = 1, performance = 447.71)
Perform cheUcks -> Check for completeness (frequency = 1, performance = 0.00)
Perform check -> EVENT 13 EDN (frequency = 1, performance = 2382.12)
Perform checks -> review request received (frequency = 1, performance = 1816.79)
Perform checs -> Request inf (frequency = 1, performance = 4831.14)
Perform chfcks -> notify accept (frequency = 1, performance = 3997.12)
Perform chrcks -> Check for completeness (frequency = 1, performance = 0.00)
Perform cmecks -> Check for compelteness (frequency = 1, performance = 1046.81)
Perform cphecks -> Check for completeness (frequency = 1, performance = 0.00)
Perform vhecks -> Check for completeness (frequency = 1, performance = 0.00)
Performc hecks -> Check for completeness (frequency = 1, performance = 0.00)
Perfoyrm checks -> New online application received (frequency = 1, performance = 0.00)
Perofrm checks -> Check for completeness (frequency = 1, performance = 0.00)
Reqjest info -> Check for completeness (frequency = 1, performance = 0.00)
Reqkest info -> Delizver card (frequency = 1, performance = 4398.18)
RequeKst info -> Check for coCmpleteness (frequency = 1, performance = 1232.80)
Reques info -> Check for completeness (frequency = 1, performance = 0.00)
Reques info -> eVENT 13 END (frequency = 1, performance = 1588.69)
Requesft info -> infwo received (frequency = 1, performance = 179.49)
Request binfo -> Check for completeness (frequency = 1, performance = 0.00)
Request ifo -> Check for completeness (frequency = 1, performance = 0.00)
Request inf; -> Request binfo (frequency = 1, performance = 3888.28)
Request info -> Perform checks (frequency = 1, performance = 1551.05)
Request info -> Request info (frequency = 1, performance = 5138.21)
Request ingo -> Delver card (frequency = 1, performance = 5193.62)
Request inifo -> Check for completUeness (frequency = 1, performance = 5580.12)
Request lnfo -> Check for completeness (frequency = 1, performance = 0.00)
RequestK info -> Check for completeness (frequency = 1, performance = 0.00)
Requesti nfo -> Check for completeness (frequency = 1, performance = 0.00)
Requestinfo -> Check for completeness (frequency = 1, performance = 0.00)
Requet info -> Check for compelteness (frequency = 1, performance = 636.58)
Requet info -> Check for completeness (frequency = 1, performance = 0.00)
Requset info -> Check for completeness (frequency = 1, performance = 0.00)
Requset info -> Info received (frequency = 1, performance = 49.64)
Requwst info -> Check for completeness (frequency = 1, performance = 0.00)
Reuest info -> Reques info (frequency = 1, performance = 900.04)
Review request received -> Check for completeness (frequency = 1, performance = 0.00)
Review request received -> Perfor checks (frequency = 1, performance = 299.45)
Review request received -> RequestK info (frequency = 1, performance = 831.19)
Revquest info -> info rwceived (frequency = 1, performance = 105.67)
Rewuest info -> Request info (frequency = 1, performance = 0.00)
Rqeuest info -> notify accept (frequency = 1, performance = 2102.22)
Uinfo received -> check for completeness (frequency = 1, performance = 10.00)
WVENT 13 END -> Check for completeness (frequency = 1, performance = 0.00)
Xheck for completeness -> New online ap;lication received (frequency = 1, performance = 0.00)
botify reject -> Check for completeness (frequency = 1, performance = 0.00)
check for completeness -> EEVNT 13 END (frequency = 1, performance = 2957.95)
check for completeness -> Make dcision (frequency = 1, performance = 2814.13)
check for completeness -> Make decisin (frequency = 1, performance = 560.99)
check for completeness -> Make ecision (frequency = 1, performance = 1067.39)
check for completeness -> Make eecision (frequency = 1, performance = 1684.74)
check for completeness -> New online appilcation received (frequency = 1, performance = 0.00)
check for completeness -> check for completeness (frequency = 1, performance = 764.19)
check for completeness -> eRquest info (frequency = 1, performance = 603.05)
check for completeness -> eVENT 13 END (frequency = 1, performance = 1313.68)
deliver card -> Check for completeness (frequency = 1, performance = 0.00)
eNw online application received -> Chec for completeness (frequency = 1, performance = 4235.04)
eRquest info -> Check for completeness (frequency = 1, performance = 0.00)
eRquest info -> info deceived (frequency = 1, performance = 126.93)
eVENT 13 END -> New online application received (frequency = 1, performance = 0.00)
ihfo received -> Check for completeness (frequency = 1, performance = 0.00)
inf oreceived -> Perf;rm checks (frequency = 1, performance = 5112.82)
inf received -> Check for completeness (frequency = 1, performance = 0.00)
inf received -> New online application received (frequency = 1, performance = 0.00)
info Ureceived -> Check for completveness (frequency = 1, performance = 10.00)
info deceived -> Make dcision (frequency = 1, performance = 689.28)
info eceived -> Check for completenesDs (frequency = 1, performance = 4246.80)
info erceived -> Check for completeness (frequency = 1, performance = 0.00)
info rceeived -> Check for completeness (frequency = 1, performance = 0.00)
info recFeived -> Check for completeness (frequency = 1, performance = 0.00)
info receVived -> Info received (frequency = 1, performance = 3926.24)
info receifed -> Notify accdpt (frequency = 1, performance = 2241.75)
info receivd -> Check for completeness (frequency = 1, performance = 0.00)
info receivd -> Deliver carr (frequency = 1, performance = 2706.43)
info recevied -> Check for clmpleteness (frequency = 1, performance = 319.21)
info recieved -> Check for completeness (frequency = 1, performance = 0.00)
info rexeived -> Delivebr card (frequency = 1, performance = 1995.71)
info rsceived -> Check for completeness (frequency = 1, performance = 0.00)
info rwceived -> Check for completeness (frequency = 1, performance = 0.00)
infor eceived -> Check for completeness (frequency = 1, performance = 0.00)
infwo received -> Check for completeness (frequency = 1, performance = 0.00)
make decision -> Perfor, checks (frequency = 1, performance = 8830.53)
new online application received -> Perfor mchecks (frequency = 1, performance = 9363.99)
notQify reject -> Check for completeness (frequency = 1, performance = 0.00)
notfy reject -> Check for completeness (frequency = 1, performance = 0.00)
notify accept -> Deliver cwrd (frequency = 1, performance = 431.15)
notify eject -> Check for completeness (frequency = 1, performance = 0.00)
notify reject -> Request info (frequency = 1, performance = 871.96)
notify rejest -> Check for completeness (frequency = 1, performance = 0.00)
notify reyject -> review rnequest received (frequency = 1, performance = 11865.51)
otify accept -> Check for completeness (frequency = 1, performance = 0.00)
perform checks -> New online application received (frequency = 1, performance = 0.00)
perform checks -> Notify cacept (frequency = 1, performance = 172.78)
reBview request received -> Check for completeness (frequency = 1, performance = 0.00)
request info -> Notify accpt (frequency = 1, performance = 6465.55)
request info -> eVENT 13 END (frequency = 1, performance = 5396.89)
request info -> inf received (frequency = 1, performance = 2533.16)
request info -> info eceived (frequency = 1, performance = 4564.20)
reveiw request received -> Info received (frequency = 1, performance = 1400.66)
review reqest received -> Check for completeness (frequency = 1, performance = 0.00)
review request geceived -> Check forc ompleteness (frequency = 1, performance = 3665.99)
review request receiced -> Check for completeness (frequency = 1, performance = 0.00)
review request received -> Make decision (frequency = 1, performance = 1180.27)
review request received -> info received (frequency = 1, performance = 684.94)
review request recevied -> Info received (frequency = 1, performance = 1088.46)
review request rsceived -> PerfoWrm checks (frequency = 1, performance = 603.48)
review requst received -> Make decsiion (frequency = 1, performance = 1899.74)
review rmequest received -> Check for completeness (frequency = 1, performance = 0.00)
review rnequest received -> Check for complteness (frequency = 1, performance = 10.00)
rview request received -> EVET 13 END (frequency = 1, performance = 5649.21)
tim eout -> Check for completeness (frequency = 1, performance = 0.00)
time ouBt -> Check for completeness (frequency = 1, performance = 0.00)
time ouf -> Check for completeness (frequency = 1, performance = 0.00)
timeo ut -> Check for completeness (frequency = 1, performance = 0.00)
timqe out -> Check for completeness (frequency = 1, performance = 0.00)
tims out -> Check for completeness (frequency = 1, performance = 0.00)
